sl_20_86400_20260403 Coordinates.csv
2026/04/03 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:23 2024,
Start: 2026/04/03 07:47:00.00, Stop: 2026/04/04 07:47:00.00,
TIME_UNITS,STARLINK-4098 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-31393 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-4042 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-31393 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-31393 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,3386.1358,-3905.8136,-3888.3379,5220.2680,5472.3338,4709.6682,5058.3103,0.0000,5044.3616,6718.6977,5855.2171,5122.4470,5786.8087,5721.1543,-5528.0555,-3189.0394,3393.8273,3062.4945,2509.4031,-3607.1124,217291.7832,233069.0657,224565.0320,221756.6493,219913.6412,221449.4291,217984.0203,218481.4817,-13474068.7780,-13464447.6433,-13475521.0188,-13481334.9958,219062.2926,-13491377.6040,5303.5840,-1524.6608,1679.9743,2358.5305,4003.7694,1892.2118,-143.6959,0.0000,3273.1230,471.2311,-833.9623,-1752.0197,-3233.6409,1926.6015,-1710.6379,4666.2846,-2846.8962,-5999.0379,-6187.3169,2134.5488,317332.6442,328403.4349,315778.4644,307888.6738,315863.3797,314295.3077,315409.6299,314493.0456,-342021184.2019,-342000454.8222,-342019572.8946,-342010096.0136,314043.5141,-342017195.8750,2850.6347,5404.3892,5334.2262,3821.0384,-1468.2868,-4720.3446,-4711.0078,0.0000,-3240.7563,47.6951,-3393.1228,-4347.8553,-2089.4613,3393.3666,3612.9495,-3901.7429,5193.9580,291.4817,1837.1301,5485.0272,-110598.4408,-111226.7338,-113419.0715,-104158.5426,-113060.0047,-120828.2283,-109296.6252,-112949.0769,-17000484.0043,-17019300.2925,-16975561.0475,-16993863.9346,-111312.2055,-16990390.5231,
36000.000,-4907.2434,5910.1224,2986.6359,-3808.1522,-5420.1647,-5695.0550,-2411.8092,0.0000,-4869.7159,-4718.0138,-5613.5785,-6891.7737,-4536.7378,-4713.0472,4323.3536,-1173.2166,-1908.4370,39.2362,-337.2015,822.6523,126601.0731,143442.5133,138730.6108,135704.7664,137576.5241,136106.5077,130594.3880,133547.1914,75569312.5035,75573109.2360,75572061.4560,75555714.9198,133030.4971,75552973.6540,-4626.9265,-1995.1687,-5613.1577,1648.2856,-863.6292,1942.7452,3657.7335,0.0000,1169.7070,1879.0868,3848.3796,-380.0032,5028.9823,1882.7126,-2690.9171,-3975.1980,6251.4916,4924.0921,6666.1575,-5382.7791,360162.0433,375760.6075,358788.5704,352889.8610,360489.5038,358288.4523,362653.6938,358873.0571,-333838670.8023,-333813748.9746,-333830329.0904,-333826031.4518,358747.5960,-333834521.3615,1494.5890,-2830.6245,-2471.0336,-5505.9127,4232.3728,3420.8504,5335.4387,0.0000,4630.8851,4414.0998,-399.2427,-751.1159,-1553.1373,-4724.7521,-4551.5721,5461.7751,-1998.9738,-4611.6347,1847.7915,-4258.7017,-110892.2772,-112809.4282,-114995.6133,-105708.6751,-112162.7475,-121694.7795,-114382.1670,-110984.6446,-16923414.2071,-16941837.6296,-16899599.6803,-16918617.4619,-112707.3599,-16911872.7727,
39600.000,4598.6319,-5415.2040,-1214.6708,2198.1045,4331.1568,5243.8734,79.2577,0.0000,3620.8462,138.5617,2510.7852,3923.8705,1430.1040,3040.6299,-2214.9842,5223.9006,28.2254,-4243.0124,-2439.1054,1189.9331,30069.7545,44912.6008,44223.7921,41086.4987,44579.8638,42607.8284,35627.7879,38250.4794,159453512.0436,159450959.1950,159456866.3399,159433628.9101,38599.7679,159437868.4257,1575.1165,3795.0024,6314.3909,-5473.6358,-3076.4798,-4527.0114,-6401.1628,0.0000,-5177.6073,-4474.0834,-5009.9246,1978.6490,-5292.6380,-5362.0817,6108.5618,3032.2195,-6286.2816,-1775.4568,-4749.9717,6800.0466,377762.5952,399045.8857,378752.5160,374801.6677,382150.3368,379652.4946,384203.5068,379994.7955,-302873149.2503,-302845981.5042,-302856665.4137,-302865155.4674,380381.3896,-302868375.0792,-4916.7564,-1790.6122,-2280.2701,3554.8766,-4466.6554,-40.4624,-2606.2338,0.0000,-2589.0995,-5038.9926,3871.0482,5361.4030,4257.5693,3155.5331,2081.8422,-3265.8269,-2688.6446,4918.7653,-4419.3865,316.9968,-111565.2862,-114382.0117,-115949.6193,-107769.6382,-111180.1413,-121884.8253,-118985.6203,-115797.5800,-16845598.1442,-16864145.5658,-16824197.3299,-16840590.6276,-114093.2249,-16833356.2048,
43200.000,-3603.9785,1898.3574,-1873.8969,-676.1271,-2726.7581,-2758.5506,1547.2852,0.0000,-1297.0000,3559.6882,2142.9559,1158.2308,2555.6172,-1041.8502,-374.0263,-6568.9366,2671.3326,6588.5733,5190.1420,-2547.8707,-66371.4847,-56147.0025,-52932.9353,-56069.1390,-51651.7430,-53323.6673,-60993.0080,-58284.2657,232453860.1635,232445035.7162,232454039.5857,232434276.2142,-58160.3615,232438443.5686,2742.9334,-4136.2247,-3863.4498,6819.5490,6054.5093,5379.7792,6493.6542,0.0000,6558.3686,5581.5508,4731.7235,-355.4869,4667.1299,6843.5272,-6537.2230,-1585.4405,3243.6037,-1033.4000,1666.2763,-5171.0822,370484.4675,396817.7924,374505.8057,372292.2001,379622.5115,377095.4345,380678.3197,378298.4555,-251238606.1865,-251211173.7026,-251214298.8361,-251238451.9094,377595.0961,-251232940.8828,5210.8852,5106.5188,5287.2580,710.7433,1995.7254,-3387.2002,-1795.3522,0.0000,-1398.1570,1232.3527,-4418.4194,-6838.8304,-4474.0820,321.0897,1923.7552,-1215.9019,5378.9316,-998.1563,4265.1973,3801.7174,-112437.4745,-115942.7891,-116396.7205,-110417.3982,-110737.9985,-121332.8279,-122634.2818,-113802.2987,-16766990.4766,-16786192.3044,-16749160.9698,-16757347.7689,-115469.6941,-16754840.8466,
46800.000,2590.3556,2830.2426,5245.2024,-1404.3248,632.2053,-1151.7334,-3005.0996,0.0000,-1999.5794,-4584.8278,-5737.8383,-4118.4313,-5669.5386,-1465.7370,3323.0876,4766.0645,-5406.3072,-4768.3289,-6657.0234,3939.2717,-156863.5659,-153210.2203,-146592.2336,-149681.2177,-144458.1470,-146003.7811,-153212.1434,-150566.6640,289588602.9330,289574199.6510,289582387.5256,289575827.8827,-151041.5488,289572874.6398,-6007.0380,3984.2129,455.8092,-5001.0279,-6704.5340,-4932.1479,-3640.8035,0.0000,-4878.8924,-3334.0925,-3313.5150,-3623.9541,-3452.8389,-5725.8457,3904.4908,-989.3597,531.7525,2868.6949,1188.8954,1279.3245,339556.0527,369298.0111,346380.3669,345729.6469,352947.9643,350668.6292,353021.5900,349930.1675,-182459541.7719,-182433677.5478,-182429325.5308,-182458886.9074,350607.6331,-182452986.0456,-2230.6204,-4802.0262,-4339.8494,-4533.3194,1657.1057,4715.0614,5037.5075,0.0000,4326.8805,3627.3613,1596.3815,4244.2755,2038.7424,-3623.8790,-4511.7885,4829.6730,-4151.1754,-3813.3721,-1513.4682,-5535.6297,-113437.0704,-117489.8830,-116585.8797,-113789.3468,-110813.2845,-119926.7362,-125471.5182,-118403.4220,-16687597.2094,-16707940.1490,-16674330.4206,-16671421.9269,-116836.6622,-16676326.7252,
50400.000,-1064.5228,-5915.0710,-6509.4337,4081.3195,2124.8516,4851.0128,4626.5618,0.0000,5261.1513,3773.3329,6330.3197,3102.8234,6594.6009,4223.0209,-5716.6201,-1512.3368,6129.4009,-124.5365,5713.4485,-5154.6664,-235979.6762,-240025.5341,-230824.7517,-234152.0214,-227677.5150,-230503.8513,-235316.6791,-235110.6098,326958862.8769,326940139.5266,326944196.0799,326948265.9407,-234095.1980,326942355.0819,6471.6459,-3287.1681,2032.4386,1431.3092,4988.0936,3804.0805,-487.4509,0.0000,1600.9893,-1643.0726,689.6274,6151.8381,1508.5279,2837.7134,3.3409,4315.6086,-3020.8389,-4150.8955,-3254.0765,2655.6227,287450.5013,318354.5887,296171.6910,297546.3915,303781.4380,301508.7551,303334.3020,301709.4585,-101230429.6891,-101207615.7226,-101197401.5721,-101221195.5360,301189.6485,-101223251.2562,-2185.0858,1047.6646,100.7668,5355.3696,-4332.6166,-3167.2550,-5113.7551,0.0000,-4049.4098,-5337.7958,2421.7896,820.4757,1576.3123,4694.1873,3720.8512,-5123.8890,-143.9199,5300.3713,-2187.4401,3751.5657,-114527.7808,-119021.1142,-116832.6425,-118050.8744,-111368.4910,-117648.6426,-127596.1726,-116772.4785,-16607475.3051,-16629343.9043,-16599568.5361,-16589456.9182,-118194.0247,-16597813.8675,
54000.000,-1535.1541,5794.4680,4207.2781,-6115.0089,-4962.9631,-6621.5081,-5531.3995,0.0000,-6606.4219,-2307.1015,-4108.3848,-219.5923,-5298.9436,-6281.8331,6053.3073,-1235.2077,-3568.5513,4452.4132,-2497.4033,5014.7750,-299060.8454,-311024.1670,-300256.6495,-303837.2654,-295870.1174,-303376.2059,-302275.4506,-300766.2210,342014710.1563,341993363.8669,341991072.0029,341999338.2921,-302013.5447,341997148.8199,-4279.8244,1221.6601,-3344.4571,1713.3655,-2046.3103,-2004.4123,3658.5438,0.0000,1557.7521,5869.0414,2884.9008,-4309.4184,1371.9235,312.0899,-3152.7192,-6491.5575,3914.9432,4548.8556,4602.3468,-4737.5423,217811.4599,247377.3688,227051.3275,233391.8963,235267.5852,231462.3380,234933.3280,232388.6828,-13095335.6442,-13076504.6403,-13063162.8013,-13078708.0720,232546.9967,-13087999.1444,5194.6971,3428.5176,4186.9499,-2679.7836,4382.7719,-345.2506,1937.7507,0.0000,741.6261,2356.3996,-4616.1683,-5442.8800,-4284.9394,-2917.0046,-171.3678,1851.7593,4306.9667,-2230.4113,4526.0793,384.9945,-115688.3178,-120533.8291,-117434.5433,-121289.1257,-112388.1673,-117526.7202,-129057.6041,-120779.0921,-16526728.9963,-16550348.8173,-16524753.0320,-16511536.4432,-119541.6782,-16519302.3007,
57600.000,4691.6957,-3363.2904,474.3340,5733.7566,6653.6565,5865.2852,4381.2656,0.0000,4792.4645,172.6628,745.5977,-878.9264,2797.4714,6334.3607,-3433.2881,2800.8908,-1142.8141,-5533.2001,-1547.8791,-2521.6135,-342487.1784,-361682.5736,-350405.1406,-352230.2440,-344622.3927,-354364.5625,-350022.9339,-351947.1533,333729183.9753,333707137.2249,333697679.1616,333705886.4379,-350468.8497,333710560.8879,1175.1273,2365.9310,4212.5139,-3385.3771,-772.6398,-622.6959,-4748.6693,0.0000,-3735.5371,-6180.5549,-5918.1250,-931.9012,-4530.6149,-2731.8688,4735.5022,5661.1065,-4119.6673,-2657.1444,-5364.5161,4789.2647,135247.0229,161054.1764,143412.4385,153651.3782,151811.6493,146659.2218,152190.7131,148758.0787,75930450.6906,75945072.0815,75958235.8562,75948953.3633,149112.3726,75937405.3876,-4939.6387,-5481.2810,-5347.3817,-1782.3855,-1812.0942,3623.2273,2442.0471,0.0000,3101.4422,2662.3073,3291.7630,6811.0466,4451.9480,-662.2081,-3524.2507,2677.6976,-5336.4904,-2796.5126,-4107.4198,-4301.4163,-116904.9620,-122024.6301,-118591.3395,-120334.0966,-113881.1704,-122555.2412,-129866.6792,-119864.0021,-16445503.0366,-16470887.9858,-16449769.7455,-16435978.9829,-120879.5200,-16440792.0520,
61200.000,-6618.8911,583.9934,-4524.6125,-2483.7336,-6019.0930,-3398.4498,-861.4060,0.0000,-569.3133,2965.3865,2159.7260,-1101.1644,-248.8658,-3924.0352,-1088.9024,-3832.9995,5098.3114,3721.3129,4614.0909,-1671.5170,-363877.8042,-388815.2767,-377995.4000,-378183.5765,-370819.7787,-380198.1804,-375677.5392,-375039.4456,302668380.6726,302647494.9896,302631528.6302,302638421.4722,-376389.0280,302648955.8544,1248.1517,-5789.4510,-4465.1011,3967.5146,2899.5314,3799.7390,4357.6207,0.0000,4970.4423,2781.1964,6443.0180,5425.1331,6647.0062,4242.7164,-4939.2808,-1888.5942,3840.6425,-1604.9720,5034.5746,-3856.6642,45052.7739,65062.9378,50628.0519,62231.2895,58769.2771,53270.2459,60270.2039,57099.6736,159770954.9894,159781918.1606,159791632.7484,159785481.4643,56258.6746,159777054.1942,1541.4605,3602.5987,2461.6075,5047.6310,-1871.0791,-4696.4235,-5298.0953,0.0000,-4650.2581,-5375.9765,516.7913,-4191.2342,-2015.9780,3814.3734,4574.6393,-5377.1031,2434.2714,5377.1038,1153.4735,5476.0646,-118168.2917,-123488.9246,-120351.4490,-119293.7185,-115884.3754,-127100.5057,-129998.6188,-122962.1504,-16363973.3285,-16390879.2938,-16374506.8707,-16361562.4149,-122207.4486,-16362283.1483,
64800.000,5729.3098,1398.2528,5692.8608,-2035.1692,3063.7028,548.7317,-3482.0668,0.0000,-3706.4976,-5669.7918,-4147.2192,3784.2449,-1927.0886,-31.2441,5047.7082,4631.4165,-6042.9559,-1154.9160,-5709.8161,5417.0668,-362212.4540,-390778.4484,-381220.4370,-380207.3887,-372858.1176,-381223.0413,-377673.6037,-379276.2188,250952815.0837,250934565.2916,250914075.2857,250920939.3379,-378152.1677,250933048.8895,-2643.1280,6651.2176,2996.3324,-4268.2259,-4385.6870,-6275.2624,-3555.4895,0.0000,-5042.5531,1353.4237,-3702.9544,-5743.3602,-6474.2190,-5137.5544,4022.6703,-2605.3512,-2274.2805,5748.9652,-3026.8904,2854.1238,-47106.8393,-34299.3074,-45287.2400,-33547.4124,-37933.4107,-42893.0824,-35208.3054,-41403.3618,232704212.5594,232712793.5641,232716409.8114,232711126.8832,-40047.3397,232709172.8312,2809.0019,823.1311,2251.9587,-5016.9137,4405.9051,2870.8013,4786.5375,0.0000,2723.5132,3364.5558,-3949.7348,-949.2661,-1629.8698,-4656.7526,-2230.4455,4336.2093,2227.8498,-3334.5672,2487.7106,-3207.6387,-119471.5451,-124920.1051,-122598.9479,-118793.2281,-118473.7564,-130690.3874,-129387.8810,-123029.2872,-16282335.5330,-16310222.3768,-16298849.7307,-16287298.0085,-123525.3631,-16283775.6168,
68400.000,-2175.8520,-2945.2111,-4250.2622,5296.7966,907.7701,1812.8212,6260.9929,0.0000,5819.9806,5419.2814,5153.6837,-3569.5235,3783.3825,3705.2337,-6360.8278,-4405.2677,4199.0310,-1060.4307,5134.7289,-6648.8828,-337870.5131,-367569.7581,-359896.9188,-358056.0458,-350815.5497,-358092.2301,-355770.5978,-355046.2282,182112682.3354,182097846.0353,182075791.0223,182085281.1743,-355687.6423,182093115.0578,3723.8549,-4038.5230,679.8588,4077.2360,5367.0758,6648.8994,2636.5676,0.0000,3349.8670,-3676.6840,-864.1335,2288.7427,3929.9095,5221.8662,-1711.5974,5254.1213,-1113.0979,-6460.3369,-557.6558,-1525.4216,-135535.6199,-130524.8679,-138095.0537,-127055.3756,-132247.6186,-135809.4760,-128591.3578,-131998.9147,289752811.5189,289760803.6219,289756794.4900,289752468.6874,-133628.7528,289756613.8770,-5403.7696,-4687.3357,-5295.4005,1669.1197,-4306.3082,697.7127,-1268.2613,0.0000,1215.0369,1566.3559,4368.1646,5483.9871,4292.4901,2639.8459,-1795.3782,-317.3422,-5281.1056,-1619.1190,-4622.5640,-1113.6253,-120809.7181,-126307.9120,-125084.6099,-118809.5514,-121786.7102,-133468.2627,-127922.4141,-125010.9819,-16200792.3998,-16228797.4390,-16222675.7678,-16212041.3549,-124833.1638,-16205269.4846,
72000.000,-2076.3936,4441.9802,1935.8160,-5818.5800,-4127.4033,-3682.0100,-6127.6250,0.0000,-5329.9942,-1393.3954,-4774.4059,-449.5393,-5340.0717,-5624.3569,4817.6672,2041.5393,-1434.7808,3125.0627,-3677.9518,4989.3358,-292587.5668,-320814.2639,-315482.2170,-313096.6727,-306834.6180,-312617.0769,-310812.0654,-310602.6644,100846891.8164,100835326.2624,100815119.4795,100828865.4456,-310477.5425,100828002.3395,-4747.3874,-439.9151,-4890.1089,-2449.9094,-5338.0689,-4424.3354,-884.3219,0.0000,249.0249,4116.5926,4633.5139,1270.4561,-205.4084,-3929.1493,-1839.5958,-5236.1716,4982.0301,3018.4938,4372.0065,-791.8442,-214839.9127,-217312.0220,-221785.3628,-212088.2084,-218536.4586,-219725.3068,-214905.6307,-220316.4186,327023621.7489,327032965.1563,327021284.6099,327021283.9946,-218494.8485,327026516.5775,4564.3532,5183.6176,4331.6730,2752.4562,1597.5423,-3859.8110,-3076.5114,0.0000,-4265.1796,-5151.6936,-1485.4772,-6813.2492,-4446.5630,969.2003,4463.5062,-3947.3943,4443.1962,5144.5600,3907.9089,4706.0221,-122179.0327,-127634.7187,-127492.6724,-119305.1807,-125988.5474,-135532.9680,-125584.4352,-126209.3441,-16119540.6388,-16146471.2953,-16145849.6459,-16133971.6537,-126130.7519,-16126764.7789,
75600.000,4784.0415,-5182.8176,56.5036,4189.5681,5529.0816,5103.1125,3695.5080,0.0000,3213.1100,-3803.4156,2342.0274,5321.7409,5917.9185,5580.6000,-1844.6898,2076.7101,-752.1926,-4902.2585,1830.4647,-1922.5953,-229333.8908,-253623.1841,-250947.0734,-248205.3339,-246296.9948,-247844.0453,-244367.5266,-245891.6457,12702318.3419,12692911.7430,12677776.0452,12691251.7725,-245458.5618,12684398.8899,4912.1936,4003.8921,6817.6242,-981.8823,3647.3324,613.1524,-2065.9536,0.0000,-4381.9708,-3620.9381,-5877.9724,-1760.7755,-3056.2377,928.4663,5352.7806,3595.1577,-6781.7638,1854.6286,-6632.9677,3945.3913,-280240.2918,-288957.3289,-291003.4978,-283092.7841,-291052.2405,-289496.7027,-290583.8633,-287566.2540,341973511.6781,341985780.9068,341968042.1975,341977039.5116,-289224.6867,341975953.0410,-859.2374,-2005.0182,-132.1868,-5386.8592,2053.0395,4633.3095,5452.5645,0.0000,4125.5654,4207.2766,-2543.3711,4085.5033,1965.0060,-4008.1313,-3819.9779,5456.2675,-372.5406,-4247.4569,-814.7735,-5341.5965,-123576.6072,-128865.4164,-129525.4329,-120264.6707,-129165.1248,-136933.8584,-125403.6942,-126996.7280,-16038758.1824,-16063124.4591,-16068218.8573,-16050662.2251,-127418.0294,-16048261.5268,
79200.000,-5181.9639,3726.7750,-2001.2065,-1988.0978,-5288.7678,-5694.6998,-800.2583,0.0000,-642.6906,6341.7856,1735.5757,-6850.7911,-4707.9792,-4275.3929,-1099.2467,-5798.4009,2444.1952,4751.2796,539.2974,-762.9802,-152123.5188,-170263.9995,-170530.5191,-167555.0918,-169362.7556,-167911.4687,-162360.7071,-163928.3468,-76304832.7303,-76313934.8540,-76321706.8597,-76319804.5693,-164830.8552,-76321752.9267,-3048.1013,-5111.0709,-4996.6811,4851.6778,-246.3192,2989.4944,5270.7675,0.0000,6732.1597,2233.6449,4689.1641,-414.2563,4832.3051,2942.4656,-6728.9357,-1790.4949,4979.8149,-4771.4169,6316.4976,-6362.2197,-327842.9843,-340695.0149,-341399.7710,-335478.2557,-343094.1806,-340880.6517,-345198.5812,-342758.3362,333582906.8032,333598730.9548,333578156.9789,333591710.5720,-341313.3281,333585433.3799,-3413.9248,-2632.4161,-4194.2689,4462.8557,-4487.4811,-2581.1325,-4400.7376,0.0000,-930.4225,393.3993,4623.4397,1018.5795,1652.8430,4581.1485,311.8083,-3212.5476,-3998.0337,-348.6553,-2799.1862,2580.8051,-125000.2423,-129910.4953,-130983.0070,-121696.8851,-128148.6649,-137681.7981,-130371.5346,-129339.3157,-15958592.6638,-15978727.3385,-15989611.4016,-15964770.3755,-128694.8994,-15969759.7553,
82800.000,4093.1888,138.2294,4161.8581,194.5522,4116.1349,4609.1277,-1300.8797,0.0000,-2006.5246,-4793.1413,-5548.0960,3683.4604,1542.3731,2492.3130,3396.4909,6745.1043,-4103.2719,-1471.1145,-3340.3321,2362.0309,-65766.1633,-75141.9103,-79423.4728,-76320.7716,-79751.3658,-77801.2639,-70781.5207,-74954.3129,-160099693.3805,-160110500.3784,-160110345.1173,-160121573.5458,-73786.3415,-160115855.4926,-769.4295,4241.5849,757.5782,-6859.6916,-3662.5944,-5058.5109,-6765.2734,0.0000,-5812.1535,765.9579,-2326.8000,1931.9906,-5223.8595,-6017.2185,4834.6297,82.1979,-669.4554,4678.2316,-3856.3749,6239.5537,-354856.2029,-369312.2065,-369874.7567,-365899.9257,-373278.7183,-370764.5341,-375254.7170,-370540.7520,302425337.5466,302443955.5433,302424971.8498,302431051.0605,-371458.6003,302428431.3963,5505.2357,5364.0992,5338.5314,-627.2642,4204.0111,-1076.9057,544.8513,0.0000,-2975.6335,-4675.7970,-3208.6377,-5562.7104,-4319.0442,-2375.5724,3410.9650,-1280.5094,5413.5945,4616.0571,4676.5563,1791.1343,-126448.2808,-130410.5458,-131816.8703,-123638.7062,-127046.8893,-137752.0057,-134854.9846,-128992.8771,-15879151.8580,-15893490.8022,-15909839.9627,-15882884.7060,-129961.2658,-15891259.4918,
86400.000,-2771.8644,-4538.3534,-5581.5319,1519.7700,-2488.3272,-1599.0557,2630.7269,0.0000,4469.6449,1086.8519,6777.5102,1413.1409,2460.8064,-342.6549,-5004.2208,-4383.1948,5224.6107,-3510.3628,5818.9297,-3458.8488,24422.8471,25594.4077,16573.6588,19689.3508,15334.8315,16984.6666,24684.7339,23148.6399,-232963391.5310,-232977196.8093,-232970951.1017,-232987339.0908,21825.9488,-232979243.6763,4795.5316,-2814.3801,3029.8599,5650.2823,6322.5479,5379.3717,5250.8978,0.0000,2220.1177,-4541.4137,-339.3979,-185.2733,4748.4314,6798.6733,-621.0981,2044.3364,-3332.3549,-3003.0381,678.7318,-3211.6714,-359740.0523,-377462.5314,-374722.9648,-372485.0559,-379853.1521,-377312.7072,-380828.6309,-378261.4227,250628229.1858,250647572.8361,250634767.2694,250627041.6053,-377770.1627,250632189.3508,-4135.9811,-4291.9995,-2490.0682,-3646.0018,-1407.2792,4051.1107,3632.5429,0.0000,4649.4351,4843.2038,-659.8903,6782.4510,4423.7802,-1302.2049,-4606.5502,4860.7076,-2885.9519,-4917.0372,-3704.2347,-5051.8374,-127919.5119,-130304.6821,-132142.8376,-126166.1161,-126484.4592,-137078.9355,-138382.4944,-132354.4464,-15800496.7038,-15808009.7308,-15828723.3703,-15805018.4024,-131217.0336,-15812760.7632,
