sl_20_5400_20260403 Coordinates.csv
2026/04/03 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:27 2024,
Start: 2026/04/03 07:47:00.00, Stop: 2026/04/03 09:17:00.00,
TIME_UNITS,STARLINK-3964 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-4268 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-3936.7922,-2982.8994,5621.5148,3125.3044,1462.6051,6532.5795,-5550.2641,-4137.5841,4467.5370,4661.2257,-5804.9146,1310.9930,3810.9837,-4249.3361,2315.1490,-5445.0836,681.8472,-4292.2648,-5108.3289,-5161.7562,159441.5415,171456.8112,158223.2609,161327.8233,156260.1939,157787.5063,165224.6631,163758.8206,-276579819.6948,-276592739.6083,-276586742.4731,-276592218.5391,162872.9360,-276594923.5230,-1495.8976,-3165.9242,3489.2331,-6019.3396,5448.6704,1999.2509,-3906.5356,504.4007,-413.4061,1118.2937,-766.9982,4669.5417,-5785.7614,5288.6036,3627.1102,2525.5201,-4499.0091,5164.6572,510.7135,4113.5974,-333115.8820,-362271.0163,-344919.6933,-343902.6739,-351141.0913,-348800.7491,-351505.8188,-349781.4410,201699377.7753,201661067.3506,201717234.8655,201697763.4834,-348933.0407,201707377.7160,-5489.5238,5288.2633,2084.7380,-763.3485,4003.8791,-1169.0507,-1210.7677,-5518.5433,5285.0176,-4988.1454,3484.5237,4885.0499,-155.0940,-1365.1326,5180.4661,3265.8356,-5137.4436,228.3683,4633.4884,-2044.6628,-97199.4576,-98015.3041,-99513.3153,-95832.4211,-93715.0161,-103333.1068,-107797.4382,-98112.0369,-17627011.7834,-17652461.6705,-17648169.6860,-17644267.8966,-99461.9172,-17638203.5613,
3000.000,-4811.4789,-3956.3788,6546.4860,1702.6510,3081.0946,6898.8457,-6227.6512,-3898.4101,4735.9570,4095.7144,-6519.3278,2788.5723,3072.0755,-2664.4946,4233.3305,-5299.4356,-1387.8092,-3162.0226,-3825.2665,-4527.0972,166380.4895,179073.6947,165640.5416,168741.1984,163603.5420,165135.9185,172501.7137,171466.6248,-280916972.6198,-280928959.7621,-280924194.1436,-280928961.4527,170214.8581,-280932121.9148,423.2489,-1211.8667,2219.7131,-6559.9007,5644.2577,531.7965,-2891.6432,2621.7123,-2407.1368,-920.0911,582.9065,3161.0309,-5794.1530,5764.5136,2872.4292,3994.1499,-3888.8737,5711.9211,2115.4117,5211.5069,-329738.6608,-358658.9815,-341288.9517,-340400.9554,-347621.7586,-345306.0362,-347911.3882,-346253.6959,195612568.4035,195574456.2797,195630963.6056,195611507.1539,-345388.0127,195620636.7062,-4953.3931,5455.5575,605.3832,794.5718,2556.9938,371.4136,602.4446,-5074.8765,4456.2595,-5498.8532,1902.9742,5441.4641,-2246.9198,-2752.7295,4381.8868,1640.6464,-5481.6789,-1597.5151,5357.6190,-267.9786,-97351.2525,-98147.5806,-99535.4927,-96142.2208,-93742.2186,-103202.4912,-108024.5990,-98571.8008,-17620578.9519,-17646101.8241,-17641177.9308,-17637957.7919,-99584.5360,-17631659.6524,
3300.000,-5255.2362,-4582.6218,6837.0414,99.1892,4373.5610,6595.5070,-6281.8669,-3329.8381,4583.8193,3181.2973,-6561.8732,4036.5405,1994.2418,-804.0652,5700.8027,-4620.9914,-3340.0042,-1673.5076,-2200.3612,-3442.3640,173248.4645,186613.6511,172983.5190,176081.3902,170871.5846,172416.2125,179699.2867,179007.1505,-285120201.7902,-285131264.2765,-285127749.1039,-285131812.4285,177479.6517,-285135399.9028,2268.3491,840.3997,741.2739,-6434.9877,5300.3614,-990.9224,-1579.7806,4476.6747,-4143.0713,-2892.7722,1851.0577,1370.0207,-5226.2155,5700.2068,1859.7940,5037.8240,-2942.1387,5650.1964,3557.8422,5786.7468,-326218.5900,-354885.3746,-337506.2315,-336748.2541,-343947.6216,-341656.4903,-344165.1154,-342495.7128,189432533.8570,189394640.3438,189451449.1718,189432061.6649,-341688.5216,189440668.6718,-3885.1676,5019.0332,-938.6652,2263.2488,834.9511,1872.0115,2349.9786,-4085.4727,3151.6957,-5419.1951,107.1207,5404.8482,-4098.2471,-3844.3334,3073.3475,-167.7699,-5223.2666,-3235.8439,5505.6106,1537.6879,-97503.2189,-98279.9539,-99557.7060,-96458.2251,-93772.7835,-103065.2377,-108246.7619,-99104.2167,-17614151.1372,-17639741.4958,-17634177.4386,-17631631.8759,-99707.0974,-17625115.7500,
3600.000,-5212.7395,-4792.3839,6469.2979,-1534.9660,5225.1222,5654.1040,-5717.4272,-2476.5507,4012.0973,2008.2281,-5922.1440,4928.2646,668.9983,1156.4479,6556.8433,-3464.6711,-4974.0517,25.4946,-396.9806,-2000.1432,180042.5782,194073.2390,180248.9409,183345.4180,178060.9764,179625.8421,186814.2844,186354.6517,-289187504.1342,-289197650.5303,-289195403.4725,-289198771.1830,184664.0676,-289202754.3324,3862.2515,2781.9594,-817.4644,-5663.1439,4437.0113,-2435.2548,-85.7289,5883.9289,-5455.3085,-4602.6318,2925.3754,-522.4342,-4156.5063,5111.5758,682.9096,5563.2671,-1752.4931,5000.3380,4695.4229,5794.8660,-322557.1602,-350951.8654,-333573.2053,-332946.7383,-340120.3045,-337853.3172,-340268.8121,-338517.9403,183162220.2683,183124565.3817,183181636.1459,183162371.5412,-337836.2448,183170419.6022,-2398.9702,4026.8653,-2382.5453,3477.7515,-976.9457,3171.6821,3841.3532,-2656.1216,1510.4487,-4757.6143,-1700.8209,4779.2540,-5511.9268,-4523.0949,1406.9548,-1957.4968,-4390.3303,-4494.9204,5061.6750,3176.8096,-97655.3570,-98412.4203,-99580.1463,-96780.5625,-93806.6932,-102921.3227,-108463.9715,-99679.7288,-17607728.2869,-17633380.6791,-17627168.4716,-17625288.9146,-99829.6013,-17618571.8541,
3900.000,-4673.3359,-4553.2241,5483.6242,-3044.0843,5566.3917,4168.7632,-4600.6972,-1406.7005,3060.1653,686.0814,-4661.9863,5367.4174,-782.1897,3029.6127,6707.2802,-1935.5965,-6118.8759,1761.1048,1408.2444,-331.0354,186759.9744,201449.0533,187433.5874,190530.3587,185168.4121,186762.3616,193843.6479,193491.5263,-293116941.3807,-293126180.6926,-293125218.0811,-293127902.2157,191764.8930,-293132246.8437,5055.4812,4418.1098,-2319.3164,-4328.6527,3126.0022,-3673.1373,1454.4005,6702.9031,-6222.0596,-5875.7151,3714.6912,-2329.2000,-2707.7289,4062.2074,-550.9455,5531.6592,-431.9852,3844.5146,5410.5184,5247.9165,-318755.9193,-346860.1962,-329491.6106,-328998.7149,-336141.5028,-333897.7449,-336224.3483,-334336.2335,176804616.7917,176767220.2436,176824512.1616,176805424.0923,-333832.9282,176812878.5122,-654.2749,2588.6669,-3572.4610,4301.8471,-2683.8428,4130.9517,4914.1906,-940.2903,-292.1876,-3584.6261,-3317.6218,3632.6977,-6338.3826,-4716.5779,-423.2804,-3529.0990,-3073.8542,-5228.1336,4073.4187,4471.9509,-97807.6669,-98544.9762,-99603.0039,-97109.3547,-93843.9313,-102770.7483,-108676.2695,-100265.9058,-17601310.3462,-17627019.3671,-17620151.3165,-17618927.6103,-99952.0476,-17612027.9647,
4200.000,-3674.2153,-3874.3708,3979.7757,-4281.6389,5378.7504,2286.4304,-3051.6845,-207.1624,1803.8490,-666.1337,-2909.1195,5298.6184,-2219.0720,4633.8130,6135.3592,-179.3889,-6651.1674,3351.1114,3042.6967,1408.3121,193397.8299,208737.7272,194534.2720,197633.3496,192190.6275,193823.4371,200784.3582,200409.4517,-296906640.9829,-296914982.6460,-296915319.3980,-296917335.7200,198778.9529,-296922004.7952,5740.5719,5588.1203,-3630.4945,-2571.8855,1485.0067,-4593.3181,2895.6004,6852.4652,-6377.2672,-6579.0390,4155.9538,-3875.5863,-1036.1293,2656.2589,-1730.3809,4960.6582,899.1206,2315.2612,5622.7775,4211.5616,-314816.4713,-342612.1817,-325263.2496,-324906.6417,-332012.9821,-329791.0182,-332033.6515,-329970.5956,170362754.1773,170325635.3670,170383106.4849,170364247.9705,-329680.3852,170371076.0167,1160.9937,863.6216,-4382.0936,4643.2790,-4102.6242,4646.9722,5451.9441,877.0782,-2063.6460,-2025.7266,-4562.1785,2089.9799,-6490.7063,-4404.1778,-2204.3082,-4708.0771,-1418.2595,-5350.4827,2646.9039,5283.1719,-97960.1489,-98677.6181,-99626.4683,-97444.7119,-93884.4826,-102613.5517,-108883.6956,-100829.3694,-17594897.2582,-17620657.5531,-17613126.2844,-17612546.5992,-100074.4362,-17605484.0819,
4500.000,-2298.7467,-2807.7564,2106.2913,-5124.4037,4694.1974,191.9719,-1230.6580,1022.9952,349.7165,-1930.3569,-843.5520,4714.6172,-3495.9474,5810.6114,4903.5501,1631.9126,-6509.3139,4623.7419,4354.3619,3050.0505,199953.3557,215935.9335,201547.8430,204651.5889,199124.4010,200806.8604,207633.4378,207110.0526,-300554797.0108,-300562250.8790,-300563900.4215,-300565268.4594,205703.1118,-300570222.1561,5862.0333,6181.4166,-4632.2560,-574.1387,-333.2081,-5111.1581,4097.5750,6319.5447,-5916.2111,-6635.0096,4218.3879,-5016.4148,685.4622,1028.1378,-2749.6559,3920.4034,2122.9606,580.0366,5298.4837,2796.8525,-310740.4765,-338209.7079,-320889.9880,-320673.1400,-327736.5773,-325534.3921,-327698.7063,-325443.6638,163839703.3270,163802881.3317,163860488.5759,163841911.7080,-325380.4958,163848082.8862,2850.8894,-957.1267,-4725.7907,4463.9252,-5081.6408,4664.4605,5396.3344,2599.6202,-3615.0057,-248.4101,-5295.6838,319.2824,-5953.0489,-3619.2017,-3729.3116,-5364.0625,394.0348,-4847.8496,935.4943,5523.0273,-98112.8032,-98810.3425,-99650.7280,-97786.7265,-93928.3328,-102449.8166,-109086.2870,-101337.8243,-17588488.9639,-17614295.2304,-17606093.7117,-17606144.4496,-100196.7671,-17598940.2056,
4800.000,-669.7927,-1444.6647,45.5599,-5484.6117,3590.2134,-1910.1774,678.6773,2180.3582,-1173.8941,-2999.5834,1321.2897,3658.8697,-4476.1267,6440.3514,3146.0694,3316.6617,-5701.1584,5435.8624,5226.1695,4431.3290,206423.7980,223040.3863,208471.1848,211582.3371,205966.5544,207710.5634,214387.9514,213605.0168,-304059671.0114,-304066247.3461,-304069221.5415,-304069964.6097,212534.2750,-304075160.3673,5420.6978,6148.2516,-5231.2883,1461.2349,-2155.1658,-5176.2633,4938.3032,5160.4187,-4894.5162,-6030.6202,3904.5841,-5649.8939,2285.2074,-670.0869,-3517.7103,2524.5188,3134.3106,-1176.8769,4455.6482,1147.9813,-306529.6497,-333654.7312,-316373.7550,-316301.0126,-323314.1919,-321129.1245,-323221.5537,-320778.9945,157238573.8297,157202067.3962,157259766.6305,157241522.2324,-320935.2060,157247008.5830,4232.9902,-2671.9554,-4567.2975,3783.9202,-5516.6291,4181.5109,4753.4382,4041.1418,-4781.3536,1555.6998,-5436.6134,-1486.2538,-4782.0662,-2445.4870,-4821.9550,-5424.7243,2162.7136,-3778.4978,-876.6134,5165.7251,-98265.6299,-98943.1461,-99675.9694,-98135.4636,-93975.4691,-102279.6887,-109284.0789,-101762.1692,-17582085.4018,-17607932.3922,-17599053.9600,-17599719.6611,-100319.0402,-17592396.3358,
5100.000,1061.3697,91.9100,-2003.8580,-5319.1617,2180.6775,-3816.0396,2487.7295,3165.5958,-2628.1506,-3786.7549,3360.5116,2222.8123,-5046.4708,6454.6087,1053.4579,4701.5084,-4304.1958,5689.1094,5586.5281,5410.4131,212806.4394,230047.8423,215301.2190,218422.9150,212713.9545,214532.6354,221045.0071,219915.5454,-307419592.8372,-307425302.2959,-307429611.3693,-307429756.5651,219269.3897,-307435149.1699,4472.0160,5503.5228,-5368.1317,3329.5313,-3803.1301,-4777.4079,5326.4537,3494.4431,-3420.9979,-4819.9403,3248.9102,-5726.6952,3609.0882,-2282.6035,-3965.6206,917.5433,3849.4349,-2773.5340,3163.8761,-572.5212,-302185.7604,-328949.2778,-311716.5421,-311793.2629,-318747.7964,-316576.4682,-318604.2903,-315999.2166,150562512.4792,150526340.0158,150584086.1047,150566223.3629,-316346.5268,150570999.7789,5158.3530,-4091.4615,-3923.3812,2679.4326,-5361.3466,3249.8076,3593.0342,5046.0392,-5439.1754,3191.7630,-4969.2839,-3129.9321,-3101.4294,-1008.7695,-5356.4997,-4883.2962,3692.0649,-2266.7448,-2594.4777,4249.7794,-98418.6292,-99076.0258,-99702.3774,-98490.9488,-94025.8796,-102103.3966,-109477.1041,-102078.6266,-17575686.5085,-17601569.0316,-17592007.4165,-17593270.6656,-100441.2555,-17585852.4727,
5400.000,2729.2635,1658.3837,-3846.1188,-4634.9585,604.0752,-5342.0087,4021.6741,3891.6810,-3876.1766,-4231.5207,5060.7461,537.9291,-5130.6815,5844.0896,-1148.4702,5638.9499,-2457.9426,5342.2691,5414.8583,5881.3682,219098.5997,236955.1024,222034.9063,225170.7013,219363.5141,221271.3428,227601.7581,226071.0231,-310632961.4418,-310637815.0672,-310643467.5360,-310643045.7076,225905.4467,-310648587.4008,3118.8271,4323.4669,-5023.0833,4845.3479,-5112.1644,-3944.3122,5211.5488,1491.1852,-1645.5981,-3119.2847,2313.7457,-5253.2099,4535.7211,-3664.0218,-4052.0532,-739.8193,4212.6171,-4048.9936,1538.7321,-2199.7588,-297710.6310,-324095.4424,-306920.4028,-307153.1196,-314039.4282,-311877.6624,-313849.0675,-311124.1572,143814701.7738,143778881.3426,143836628.2207,143819194.2869,-311616.5332,143823238.8551,5527.5064,-5059.4742,-2862.1369,1274.2838,-4632.2037,1969.2176,2041.2572,5506.0851,-5519.0089,4483.1503,-3945.4960,-4433.2242,-1089.5420,536.5548,-5271.6627,-3799.3100,4813.0133,-489.1252,-4033.7268,2874.0066,-98571.8014,-99208.9784,-99730.1342,-98853.1508,-94079.5535,-101921.2792,-109665.3935,-102270.7697,-17569292.2186,-17595205.1419,-17584954.4938,-17586795.8298,-100563.4128,-17579308.6162,
