sl_20_86400_20260306 Coordinates.csv
2026/03/06 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:08 2024,
Start: 2026/03/06 07:47:00.00, Stop: 2026/03/07 07:47:00.00,
TIME_UNITS,STARLINK-2392 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-1636 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-4264 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-1636 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-4264 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-1636 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-4264 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-609.3306,4389.7944,-6801.2109,-3824.1375,-1225.9464,2732.6338,-3463.2795,3922.4777,4960.9043,-5615.0518,-163.9011,-2889.1622,-5222.8948,-4633.2564,-2285.9172,-3297.8592,-4233.9863,-3536.1611,-4318.7343,-2068.4151,314875.2668,334388.5728,321185.4331,315040.8064,316906.8093,317674.8606,315123.5020,316009.6401,-55858056.9225,-55875414.4452,-55883029.0445,-55868524.0087,315460.9896,-55869290.3654,4172.0875,849.8225,-501.0387,-2308.6977,6449.9273,-5950.0874,-2397.3362,-2467.1127,4254.1709,297.1712,-5415.6685,4176.8900,-1363.4320,1367.5442,-4008.8261,-5260.6701,-4947.4881,5204.3645,-4312.7514,6408.4427,218184.7247,226362.5198,221562.4688,215681.2193,223644.0639,221522.9589,223934.6110,222336.4923,-337616467.8471,-337629298.8331,-337625197.4097,-337625245.1756,222372.3002,-337630709.1955,-5488.4221,5037.0581,-1245.5430,5225.4837,-2180.1658,2203.7881,-5466.0909,-5135.8489,-2331.2871,4028.6247,3983.3707,-4728.7144,4084.9750,-4946.6484,-5149.8266,3035.5012,-2394.8671,2805.0258,-3257.5189,-217.0312,-88858.6615,-88627.7966,-90264.8989,-81019.4039,-89974.4780,-97716.3675,-86107.8915,-86479.9323,-68589743.9561,-68580717.7063,-68601829.4345,-68606627.8562,-88190.2910,-68599144.7180,
36000.000,-3635.2945,-6092.7897,5144.4714,6513.7452,-349.3836,387.0480,6109.0747,-3321.9042,-5157.5565,2659.8501,3851.4342,-407.3268,6703.5933,1359.0839,5585.9004,4915.5369,617.4371,-167.7516,5912.3857,-653.4934,250853.3961,266434.1904,254454.8943,248990.6753,254081.7582,251775.0527,248957.2719,248748.5925,33490488.5637,33477105.4230,33464695.0846,33472170.1282,249294.3760,33478896.5229,-4050.4715,2580.6967,-2098.6670,-52.2922,-6542.0981,4519.7314,-524.8388,5719.5610,-754.5975,-3218.7056,1772.2014,-6143.3270,-886.6211,-4343.0903,3521.3664,4695.9038,2912.4395,-4272.8212,3434.6773,-5121.4627,295983.7453,302212.5232,291983.6783,287988.1610,293876.8374,292591.8473,298961.4167,294123.6831,-340570624.3018,-340583378.2397,-340586309.5399,-340584867.0973,294399.3581,-340585878.2770,4261.6285,-1300.4609,4134.1278,-2224.2454,-2217.4161,-5217.1267,3149.9067,2005.0566,4566.7369,-5524.1772,-5232.6388,3187.1682,420.1699,5192.1681,2030.9004,1264.4251,6255.2970,-5409.3227,-1034.0809,-4336.2290,-89918.2254,-90343.2646,-92020.1787,-82690.0158,-89271.5275,-98741.7838,-91298.6240,-91406.7930,-68519163.3399,-68504795.1732,-68522448.1173,-68529306.0737,-89726.1388,-68526257.0979,
39600.000,5999.8355,4094.0905,-2080.8250,-6254.1809,2409.5060,-4246.0459,-6383.5351,1841.1051,4578.3952,287.0015,-6237.4743,2881.4699,-4132.2162,1318.6492,-6163.5860,-4658.1474,1418.4871,4388.7349,-5046.7440,4213.2415,163288.2820,181718.1661,171542.7475,166836.9661,173291.9204,170359.4763,166326.1915,167534.8458,120556785.4874,120546753.6574,120535119.3713,120541633.8915,167184.4733,120545363.5271,3422.5544,-3987.2331,4829.2193,1736.6743,3856.2833,-2347.8700,2323.2041,-6229.0337,-3265.7021,5907.5994,1721.2459,6303.0140,2767.0438,6427.1213,-2058.4881,-1778.9109,2228.9283,2894.0832,-792.3129,1286.6118,350676.5112,358377.3610,343554.7398,341368.8862,346271.3380,344950.5713,352219.3327,348268.7835,-320283619.1512,-320294343.0555,-320305385.9780,-320305437.3869,347444.4129,-320299995.7646,-398.9303,-3585.3428,-4519.7736,-2289.5945,5201.7435,4910.8559,1190.1443,2363.9937,-4064.2257,3586.7019,1846.7198,259.3094,-4605.7125,-2180.5128,2347.7700,-4795.5172,-6417.5824,4447.2614,4652.5618,5088.2993,-89985.8637,-92045.1937,-93153.0164,-84873.6585,-88412.8367,-99093.0920,-96072.5005,-89683.5069,-68449024.0679,-68430022.2554,-68443695.2063,-68448892.6349,-91254.3414,-68453351.4148,
43200.000,-5662.3122,881.4312,-952.3253,2992.1879,-4831.6864,6721.3421,3610.1621,1094.4528,-3300.5742,-2149.2125,4814.6318,-4354.8283,-641.0485,-2821.9647,4378.6423,3661.3165,-187.7961,-6690.3852,3059.5167,-6249.2605,66756.3124,85788.2045,77786.3701,73847.9845,81132.7112,78446.1712,73331.0878,74392.4025,199399462.1647,199391289.0700,199385170.9846,199393430.5569,74424.4072,199388724.6087,-1367.5550,3996.2597,-6521.4660,-3282.9396,-171.8251,545.9320,-3424.6103,4344.8605,6000.4942,-6556.3862,-3487.3948,-4057.2545,-4495.9049,-5902.0375,-947.9505,-2490.0131,-6373.3242,-1550.6441,-3097.3697,2074.7716,378510.7083,391277.2759,373076.7538,372466.4447,376933.7993,375427.5480,382184.4797,377111.9409,-278139267.7962,-278146452.0129,-278163589.3803,-278160429.0848,378120.2955,-278156601.1542,-3735.8236,5348.5676,2138.2636,5246.9387,-4949.3008,-1518.9351,-4780.3516,-5269.5401,1096.2644,549.9337,3146.1723,-3567.6055,5017.9349,-2232.8111,-5266.8275,5302.5497,2722.6503,-589.2737,-5377.1548,-1433.0836,-90610.1165,-93730.9698,-93769.2490,-87645.9966,-88091.5007,-98705.8185,-99890.2041,-94237.6918,-68379147.0077,-68356166.0270,-68366437.5652,-68372310.9346,-92774.7792,-68380427.6953,
46800.000,3581.1686,-5316.0286,3116.3901,1276.4303,6213.5406,-6202.6215,756.0488,-4615.1517,1066.2334,3249.9359,26.2740,5080.7181,4288.9209,3706.5850,-1844.6413,-2653.3084,-2169.0585,5818.3140,-1210.5811,4443.8658,-32032.1438,-15081.8785,-20844.9974,-24044.6613,-16093.8785,-18526.9748,-23845.6535,-23526.0936,264638225.0663,264629860.0137,264631701.1864,264637434.9184,-23014.4626,264628537.2267,-2111.3428,-3301.9528,5996.5427,4855.4459,-2586.3377,1061.1411,4399.9976,-1702.8552,-6371.7071,4276.8928,4043.9709,177.4485,5066.4536,2604.2337,4563.3465,5875.6488,6066.9996,-364.7550,6239.2930,-3671.2192,380581.2322,398858.0545,378737.8120,379518.9013,383543.7075,382177.3436,387639.5270,385698.9435,-217012920.0855,-217015776.2780,-217035321.4315,-217027533.0308,384481.6290,-217030811.6439,5520.6859,-2515.0518,1528.8718,-4710.4140,1579.0265,-2859.5683,5248.4010,4849.7113,2514.9983,-4369.1031,-5385.4005,4709.7183,-1363.7541,5210.9412,4842.3448,-2508.9154,2561.4512,-3680.6241,2715.4382,-3496.8849,-91511.9291,-95397.2577,-94111.0824,-91144.3655,-88289.5732,-97468.6764,-102894.5458,-93037.2064,-68309334.8776,-68283025.4244,-68291005.8044,-68299983.3293,-94287.3333,-68307485.9658,
50400.000,-1347.4959,6121.6318,-4496.8010,-4197.6134,-5097.4321,3045.8532,-4265.6589,6761.8050,2120.6918,-4233.6849,-4764.8888,-5107.5701,-5067.9999,-4534.2790,-163.4729,1201.2981,2121.8958,-2687.3819,-336.2244,509.2977,-126952.3264,-114302.4702,-118094.0503,-120583.2402,-111982.7494,-115463.4402,-118990.2135,-117937.5832,311820994.1812,311810158.0064,311820071.3900,311819533.3232,-118867.3727,311812476.7526,5566.2123,1301.4255,-3086.5586,-5358.5310,3768.0827,-3029.5336,-4896.6212,-368.6851,4717.7830,-142.2241,-3794.9651,3588.3578,-2917.9968,1744.8845,-6771.8568,-6546.3193,-1817.0147,3128.5560,-6711.7800,4043.5430,357805.9612,380724.2093,360194.7700,362867.0209,365514.3310,364737.2526,368613.1031,365089.5506,-141075252.9357,-141073861.1469,-141092023.8237,-141082875.6488,366148.0661,-141093175.7235,-3886.0200,-2517.3856,-4281.8867,1000.6566,2758.2363,5403.5316,-2330.8132,-1404.3333,-4625.9682,5465.0304,2855.2834,-3028.7212,-3425.6665,-4920.5031,-1381.6961,-1880.7601,-6352.9404,5512.1673,1626.3674,5355.2214,-92575.8507,-97039.5644,-94492.1490,-95543.0143,-88970.0936,-95351.1530,-105185.7670,-96859.6109,-68239385.0243,-68210441.7314,-68217284.7680,-68230052.1090,-95791.8857,-68234526.2529,
54000.000,-369.8854,-3400.2011,5250.3678,4861.9579,1442.8053,770.4286,5415.2729,-5968.9140,-5273.6396,4972.1966,6042.3155,3909.1777,3744.3027,4728.9906,1703.6419,1293.5454,1372.5845,-598.3088,2248.5486,-5037.2407,-212207.0111,-205397.5953,-207766.2560,-208256.8526,-200286.3978,-208541.5063,-206139.2398,-208425.0162,337727691.5004,337712213.1500,337728687.2216,337721415.4216,-206979.3265,337720189.0592,-6905.1227,2275.4895,-962.8644,3519.5345,-4091.0763,5147.6161,3709.0524,1875.9418,-2179.3543,-3602.8030,2008.4213,-5709.5671,-1615.9414,-4807.1714,6002.4259,4515.0918,-2469.0965,-5755.1115,4252.2517,-3664.0967,312284.4787,338162.5511,318599.1475,325768.3718,323934.9803,323982.5816,326544.3706,325115.9204,-55507684.7165,-55503028.5780,-55516874.7638,-55511639.2259,324326.6797,-55525121.2166,-191.2565,5349.0767,4412.0803,3357.9679,-5389.4178,-4550.9119,-2123.6427,-2946.2300,3935.0799,-3200.3369,2171.7890,-495.3490,5400.3948,1504.0913,-2976.5798,5067.0581,6325.2097,-3750.0995,-4972.0895,-2574.3419,-93750.0882,-98651.4467,-95213.4231,-99072.2065,-90117.5751,-95206.4950,-106814.3049,-96500.7872,-68169102.5495,-68138292.9553,-68144967.8764,-68161191.4649,-97288.3194,-68161548.5829,
57600.000,1959.6998,-190.3425,-5105.0547,-4122.6973,2910.9434,-3342.7932,-4533.3109,2564.0471,6874.7931,-4346.9400,-3759.8804,-1156.9292,-1913.7909,-3191.5766,-3363.5760,-4451.7590,-5502.4106,2663.8337,-4540.8703,6026.9548,-282682.4783,-282423.7365,-284095.7192,-281198.4231,-275288.0176,-286261.4505,-279903.6190,-280053.8423,340589962.6512,340568106.7584,340588825.3550,340578032.7734,-281700.6311,340583084.5164,5189.5092,-5711.5780,4300.5280,536.0942,4223.8504,-5993.2864,-385.3373,-3423.4826,-245.9859,5280.2818,1754.8807,5744.2204,5769.8461,5429.8015,-2619.5254,-1427.1035,3365.6616,6337.0157,-488.6808,1729.7814,247361.3580,274053.8327,256562.0895,266522.2540,261455.8215,261375.3213,264220.9787,261417.3898,33851165.1214,33857273.0881,33849466.8457,33845842.9676,261732.2196,33834587.5704,4126.0000,-3583.5546,-1870.3315,-5487.1552,4628.5510,798.1607,5175.2791,5423.8161,-887.5448,-1066.7458,-5304.8739,3702.3187,-2997.4682,2839.1608,5430.7008,-5100.4639,-2557.5283,-495.3490,5183.0653,-2475.5782,-95006.3914,-100222.9343,-96482.5295,-98321.0942,-91740.7216,-100349.9235,-107791.9089,-99317.5737,-68098312.9331,-68066485.4660,-68073724.7580,-68092386.1704,-98776.5183,-68088552.9825,
61200.000,-3922.9347,2606.7600,3402.6952,3060.8182,-5648.0454,4186.1363,2999.9772,1461.9997,-5926.5019,1607.9797,370.5719,-2598.6299,-78.5058,-358.5541,5089.7865,6554.7624,6261.6729,-3600.0466,6071.1891,-3553.2958,-334252.4536,-340347.0660,-342121.6341,-337102.3914,-332172.1972,-343020.4337,-335769.1607,-340047.4204,320211849.2799,320182606.9583,320205124.3897,320197192.9249,-338249.3587,320205072.0273,-1467.6553,6082.6013,-5756.6326,-4743.9129,-3868.8060,4286.8230,-3836.4433,5031.4007,2378.6393,-4860.5705,-5578.4171,-4401.7851,-6512.2127,-4288.8843,-1362.7582,-1063.2356,-1107.0227,-3897.0066,-2509.5251,2028.7414,167458.0782,192675.5478,178036.6197,188523.0798,182088.9267,181531.6034,185596.6233,182169.8874,120903848.6282,120908951.4042,120907737.2080,120892677.8428,182410.5225,120888260.3936,-5509.8366,-1303.2645,-1829.7945,3925.8541,-988.9304,3435.4106,-4888.8702,-4516.2181,-2713.9356,4649.9819,3739.3151,-4693.0892,-1871.7792,-5411.8011,-4477.9979,1920.5680,-2776.4982,4390.4978,-2167.3594,5342.6662,-96327.3872,-101736.9675,-98358.0692,-97414.2086,-93876.1895,-105075.1949,-108094.6936,-100019.7785,-68026873.3372,-67994946.7313,-68003264.9869,-68022532.4461,-100256.3672,-68015539.4783,
64800.000,5612.5740,-3755.0580,-100.9911,-1775.2361,5732.2248,-4155.8200,-1545.8944,-4080.0764,2810.4056,2522.9339,2074.2612,5802.1045,2619.7979,4426.0961,-5631.6944,-5959.3477,-2446.6661,4225.5183,-5276.5175,176.0729,-364011.3380,-375345.2609,-378047.5190,-371859.6484,-367361.0459,-377076.7218,-370342.1843,-371429.8095,277983186.2589,277946492.9348,277968698.7260,277971692.4148,-373017.4666,277975991.0210,-2104.9774,-2422.8883,5349.4137,6643.7985,2034.1720,-292.0023,6570.2344,-5529.1864,-4288.7760,3560.8099,6305.5967,2515.5667,3462.1657,2718.1004,3946.3265,2514.6054,-931.9691,-487.8143,3875.1433,-5707.9727,77808.2678,99397.5533,88094.3009,98189.9366,90924.3223,90365.8513,95510.2448,92233.8338,199710118.3453,199711398.4379,199716413.3502,199691953.5517,91476.5896,199695373.5619,3444.7908,5038.5223,4396.5057,245.5989,-3294.1710,-5517.5795,1410.5688,753.8769,4661.6835,-5376.5590,1102.7143,2842.3672,5191.4703,4549.9529,677.2580,2440.3259,6413.5272,-5427.2522,-2231.0174,-3581.4016,-97701.5187,-103159.7624,-100733.8837,-97044.0250,-96599.6511,-108843.6194,-107658.1815,-101674.8525,-67954681.8588,-67923619.7780,-67933349.2875,-67949966.0582,-101727.7517,-67942508.0967,
68400.000,-5588.6813,4247.8212,-3762.3560,-458.5199,-3945.7814,3928.7582,-168.3588,4684.6105,934.7424,-5921.6283,-3550.2813,-6885.4082,-5165.1792,-6734.4493,3785.9871,2613.2585,-3000.0903,-4512.3931,1893.0290,2225.2265,-370427.6519,-384989.6244,-389535.9767,-382892.5845,-378833.9182,-386955.1401,-381516.2936,-385107.6787,216784812.6932,216741656.5154,216762028.7260,216780987.5339,-383800.9705,216776821.2646,4008.0375,-2777.4110,-3927.8474,-5376.1992,1416.9758,-3936.6377,-6223.7559,3720.5604,5720.0584,-2274.5570,-2794.2267,-430.4985,867.1115,-1317.4858,-4576.1810,-3605.7980,-15.8648,4330.6605,-4127.9387,6222.8040,-15861.5944,228.2851,-7408.2771,1708.8603,-6224.6717,-6060.2488,-718.2315,-6449.6297,264892236.0844,264886873.0997,264897192.4939,264872536.7107,-5215.6798,264877951.1095,747.0098,-4444.1777,-4300.4983,-4274.6752,5490.8034,4091.6578,2961.1378,3459.7665,-3814.3704,2760.8164,-4994.5555,705.1652,-4302.9127,-835.9542,3527.0694,-5294.6020,-6258.1617,2886.0259,5206.3190,-1325.2969,-99120.6726,-104406.0534,-103367.4746,-97192.5544,-100048.4477,-111798.0197,-106371.0841,-103531.3017,-67881684.1305,-67852459.1455,-67863782.6234,-67872405.1108,-103190.5584,-67869458.8643,
72000.000,2960.5251,-3467.6738,6421.9553,3593.0978,1845.1610,-3178.1848,2689.2108,-4160.7430,-3773.6989,6693.0157,4405.4391,5412.6333,5667.0817,5985.4720,217.4635,1645.6426,5717.3387,3503.5117,2516.4702,-3605.0802,-353411.8587,-368429.3711,-375889.5155,-369335.0911,-366651.7581,-372403.9990,-368543.6484,-369167.5868,140792061.2601,140744455.0193,140762123.0674,140789566.4935,-369939.4937,140783135.3362,-4349.2257,5783.4790,2076.6039,2227.3891,-5121.9266,6136.2759,3298.4600,227.3157,-5783.0324,846.5216,-2432.7308,-2017.6556,-3710.3964,-444.4874,4150.4394,4673.8952,3148.3531,-5733.7745,4138.0806,-2603.6694,-107678.8680,-99318.2399,-102247.9712,-94563.4272,-103152.6391,-101583.9074,-98041.3950,-100001.8139,312001917.1884,311987476.3705,312001978.8869,311988908.7835,-101450.7436,311987571.3733,-4495.8767,-13.3824,1570.0354,5420.6797,-4269.6845,-98.1275,-5431.8919,-5521.1182,651.4302,1542.6313,4460.3352,-3845.4847,-113.9329,-3430.8527,-5526.3282,4814.3828,2339.6704,1526.5601,-4940.8589,5051.2640,-100578.9352,-105138.1941,-105944.9622,-97822.8360,-104396.7574,-114038.6302,-104203.0022,-104004.4191,-67807876.8434,-67781427.9623,-67794403.4802,-67791843.8786,-104644.6749,-67796391.8078,
75600.000,1334.5211,467.5938,-6600.8394,-6172.2879,-159.0375,997.8181,-5333.0403,3426.3908,5040.0431,-4667.1762,-3839.1873,-2316.9647,-2748.7487,-2922.7200,-4374.9021,-4568.0483,-4018.1120,-469.3228,-5573.0825,4409.6179,-314297.1548,-330820.8425,-338086.8956,-331993.1587,-333793.9076,-334577.8384,-332005.6523,-332637.9080,55189925.1363,55140732.6518,55155383.3409,55179444.3675,-332356.3663,55180202.6797,4070.3771,-5048.1509,140.0165,739.1793,6903.4544,-5561.4041,202.6813,-4379.4195,3784.4025,1421.7028,5527.8775,4583.8971,4332.9114,2965.0985,-3520.5271,-5018.7104,-4825.4168,4765.3271,-3780.4743,-2573.8613,-191975.2793,-194393.3023,-190287.3019,-184356.6623,-192334.5941,-190220.5026,-192613.3381,-192625.2806,337823881.0672,337798678.5994,337816358.6789,337815004.0722,-191051.3177,337808953.4344,5423.3217,4434.8615,2099.3648,-2956.3276,354.1341,-3982.5601,4360.3356,4100.4536,2886.2069,-4913.4912,-14.4085,4652.7426,4414.8014,5507.3796,4019.6213,-1338.8415,2938.9349,-4961.1914,1560.7314,-4402.0160,-102071.8839,-105213.9983,-108165.1742,-98919.3881,-107873.5763,-115615.8839,-104008.7407,-106970.0665,-67733307.9631,-67710495.8270,-67725073.8988,-67715171.4899,-106089.9896,-67723306.9538,
79200.000,-5056.4568,3906.3030,4441.4480,6211.3138,-1467.7070,2518.8634,6385.7074,-2427.2801,-5105.4456,1391.0862,724.7211,-861.1718,-2275.1199,-449.1628,6424.7191,5207.8453,310.8496,-3623.7404,5939.9885,-3771.2776,-255736.6132,-273065.6932,-278676.5297,-273247.7809,-278289.4701,-275993.6670,-273120.1818,-273739.2238,-34180675.7554,-34228044.5661,-34216373.4641,-34199521.4455,-273496.8698,-34190816.5527,-3657.4397,2186.3036,-2836.8056,-2550.1789,-5610.5604,3290.8463,-2565.0266,6473.6908,-55.3554,-4308.8732,-4986.9206,-6344.7232,-3790.0244,-5528.9887,2549.4757,3423.8325,2414.1183,-2835.8176,2191.4150,5583.8930,-263619.6312,-274903.3770,-265900.7098,-261861.2544,-267793.2859,-266488.6908,-272834.6622,-266951.9639,340595298.7972,340558687.0302,340578868.5985,340583290.2674,-268275.1681,340579404.8052,-2991.6302,-5047.3297,-4506.6037,-1510.4948,3759.9303,5520.3007,-478.8125,-124.4161,-4699.5333,5226.2586,-4467.8082,-2671.3420,-5138.8329,-4128.1868,4.0165,-3000.2081,-6499.1989,5121.2622,2774.7609,-105.8970,-103596.1597,-106134.3592,-109820.3293,-100490.9215,-107070.1549,-116541.5280,-109100.7169,-106378.3469,-67658073.6249,-67639637.2573,-67655671.1847,-67642726.2743,-107526.3918,-67650204.3288,
82800.000,6317.7044,-6595.3652,-1231.0054,-3169.3789,3573.2827,-5829.4543,-4528.5525,357.0318,4429.1495,1314.0439,3857.2105,3171.6468,5991.9441,2643.5976,-5588.7613,-4258.5289,1517.2665,6521.7712,-4203.3667,667.7694,-181524.6964,-196494.6093,-201558.2364,-196873.0978,-203286.3304,-200365.9145,-196269.2354,-196559.7292,-121221406.9101,-121263394.5273,-121254580.5981,-121243723.8484,-197168.7745,-121231446.6234,2488.5706,566.8324,5402.6285,3577.0274,2099.3944,-972.5515,3623.4290,-5664.2814,-3871.5671,6387.6991,2336.2607,6098.5238,2687.6382,6383.7138,-406.7560,211.7724,2796.5396,1103.2894,1050.9527,-4964.0318,-318313.2201,-337287.5812,-324328.4718,-322104.6010,-327062.4493,-325716.7817,-332950.4277,-329273.4532,320126160.0824,320078684.1625,320101107.0086,320106733.0712,-328183.2867,320109152.6352,-1327.0040,1277.2829,4154.7957,4942.4348,-5539.9667,-3587.4202,-3737.4569,-3952.6364,3666.8019,-2325.7852,4987.0106,-938.3392,1655.5000,120.7299,-4049.8104,5435.4437,6153.8614,-1943.4568,-5393.5322,4496.1444,-105149.1960,-107369.0803,-110851.6927,-102574.0995,-106110.9595,-116791.6742,-113773.2682,-110274.3814,-67582311.9099,-67568830.5403,-67586081.0919,-67572655.4472,-108953.7719,-67577083.9596,
86400.000,-4977.7554,5135.4287,-1619.5379,-1325.0074,-5546.0110,6839.1543,389.7408,2842.9145,-3038.6832,-2834.3956,-6630.7921,-4492.9803,-5966.9736,-3593.6997,2980.6257,2982.2883,-107.6406,-6385.5917,1930.2567,3884.7501,-96355.2343,-106230.2998,-111698.1554,-107767.4947,-115013.8626,-112341.0658,-107167.4602,-109061.0523,-199992629.2594,-200025966.4387,-200020072.1381,-200012361.3630,-108295.5951,-200002043.2433,109.9777,-2499.8692,-6615.5829,-4448.8010,1513.4452,-754.3000,-4124.6109,3013.6813,6219.2038,-5978.4650,257.9705,-3484.0061,-532.4204,-4390.8219,-2890.2571,-4340.5126,-6589.2778,566.8226,-4764.9260,2329.1022,-352831.3983,-377964.8473,-361939.3506,-361296.9444,-365826.7130,-364298.0671,-371010.0834,-366425.3695,277812335.6401,277755731.5600,277780501.1112,277785582.2820,-366955.8317,277794343.8689,4794.7744,3573.0812,-1287.8512,-5083.8154,3834.5958,-638.5826,5505.3300,5526.6330,-439.3496,-2037.0005,-1130.8586,3963.7644,3155.8487,3938.5767,5515.9765,-4487.1214,-2170.5855,-2534.7949,4615.5033,-4993.7633,-106729.0422,-108728.7869,-111365.2870,-105244.6026,-105687.8463,-116301.8413,-117488.3315,-108857.3896,-67506193.9041,-67498056.8663,-67516192.0205,-67503641.4388,-110372.0210,-67503945.8728,
