sl_20_86400_20261107 Coordinates.csv
2026/11/07 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:31 2024,
Start: 2026/11/07 07:47:00.00, Stop: 2026/11/08 07:47:00.00,
TIME_UNITS,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-5169 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-694.9363,6195.6627,3613.2353,296.0213,-4098.9767,-4449.7487,-3347.6134,-1888.3995,3238.4637,-5775.8166,910.4627,1847.4326,-1896.5784,4951.5029,4761.1973,-5866.4857,3996.6768,103.7584,928.0972,6895.1303,43835.9454,26544.4326,30643.1765,29561.4965,34699.9403,33133.0136,37763.5322,36016.2863,177846764.0978,177830849.7015,177825449.4091,177835242.3783,35238.6960,177830676.9229,4139.7801,684.7278,-3988.3881,6856.6068,-1478.2110,4390.0876,-3804.7987,6473.4074,3242.9347,2673.6219,-6132.9825,3764.4760,6362.5665,-1216.4706,4129.3199,-3457.7658,4375.5542,-6821.8548,-5135.0650,289.2096,-373633.3407,-390691.3356,-382147.3777,-374930.4212,-381476.0020,-380375.4075,-379810.5117,-379508.3263,-87584894.6866,-87582374.0607,-87607713.2237,-87594141.4382,-378775.3049,-87593312.0514,-5250.7266,2744.1550,4226.6938,-901.7651,5231.2409,-3002.5649,-4621.1166,-1595.1248,4879.3546,-2698.4544,-3061.4125,5518.0370,-997.1273,4694.9086,-2476.7887,-404.4714,-3532.4520,-199.4977,-4567.1925,428.9890,-95007.9253,-99402.7552,-100103.9739,-90836.1201,-99116.8787,-107234.3553,-96461.3155,-96387.0975,56287972.1186,56260282.3129,56260493.2830,56272740.7665,-97814.9997,56278605.6174,
36000.000,-4440.7449,-6370.4649,-2537.5227,-2018.0037,3926.4884,2895.2181,4341.6865,2429.4445,-6505.8001,5201.4616,2040.4248,-2690.9417,-1323.4112,-4057.0954,-4148.7489,5914.0877,-4125.9904,2528.2643,3141.4016,-5675.9766,136211.9395,123395.6875,123711.4135,123593.7282,125992.3111,126085.6268,133562.7233,127850.5073,194427968.4801,194410724.7679,194413827.8520,194415123.7345,129142.3614,194412673.0829,-3242.9947,2071.7458,6358.9327,-4793.8793,-3357.6675,-6275.8130,-760.5639,-2692.5158,-1417.9505,-4229.4178,3734.5289,833.7669,-4329.6934,4818.8199,145.8035,466.6009,-287.8619,5288.9612,4659.5361,1351.8734,-348138.5443,-369577.8229,-359447.6529,-353965.2620,-361733.6065,-359107.1747,-359373.6843,-357064.7555,-38494632.1203,-38488611.2080,-38514073.9271,-38494899.9164,-357569.0498,-38502426.9498,3849.5377,1234.9130,-68.0255,4557.9026,-4450.3524,-546.1479,5241.0882,5889.5739,-770.7861,-1683.7732,5438.6783,-6346.3734,4947.1329,-2914.3431,5337.3389,-3375.8576,5509.6112,-3504.6732,4046.3510,3704.2606,-96056.3895,-100942.4731,-101436.1499,-92596.6038,-98040.9875,-108017.0137,-101711.1681,-100434.5559,56255985.1900,56231767.4218,56225580.0956,56244683.4679,-99267.1101,56244909.4495,
39600.000,6465.4382,3292.4468,148.2801,4184.0927,-3008.3308,-141.2599,-4743.5683,629.3988,5197.6695,-2057.6272,-5255.6005,4244.6232,5022.3025,2353.9614,2764.2104,-3661.5469,4063.1189,-4854.8062,-5905.0298,2218.3978,218394.2665,211403.6563,208700.1624,209390.3381,210510.3753,210768.9285,219202.4855,216117.3659,197719157.7391,197699016.8894,197709566.9304,197699776.9437,214653.6129,197704187.5278,1522.8259,-4152.7978,-5439.9000,1066.9719,6110.6012,5827.7484,4439.5200,-1915.8886,-1150.9379,4319.7495,-860.2873,-4324.8784,443.1174,-6496.9374,-4854.7453,3443.7301,-3958.0338,-1404.6534,-3465.8397,-3503.4990,-300748.6834,-324650.4242,-313851.0796,-310051.1512,-318310.4718,-315430.9278,-314860.2645,-313591.9712,13204015.1650,13212212.7842,13190819.1589,13203654.1528,-313489.0795,13197112.6887,998.6948,-4288.2106,-4162.5782,-5413.3738,275.0928,3740.2721,-2191.2609,-6629.7221,-4077.1599,4978.0544,-4411.8912,3365.3051,-4436.9675,-637.5190,-3827.8772,4603.6629,-3928.8865,4579.9608,-1077.2715,-5538.1586,-97209.9849,-102428.8681,-102178.5862,-94862.8898,-97279.4903,-108117.3739,-106152.6149,-99715.8955,56223290.9321,56204273.9061,56191608.4016,56217492.6545,-100710.7781,56211223.2412,
43200.000,-4240.5250,1263.1768,3379.6775,-5872.1128,524.4480,-3365.8958,3304.4897,-5000.6012,-813.5660,-2359.0999,6774.4868,-4610.2778,-6226.5160,352.1506,-975.8183,706.9558,-3273.4120,5930.9931,6329.4739,1380.2470,285519.2527,284789.2627,280268.6551,281569.8281,281894.9249,282025.6348,290218.6162,284668.6093,187501454.4423,187477982.8876,187492697.4992,187479084.9786,286306.2605,187486270.7375,1581.7112,5322.1624,2493.0097,2226.2204,-5423.7753,-3857.8454,-5497.1365,3468.6566,4231.1386,-3968.7514,-1239.9706,4936.9019,2505.8178,5798.0254,6644.8765,-6352.3746,6065.8448,-2518.8305,1183.2268,5544.3371,-234873.8570,-258902.0993,-248324.7430,-246029.8739,-254649.7451,-252000.2281,-250323.8932,-249826.7320,63977812.4921,63985926.3266,63972201.3177,63971306.3424,-249391.0991,63971805.5251,-4970.4036,4053.9366,5399.7451,2901.6910,4084.4219,-4679.3762,-2426.2146,3300.9236,5122.6795,-5146.4860,586.9912,1583.9221,-112.9071,3783.5038,-854.4436,-2389.1213,-227.3270,-2256.8201,-2571.1701,3886.9481,-98441.7377,-103837.4950,-102519.0957,-97712.6112,-97080.8269,-107461.3620,-109668.6174,-102814.7219,56189825.1235,56177484.8262,56158775.3183,56187209.0613,-102145.8882,56177547.0119,
46800.000,143.1130,-4705.8763,-6238.9382,5572.3967,3298.0470,6188.5119,328.1760,6450.2019,-3012.0623,5658.7945,-5307.8305,2196.1776,3190.4709,-3677.3137,-1666.2593,1981.3314,921.5058,-4540.1131,-4714.3625,-3504.3734,333709.5412,338697.4496,333922.2862,335825.7776,335199.7794,335614.0427,342521.5622,340982.7318,164478963.8540,164453241.5515,164467067.0657,164458781.1049,339530.3545,164463097.3023,-5031.0345,-4871.7440,361.1516,-3862.3460,2604.9202,1449.2765,4310.4008,-1516.7902,-5811.6080,3394.7566,2589.5866,-3414.7788,-3767.8322,-3576.9673,-4451.7990,6322.0011,-5377.3275,4785.5359,2065.2834,-5959.3456,-154938.7190,-176608.3694,-167041.8950,-166088.2497,-174953.6190,-172424.9109,-170292.6104,-168508.5215,110358292.1596,110363995.9275,110359607.6205,110345395.2264,-169409.1571,110352916.4662,4439.6258,-741.8653,-2802.9143,1385.1086,-5370.6302,2757.7325,5310.9121,2001.7788,-1446.4327,2045.2852,3584.8116,-5630.6092,4539.2834,-4677.6674,4810.0959,-1638.3707,4210.9117,-1766.9663,4630.6693,178.5694,-99734.9632,-105116.5795,-102750.9140,-101280.4924,-97393.8838,-105932.9505,-112400.7046,-103131.9169,56155574.1562,56150699.0825,56127281.8775,56153891.5835,-103572.3258,56143880.7808,
50400.000,2836.1468,5662.0251,6219.5100,-2630.1133,-6306.8034,-6835.4438,-4578.9905,-3150.3454,4344.1534,-6217.8855,1484.1825,2219.3236,2182.4542,6289.1775,4736.1811,-4126.9666,2799.8356,689.3433,2247.7282,4131.5164,360291.8860,369511.9759,366258.0586,369640.7625,366848.6200,368703.8252,373080.7753,369761.5842,130230268.4022,130204453.0502,130212097.9421,130215535.3633,370943.6090,130213442.2204,6089.7983,2111.4747,-2221.3209,4198.9122,224.7216,796.6722,-2454.3705,-792.8264,3627.4052,-1910.0593,-3893.7587,1877.2129,4073.2321,994.2328,351.4992,-3148.8570,3121.7903,-5117.2747,-5284.9571,3676.2614,-66119.8588,-82826.3694,-75146.0843,-75878.4460,-84376.2205,-80484.4577,-79993.6652,-80079.4494,149178655.4441,149180653.7534,149184181.7199,149162692.1161,-78688.6056,149173448.7451,69.4588,-3154.6711,-1819.5177,-4837.0947,2568.6604,820.4281,-4476.5762,-6122.3421,-3595.7442,2327.4432,-5519.4699,6288.0689,-4873.7066,2747.6035,-4828.3386,4417.0778,-5479.9419,4455.5979,-3885.2678,-4156.0620,-101078.5144,-106117.7359,-103194.0825,-105619.7407,-98178.5811,-103667.3694,-114436.7946,-105084.6378,56120575.9181,56123085.3795,56097280.7766,56118188.1291,-104989.9773,56110224.5673,
54000.000,-3940.8680,-4474.9683,-2901.1653,-1728.0173,6107.5252,4883.9539,6799.8526,-2398.9751,-3810.5012,4374.0427,2528.8916,-5949.0597,-5801.1308,-6771.6822,-6087.5622,5455.6732,-6056.1330,3810.4367,181.3387,-4133.0401,363936.7007,376536.4163,375175.8221,381269.8653,374745.4212,379590.9755,380175.4223,379259.5579,87100218.7876,87076540.6435,87074660.8275,87090935.0717,378566.1729,87082421.5393,-3006.4182,2216.0507,3489.4442,-4121.5728,-2110.7416,-2979.1072,730.7207,282.8887,1547.7004,-1051.5580,5061.5535,-1531.9352,-3285.7799,1266.0601,2833.1470,-1286.7817,-880.0457,4169.1105,6886.6413,542.4584,25966.0934,17927.3221,21527.2949,16417.2355,11251.6311,19475.4529,14846.1677,18554.6050,177789971.1380,177788504.9869,177795488.8796,177775568.1926,16945.2974,177784394.3619,-4540.5403,4626.3318,5118.6784,5276.0460,2157.3522,-3921.5135,468.6465,6481.4874,5280.8187,-5250.1373,3962.8733,-3235.4797,773.4780,811.0341,852.5667,-3893.2223,3171.0544,-3838.1694,752.1639,5508.6602,-102464.5355,-106252.7413,-104109.6475,-107699.9596,-99420.0749,-105045.9204,-115817.9431,-106567.2353,56084917.3410,56094135.9759,56068756.0466,56080725.5336,-106398.7299,56076578.3906,
57600.000,3937.1724,2277.6828,-1696.5393,5198.8459,-2465.4851,-1351.0181,-5541.1376,5650.0668,2500.1195,-1750.7907,-4763.9187,6533.5649,5352.8826,4704.3588,3887.0906,-5036.6016,6747.6969,-6441.8257,-2320.5316,3991.5741,344714.8444,362955.6366,360044.8168,366123.3349,358364.9283,363730.6541,363496.6494,361767.0296,38039431.8766,38019386.5582,38008213.6234,38032027.4243,361945.1251,38020920.7074,-2359.0504,-5881.1673,-4600.6760,3847.7424,3556.7423,4978.5344,1193.4137,2736.0683,-5856.2419,4604.8534,-5008.7562,1503.6363,530.0140,-3288.6513,-4022.5267,4582.6079,-799.6171,-2235.0069,-5886.1655,-4488.9872,115598.1888,116104.1581,116785.2551,108229.2682,105797.6408,115790.0344,108311.3722,109607.7916,194241918.0057,194238459.3628,194243042.4281,194232713.7008,111361.7687,194235496.6676,4895.3386,-2583.7686,-4783.7751,-2470.0168,-5270.8650,4620.0147,3846.3319,-2927.8904,-2097.9560,4838.0623,69.2221,-1785.5939,4007.2163,-3905.1812,3803.0526,428.5917,1176.8947,343.2438,2817.8959,-3431.8925,-103887.2777,-106586.1128,-105629.6704,-106571.5668,-101128.3698,-110243.3935,-116548.0689,-107308.3093,56048728.7715,56063787.9106,56041333.1331,56042258.6917,-107798.4720,56042942.2698,
61200.000,-3002.6659,363.7725,4837.4822,-6143.8260,-2225.2310,-2064.2158,1853.2102,-4390.8226,-155.6495,-323.0239,4896.1925,-3941.2347,-2176.8676,-1081.7130,1024.1215,2227.2966,-4300.6426,5879.9337,4319.5180,-3059.2272,304070.9768,324864.8951,321794.9746,327020.0185,318765.3768,323532.3951,324139.8001,321852.1072,-13597528.4924,-13613497.4465,-13630129.5219,-13609365.5277,322180.8883,-13616295.0084,5948.9211,6649.9084,4739.6516,-2570.9494,-4724.4771,-6117.8377,-3694.9996,-4767.4173,5966.3584,-6763.5787,2682.2901,-131.7047,3683.5487,5037.5211,4026.2901,-5509.4550,2495.3352,-680.6076,2728.1240,6148.1405,197288.4672,205680.7178,204469.8561,194395.0990,193239.6960,203072.4085,194641.3074,200072.8795,197415741.4859,197412366.8666,197409806.3276,197411762.0859,198517.7794,197408190.1409,-861.8226,-1448.9085,1012.9816,-1888.9419,4371.5535,-2528.6304,-5472.7002,-2452.7461,-3054.8125,-1388.4083,-4080.9424,5698.7513,-5176.8687,4636.2109,-5348.8602,3340.7375,-4783.7596,3390.2977,-4689.2327,-817.3861,-105342.4215,-107650.5128,-107721.8055,-105757.2205,-103341.7804,-114631.5376,-116595.2102,-109945.4512,56012175.5309,56032223.3428,56014169.6156,56004209.5060,-109189.0928,56009316.2242,
64800.000,295.3000,-3201.1747,-5253.6604,4710.7781,5039.5472,4246.2597,1817.7899,659.1848,-3264.2109,1857.1311,-3926.6248,413.3692,-1001.1438,-2388.5435,-5313.6545,2170.8640,265.5003,-2945.0625,-5773.8317,570.6903,244717.2020,264772.3109,262896.0763,267131.5179,258513.0728,262770.0469,264481.9361,262604.9467,-64281493.6660,-64293987.6520,-64310431.6990,-64302762.7377,261854.0604,-64299975.4693,-5413.0332,-4136.1342,-2694.5239,-283.5436,4584.5926,5365.1819,5763.7059,2782.4046,-2347.4247,5963.5691,1413.7968,-2987.4319,-6430.2958,-5973.8524,-3380.5844,4535.6150,-4439.4602,4087.2038,1019.3382,-5186.5101,266100.4248,282377.6079,278886.8811,268456.1050,268094.1349,276761.1206,268575.6469,271527.2208,187100358.2516,187099180.2664,187087775.9274,187095395.0240,272844.9864,187091655.4086,-3973.9941,4357.4052,3458.6547,5054.1975,-182.0697,-1121.9776,3227.8641,6297.2509,5351.1926,-2962.4752,5501.8163,-6254.4650,1637.6890,-2603.5983,2473.8371,-4615.5744,5261.7863,-4611.4254,3685.8232,4530.1241,-106826.6653,-108932.7432,-110197.9390,-105505.0521,-106137.9460,-118093.5992,-115885.2900,-109550.0553,55975447.2097,55999680.3529,55986206.1475,55969873.7063,-110570.4825,55975700.2729,
68400.000,3714.7598,5550.2233,3857.5318,-2401.0925,-5038.6057,-5042.2249,-3765.7167,1536.6459,5891.9156,-3440.6339,2855.3924,1687.1186,2937.4973,4538.8486,6137.8863,-5848.0956,3042.0274,-510.2985,5791.9399,3135.5055,170454.9929,186803.3798,187202.1790,190420.4681,181552.5696,185728.3174,187890.2375,183913.5373,-110549883.3593,-110560386.5322,-110571605.3943,-110574621.9434,184857.5537,-110567600.2037,2037.8457,81.1060,-1421.2801,4006.7212,-1931.9985,-2448.1998,-5583.5377,2338.0973,-1694.3694,-2543.8229,-5250.2815,5989.4906,5004.6966,5151.0360,1505.0310,-2551.7106,5732.2689,-6375.3132,-3778.8519,2931.6117,317930.3272,341358.3098,335223.0063,325298.5925,325886.9437,332600.3376,325702.5028,330417.7165,164006424.4085,164009163.6297,163990410.8934,163993102.0031,329605.5283,163996818.2698,5202.9595,-3956.5426,-5480.7114,-5111.7404,-4170.0392,4067.8334,1269.5577,-6339.3640,-2714.5685,5418.0962,-3478.8557,3054.8972,3365.8695,-1014.3531,2416.9230,2409.1844,-2342.4168,2380.9291,-454.2318,-5426.0614,-108337.4637,-110311.3808,-112764.5734,-105763.9291,-109651.5886,-120771.1078,-114302.2860,-113192.3905,55938745.3910,55966371.8712,55956681.9887,55941972.1631,-111942.5325,55942094.4350,
72000.000,-6359.1881,-5937.9264,-2091.6656,434.7268,3374.5721,4962.5505,4178.8528,-398.2762,-4952.1910,5062.6011,-1549.0808,-1940.9291,-4074.1465,-5183.8346,-3649.4936,6631.2704,-4425.8459,3105.6431,-3653.4316,-6216.5220,85937.1605,96103.3734,99668.6275,101850.0802,93340.8093,97441.1460,97949.7497,97186.2341,-149243269.0550,-149253901.6824,-149256934.9940,-149261308.0157,96144.9877,-149259926.1320,1264.5215,3301.0239,5450.3169,-6613.2039,-2540.3808,-1640.7465,2369.6851,-6450.2384,3788.7666,-1479.3821,6694.7893,-6375.5064,-79.3353,-2275.5169,2012.2237,4.1820,-4846.0500,5859.0380,5026.3686,-823.1423,349735.8520,378753.7023,369893.5566,361123.1678,363879.9541,367336.6572,362962.5908,364778.4672,129717420.2925,129725100.0570,129702412.8966,129699609.3894,365193.9530,129707363.8165,-1766.9871,520.0292,3572.3681,1987.4936,5339.8310,-4559.4247,-4894.9462,2487.3931,-2463.3123,-4470.0788,-757.0153,1927.3520,-5338.6839,4000.1436,-5338.7597,1591.0422,-2124.0283,1608.5703,-3076.7495,2906.6749,-109872.8543,-111741.8407,-115101.4554,-106493.7752,-113935.7309,-122751.9750,-111981.6857,-111868.4320,55902270.5963,55932467.7116,55925373.8422,55914838.9034,-113305.1350,55908498.7298,
75600.000,4935.4974,3424.5466,406.1010,1106.3314,-1529.3128,-4151.5370,-3988.5841,-1940.4602,264.6557,-5532.1491,-649.5338,1871.8405,4271.6861,4889.5259,227.9311,-4259.6350,4313.3334,-4640.4312,-162.9847,6724.9372,-3615.3192,-1408.0610,5980.0317,7121.6594,1928.9810,3504.1660,-1123.8029,628.1253,-177721143.2882,-177734354.9822,-177728496.8509,-177731189.0556,1411.6289,-177736708.2542,-3163.2166,-4875.6723,-6778.7453,6414.6617,6160.7465,5065.4872,2335.2067,6004.6069,-4036.5882,4084.9628,-5206.4704,3319.8635,-4553.8949,-1758.5128,-5558.5449,2996.9178,1408.9747,-2371.6281,-5070.4248,-766.8478,359699.9869,392060.4587,380774.6134,373569.4898,380072.6844,378984.4085,378380.4106,377308.3918,86581108.3501,86593859.1280,86571088.3292,86566501.5026,377366.0389,86571140.6544,-3287.7361,3295.8862,865.9968,2345.1712,-2486.7773,2262.5904,5053.7639,2842.0902,5332.6756,677.3732,4492.3988,-5802.1550,2456.1153,-4604.0371,3847.7312,-4412.1732,5184.8124,-4414.9283,4711.3157,1412.4794,-111431.3412,-113202.5199,-116947.3736,-107679.7527,-115958.7634,-124077.2539,-113306.2486,-116246.7023,55866209.3007,55898098.5178,55892436.5090,55884600.6547,-114658.1832,55874913.1762,
79200.000,-24.4295,1115.1186,1786.3795,-2890.4111,-369.6196,2340.1169,3395.8124,1894.4092,4773.1735,3662.3356,3724.6466,-2841.1007,-2357.3005,-3925.7516,2172.8998,396.8031,-3777.7107,5122.7760,4057.4647,-4249.4816,-92724.6503,-99388.0362,-87855.6083,-87692.0244,-90156.6552,-90227.5471,-97707.6335,-92694.6671,-194042152.0532,-194060373.6796,-194046646.5128,-194048496.1436,-93271.5467,-194056863.2721,4044.9288,4894.7109,4645.7035,-3471.8808,-6417.0915,-6372.9631,-5715.8825,-1584.3722,3373.2054,-4679.2498,2142.5465,1282.9959,5703.3858,5176.3174,6360.9379,-5574.8253,3057.5443,-2227.5501,4406.5654,2468.0526,347322.0695,380333.2510,367301.9910,361823.4676,369571.7957,366944.9046,367146.3957,365690.5548,37548796.4563,37565773.9269,37546202.4241,37541788.5398,365380.0070,37539401.6428,5353.2510,-4612.1047,-4708.4057,-5247.7973,-2276.1290,1389.2364,-1674.5503,-6475.7050,-3286.0862,3520.9690,-5418.9789,6186.4576,2633.1063,2427.4870,790.2170,3904.4229,-4898.4261,3915.7456,-3491.8926,-4869.5337,-113011.8126,-114681.1249,-118170.1345,-109331.8733,-114773.8836,-124750.8614,-118447.3562,-114310.5637,55830721.8577,55863364.2754,55858167.1590,55851338.2348,-116001.5714,55841337.7934,
82800.000,-4657.0444,-5169.9279,-4422.8730,4876.5463,2774.6069,686.3202,-1556.1932,1573.1936,-6276.5632,328.0807,-6228.9523,4397.3944,-1872.8619,2121.2686,-3531.8794,2861.4675,2989.0447,-4157.0468,-6280.1138,335.7516,-175977.5763,-191469.7451,-175896.5245,-176554.3346,-177745.0839,-177978.9465,-186407.4315,-181891.4991,-197096478.3004,-197121761.1675,-197102206.6310,-197104741.3900,-181847.1312,-197110782.1424,-4077.3394,-3732.4922,-721.5862,-419.0151,3267.7131,5463.4060,6012.2939,-2783.5579,-1480.2270,4158.0799,655.3213,-4509.3096,-3594.3057,-6496.5722,-3218.2910,6174.0134,-6051.1277,5389.6242,-2929.1760,-4469.3680,313432.1052,344254.5013,330451.0817,326648.2285,334898.0397,332017.2000,331373.0640,329625.1897,-14026592.0093,-14007164.5465,-14021300.2982,-14025939.5732,330041.2595,-14035111.6098,-2618.7140,2394.3139,5169.0877,4884.8996,5289.1169,-4217.6592,-2908.4930,6134.6631,-1831.0379,-5514.1363,2917.1068,-2921.0813,-5355.2403,1185.1067,-4799.6179,-479.4619,1409.5442,-513.2192,123.4552,5257.2070,-114613.4820,-116169.8682,-118801.9610,-111488.4584,-113902.7381,-124740.8338,-122778.2476,-119068.0848,55795932.1154,55828342.1063,55822870.8686,55815698.6996,-117335.1948,55807772.6004,
86400.000,5844.2245,6468.6143,6065.4115,-5928.6298,-5204.0246,-4161.5939,-1820.3655,-5536.9636,3668.9692,-4467.4334,6349.0368,-4501.6453,5861.8590,769.1688,4352.5473,-4610.9733,-1248.7234,1258.7908,6077.3812,2846.6589,-248338.4043,-271671.3106,-252612.8415,-253893.7434,-254292.5804,-254400.9564,-262578.7679,-258889.4006,-186681338.8629,-186715021.3450,-186692049.5140,-186695674.1762,-258658.9274,-186695772.4913,2179.2284,1370.4374,-2504.0524,3235.6724,879.8841,-3272.7010,-3769.1591,3597.0139,-2009.0526,-3417.7164,-2343.9831,4832.8375,599.5038,5543.2765,-1839.2395,-3779.2526,6093.4581,-5851.4650,387.4409,5841.3056,260128.8197,286092.6106,272630.3281,270327.2984,278944.1596,276294.5601,274547.1502,274003.3203,-64619823.1549,-64600483.6195,-64608090.2703,-64615161.3064,273647.9866,-64627426.0988,-2502.3657,1634.5733,-1960.3211,-1518.8415,-4317.3765,4464.3525,5419.4635,-2091.8015,5225.6122,4006.8969,1401.2752,-2126.1727,3206.5297,-4108.3619,4837.7203,-3323.7482,2972.1365,-3289.9474,3298.1148,-2372.6524,-116235.8400,-117663.4097,-119030.8294,-114227.1538,-113593.1503,-123973.0909,-126182.4541,-116907.0070,55761919.3974,55793092.2976,55786813.6937,55778307.9644,-118658.9498,55774217.6162,
