sl_20_86400_20260121 Coordinates.csv
2026/01/21 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:29 2024,
Start: 2026/01/21 07:47:00.00, Stop: 2026/01/22 07:47:00.00,
TIME_UNITS,STARLINK-1316 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-1162 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-30267 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-1162 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-1162 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-5567.8617,-3594.8354,-439.2264,-421.0770,-1832.0607,4718.5956,-2412.3266,-225.5184,2620.3917,5435.7160,-1489.0955,-1350.4862,5515.1608,-3774.8705,-981.9076,-6592.9508,5108.5089,4420.9329,1404.7375,-4247.7708,-324398.6580,-293310.2004,-305723.1144,-314425.9961,-307800.9798,-308552.3281,-308962.0519,-309181.2608,-104134267.1030,-104119225.3906,-104159236.4049,-104148806.4497,-309602.0913,-104152262.1542,-1202.7677,2466.9038,-5317.5446,6185.4224,-6039.3072,-1073.6991,6092.2847,6005.6746,3450.7340,3061.4571,6337.6813,6191.7580,-2441.0963,-4896.7655,6679.1165,274.8866,-3287.5151,5226.3782,4900.9001,4865.2226,-210100.9097,-230642.3035,-224939.3680,-225249.1994,-220461.7516,-222705.1171,-219412.1812,-221024.8702,-316316962.3936,-316331897.1227,-316304222.1012,-316317803.6919,-220625.6196,-316307486.8690,3866.5062,5338.3375,-4417.5396,3051.1525,2863.8936,-4930.4531,-2276.1113,-3244.7722,5151.4901,2529.0402,2362.9483,-2771.1932,-3386.4806,-2897.1825,-1067.7442,2104.3970,-3179.1336,1106.1954,4656.7703,2224.5322,-62796.5333,-66596.3533,-68140.3779,-58925.2538,-67951.1338,-75661.9979,-63945.9531,-64438.4420,-130504557.5647,-130528890.1375,-130492435.6073,-130500537.2246,-66121.9154,-130506500.0210,
36000.000,3351.8275,2364.4284,4181.0258,-2331.2780,4085.0292,-5312.6624,267.3270,-1795.2066,-5147.3425,-3889.8464,-731.2115,-1599.3218,-1806.1970,5381.0228,-990.6561,6272.3202,-1003.4371,-5570.0956,-4111.3831,421.9639,-261279.6460,-226819.4687,-241944.8780,-248899.0415,-241238.2129,-243792.6706,-241498.0846,-245006.9450,-18678639.4658,-18660855.2679,-18701496.4633,-18687057.5531,-244355.7934,-18697209.0146,-2453.0740,-5925.6565,3504.8149,-3553.3379,3066.2982,4137.0894,-6789.2283,-6440.3504,1097.8346,1236.9876,-6766.0183,-4024.6722,3761.2709,3789.7254,-5799.5805,-2482.3846,4012.2847,-3275.5442,-1452.7095,-4322.0035,-286013.6600,-297480.7251,-296586.6337,-295912.6794,-294981.6891,-294379.7920,-287916.6756,-291259.4606,-332505116.2849,-332511366.9927,-332500062.8224,-332505133.5558,-291425.1866,-332496681.5592,-5503.1539,-2638.7303,4252.2810,-5460.1791,-4696.8971,1515.0475,-1395.5885,-1387.9580,-4212.1635,-5360.9201,1290.1319,5378.3107,5501.1449,-1807.1502,-3482.5663,1570.4231,5454.1930,2506.5358,-5369.2634,-5280.6792,-61396.3946,-65119.4114,-66765.7663,-57375.4218,-64154.9555,-73526.8398,-65879.6105,-66143.6092,-130467504.3357,-130490478.2777,-130449824.6999,-130464091.8438,-64468.8055,-130466317.8155,
39600.000,-998.6768,-832.6887,-6617.6631,5292.5923,-5852.1128,3843.5053,2298.3601,3269.1768,5418.3984,1437.9234,3029.3977,4979.0045,-2236.4236,-4476.2822,3493.6817,-3489.5990,-3453.6323,5164.8023,6177.3014,4166.8886,-180607.8962,-145671.2229,-162548.9722,-167732.6340,-159716.1239,-162807.4843,-160722.5636,-162497.4230,68056109.9783,68074284.4382,68038998.7101,68050569.1863,-163382.8255,68037489.3897,5846.9782,6613.8747,-1407.3311,414.4351,515.2159,-4976.0452,5006.7335,3344.5252,-3983.4304,-5580.7552,4632.4065,1267.6261,-5034.4573,-238.5693,2153.8327,4165.9914,-4452.6955,-296.5523,-1554.1399,3085.2079,-343613.7033,-345662.6980,-349344.0190,-347785.8278,-348570.1226,-347522.1441,-339508.9148,-343215.6035,-326013459.5162,-326011107.0764,-326013840.1763,-326008776.1382,-343582.7137,-326006200.8625,3494.6048,-1791.5404,-1473.9950,4419.2294,3675.6389,2842.0983,4201.3517,4962.9683,-415.5301,3474.1332,-4174.1600,-4632.8089,-4183.8266,5136.1226,5453.1690,-4304.3396,-3912.5976,-4625.2468,2673.7512,4440.5054,-60023.8488,-63630.2302,-64769.8412,-56341.3649,-60081.2135,-70720.6900,-67510.1943,-61295.4010,-130430332.5361,-130451887.2367,-130408903.3086,-130428137.7837,-62809.9618,-130426093.8810,
43200.000,-759.7771,-1576.2346,6494.3906,-6655.2178,6114.9521,-131.8478,-4947.0021,-4596.9403,-2097.6356,756.9959,-5154.7068,-6796.5878,4629.1932,2638.1649,-5653.8578,-474.0272,5708.9937,-3912.7557,-5918.0504,-6619.2167,-87565.9724,-54986.2499,-72557.2573,-76110.7983,-67755.2193,-70824.9530,-69873.4133,-72660.8236,150153644.8878,150170070.9825,150144124.2292,150146076.3839,-71868.2599,150135494.9775,-6801.8214,-4435.0247,-882.4832,1768.5835,-3239.6751,4299.8515,-1886.0137,1313.6906,4381.8792,6534.2091,-1102.5714,828.8495,5130.2826,-4240.1211,1690.4555,-5333.8050,3767.6795,4151.9332,3146.9115,-1661.5878,-378880.6832,-372138.5542,-379739.2171,-377474.3873,-379155.3964,-378425.1612,-369990.5019,-374464.2741,-297283863.8013,-297273562.4717,-297285965.9545,-297273814.8997,-373735.0741,-297277640.2118,788.9528,5036.2402,-2238.0072,-631.2892,-452.0871,-5405.8627,-4484.5111,-4878.8242,4660.8382,1437.8720,4486.5942,950.2992,207.6260,-4657.5380,-3452.4617,4386.6372,-418.3455,3933.1433,1679.3721,-363.9064,-58679.0615,-62126.2286,-62243.0844,-55898.4931,-56538.8515,-67181.0557,-68182.3782,-62578.5315,-130392844.5196,-130413099.2690,-130369359.0325,-130391667.6665,-61145.5293,-130385828.2342,
46800.000,2433.8064,4567.8148,-3980.6393,5095.6448,-4116.3573,-4122.7349,6526.2298,4881.2074,-3106.1116,-2977.8166,6253.8124,5641.1491,-4879.4105,-835.6590,5550.1562,3792.5959,-5116.8732,2215.5193,2835.5108,5510.7650,11750.5330,39524.6055,22258.2183,20192.8185,28767.0992,25983.3143,25864.2542,24860.8386,222013747.7952,222026612.7561,222011627.8445,221999840.5198,24321.3140,221996452.0485,4539.3024,1096.5190,3367.6133,-3006.7334,4667.7083,-3235.1067,-1141.8856,-4629.9249,-3481.5223,-3226.5867,-2151.4407,-2242.2410,-2991.0792,6736.7358,-3832.5219,5512.9910,-1082.2647,-6512.2225,-3842.9414,-559.9062,-389231.1056,-375238.5466,-385714.9460,-382877.7671,-385308.9009,-384701.2372,-377015.9565,-378663.0861,-248275103.5628,-248257993.6407,-248274901.4473,-248262760.4269,-379929.6851,-248269534.8131,-4582.2824,-5061.6803,4544.2266,-3584.8973,-3067.1710,4483.9894,2039.3679,1151.0188,-4865.6863,-5110.6992,-2071.6508,3299.1037,3867.7022,681.9356,-1106.1120,-1802.3033,4420.7704,-884.4910,-5003.0821,-4006.0769,-57362.4834,-60603.9524,-59416.7421,-56184.1243,-53518.8946,-62798.2835,-68037.9816,-58309.3272,-130354860.4172,-130374094.3536,-130330858.0712,-130353516.1769,-59475.6533,-130345520.8912,
50400.000,-4322.7225,-6468.9886,501.4907,-1199.1826,347.8611,6540.5265,-5902.3397,-2834.8775,6384.2964,4921.9590,-5276.1862,-1998.7905,4008.0467,-1174.0351,-2334.9218,-5386.5767,3030.1798,123.4988,1565.2306,-2049.3820,110723.3431,131924.3602,115750.3713,115464.3220,123640.8235,120577.0929,120574.8216,118879.3064,278734314.6727,278742226.8912,278737617.9666,278713422.0846,119014.2393,278718018.0767,-483.3758,1578.5733,-5591.9468,3970.3575,-5066.2291,2094.8228,3255.1531,5187.1329,1990.1108,-1641.1693,4186.9636,3686.2083,-1060.6271,-5555.7221,4226.2318,-3922.2627,-3068.4583,6381.0256,4325.9407,3619.8019,-373721.2814,-354775.8131,-366814.6011,-363078.5369,-366873.0885,-365217.9760,-359834.2899,-363203.5218,-182329273.5108,-182306884.9987,-182323380.0897,-182320618.3449,-361751.2792,-182323839.9146,5332.3947,1801.6072,-4056.5543,5521.0551,4712.2492,-715.5266,1619.0137,3405.5463,814.6075,4283.2760,-1632.7932,-5503.0690,-5538.4191,3777.2285,4825.4065,-1907.3720,-5335.4254,-2721.9440,5147.8050,5410.8576,-56074.7859,-59058.5136,-56600.8907,-57384.6104,-50985.5763,-57524.8453,-67179.7587,-58822.2851,-130316229.7873,-130334849.6258,-130293108.1744,-130311939.7332,-57800.4803,-130305171.8687,
54000.000,5644.1209,5644.4251,2456.9894,-2888.6261,3579.4208,-5927.0143,2938.5969,-1407.1758,-5447.1151,-4904.3302,2119.5414,-2033.1006,-2978.3958,3744.0835,-2464.2271,5291.4846,-950.5857,-3019.3174,-4894.7706,-1312.8933,202643.0570,216427.3364,201832.1046,205959.8754,210774.3748,204913.1220,208205.5086,205691.4520,316445729.4722,316447802.8717,316451243.6825,316424656.0210,206130.2239,316430300.7549,-2985.5542,-3000.7550,6387.0888,-4834.1526,4782.9106,-183.5204,-4566.9436,-3859.0424,500.0255,4607.1394,-4979.3359,-5070.3478,5012.5137,1731.3204,-3918.8095,553.8865,6319.6974,-4140.1732,-4421.6692,-6065.1863,-333145.0256,-312057.2243,-324246.0410,-318548.7990,-325154.1761,-319714.0642,-319291.2828,-318726.2653,-103943858.9158,-103918000.1298,-103930188.6028,-103942654.8789,-320349.9183,-103938037.6273,-2597.1924,2591.2677,1041.2477,-4018.6153,-3527.9191,-3542.4091,-4318.5909,-5458.1581,3926.8402,278.1336,4316.2693,4227.2877,3704.4176,-5441.8356,-5032.5622,4427.7332,2462.3948,4662.1493,-2073.5899,-2868.1244,-54816.6893,-57482.5345,-54101.3765,-57949.1626,-48923.6238,-53944.6890,-65660.1577,-55437.5449,-130276841.3594,-130295338.6586,-130255869.1930,-130265345.7371,-56120.1573,-130264781.1830,
57600.000,-4866.6038,-2071.9771,-4201.6098,5147.7094,-5952.4636,3121.9131,1106.7286,5504.7560,1598.5880,1590.3678,2009.9437,4439.4235,1772.2587,-5752.0341,5873.0545,-4255.3471,-807.0710,5688.0783,5739.0997,3206.3845,281150.6639,287766.5270,274919.4589,283614.8523,284578.1789,276550.1614,283023.7741,280981.5690,332574819.7721,332570743.8797,332578810.8375,332561881.3518,280071.2564,332559886.0427,4503.5793,3854.6486,-4845.1675,4616.0146,-3553.4390,-2743.8475,5244.5524,2099.8029,-3892.9079,-4640.7337,4986.4295,5290.9322,-6667.8739,2062.8321,3137.5015,3439.8857,-6467.5216,1144.9556,3065.8996,5758.8209,-270018.9705,-249804.3830,-260799.8305,-255235.3455,-262892.5693,-255525.6931,-257792.4201,-259806.7069,-18465008.4753,-18437629.5030,-18443118.4469,-18463738.8737,-258368.3475,-18458410.6176,-1878.2488,-5341.8085,2597.8014,-34.9118,191.5288,5501.6859,4389.7557,3439.3278,-5266.2313,-4618.1738,-4376.4033,-322.1758,431.3766,3027.2190,1527.9896,-4256.0491,2117.5591,-3804.7363,-2339.5956,-1805.9758,-53588.4418,-55863.9227,-52137.8884,-54120.1674,-47341.7607,-55846.5661,-63492.6213,-54922.3610,-130236630.2419,-130255530.5446,-130218945.7501,-130218178.5249,-54434.8322,-130224348.8507,
61200.000,1517.9175,-2304.2349,4985.5365,-5092.0399,6036.3214,-75.0521,-4401.5336,-6725.9054,2060.5939,3459.7308,-5236.9746,-4807.4726,382.4656,5301.4357,-5985.1174,2661.3716,2857.9031,-6743.5042,-4484.7486,-3924.7741,340651.4989,341527.1814,330323.7986,341053.6407,340303.6093,331996.6275,340019.0612,334661.0977,326020398.8559,326010480.6306,326019358.6175,326012210.1762,336081.8373,326005443.5669,-4380.9013,-4560.7807,1233.9352,-2348.0306,1048.2729,5657.8706,-5040.6167,-345.2032,6091.8663,3064.0887,-4185.7530,-3189.4971,5383.6094,-3977.4510,-1178.4682,-6226.0671,3387.0118,1490.5625,161.2410,-2213.1782,-188459.4020,-171997.5975,-180630.1831,-176085.1642,-184105.2591,-177130.7080,-179180.7278,-178636.5532,68277071.4786,68304047.5076,68305964.0822,68286752.9986,-179773.2669,68284598.7964,5086.0765,4627.3988,-4648.2946,4034.9468,3238.4709,-3962.5838,-1824.5596,1108.6618,2002.1454,4888.2157,1741.5809,-3816.7863,-4327.1298,1622.9666,3070.5167,1461.7841,-5235.3319,628.7996,5246.2268,5127.4121,-52388.0688,-54180.4476,-50785.1222,-50015.2401,-46276.5489,-57445.5656,-60654.9672,-52623.7301,-130195582.1248,-130215388.7122,-130182176.2825,-130175972.4759,-52744.6537,-130183874.8882,
64800.000,2972.2739,5119.3605,-5021.4321,3817.2348,-4438.0595,-1984.9016,5803.9069,4374.4086,-3776.0848,-6573.2138,6268.1289,4048.8503,-3455.8201,-1710.9123,3466.0282,-444.2233,-4977.0280,5307.4796,2610.2082,4232.9835,376646.9912,374416.9597,364548.3346,375958.0202,374312.8254,366802.3562,375241.0061,372194.8683,297228427.7627,297213583.7284,297219740.3567,297217689.7532,370555.3064,297212926.3218,3740.5397,4530.0357,2854.3078,-1652.0915,2465.3779,-6610.9515,3309.2721,-1977.7276,-4709.0472,-1167.8507,2217.5936,-847.1102,-2400.2614,4221.0772,-2262.5424,6549.2167,779.9481,-3380.0797,-4158.1588,-2579.3455,-93977.3159,-83679.8299,-88936.4462,-85465.0980,-93827.9417,-87622.6765,-88537.4786,-90241.6893,150365740.5180,150390615.4972,150399038.7557,150383906.1814,-89601.2960,150374074.0307,-4970.8369,-956.7618,3807.2970,-5529.4168,-4730.3066,-143.1768,-1866.0231,-4859.3296,2987.7306,-894.8709,1938.7708,5528.7551,5474.3876,-5086.8220,-5442.9903,2206.5049,4634.7449,2904.3818,-4871.9391,-4709.1877,-51204.2224,-52383.2359,-49952.8017,-46442.6318,-45803.4057,-58087.0728,-57084.6982,-50943.3825,-130153734.2082,-130174869.3925,-130145422.9405,-130137434.1652,-51049.7712,-130143359.3122,
68400.000,-6065.8693,-5425.5095,4077.4462,-2434.1141,2197.9880,3152.4524,-5346.0354,-332.3023,4043.9874,5354.5282,-5215.2334,-3156.5462,6115.8262,-3116.5498,-415.3556,-2483.8889,5758.0715,-1828.8157,-978.5570,-3754.4788,385842.5354,384349.9477,375472.9743,386626.7015,384232.1811,378346.3880,386030.7286,379497.3402,248161672.4362,248143348.7793,248144098.7312,248143902.0468,381266.4998,248145229.9271,-2865.9200,-2632.7274,-5560.0153,5416.9160,-5656.1710,4540.3083,-20.8357,4646.4593,-47.3864,-1206.4308,1019.0129,4847.3873,-395.9713,-3787.2797,5654.7037,-4609.1819,-3638.5991,4763.8855,6695.4985,5649.1390,6665.1185,9140.2175,8403.8410,10832.7984,2248.2298,7894.5277,8046.8691,6449.2853,222201456.1596,222222967.2902,222235701.2367,222223387.9749,6364.0886,222210228.6509,1558.3503,-3361.2929,-628.7612,3530.8120,3347.7242,4126.5186,4406.3655,4980.2697,-5393.1421,-3906.5003,-4452.4847,-3793.6215,-3206.4575,4734.4712,3804.4772,-4543.9048,-793.9422,-4702.8568,1400.8287,812.2311,-49972.7345,-50323.7339,-49409.9126,-43393.3181,-46059.6553,-57912.9213,-52672.1579,-49804.8132,-130111172.7940,-130133919.6406,-130108563.2295,-130100627.1740,-49350.3351,-130102802.1391,
72000.000,6164.4490,4025.2223,-1665.1627,1067.2226,16.2933,-4173.6914,3889.7220,-2819.4288,-3542.3841,-1083.4521,3068.3247,1986.2901,-6472.7357,6137.7942,-1726.1276,5340.7537,-3728.0902,-2085.1143,-635.2078,1523.6528,366122.7616,368511.4567,362439.3858,372617.7800,368857.6579,365592.1945,370975.0149,369078.5074,182165920.7000,182145926.5490,182139826.1722,182140851.6343,367515.6955,182148375.6193,1134.1757,-1108.8609,6036.1252,-6798.9823,6934.1931,-378.4530,-3810.2547,-6052.6855,4825.0895,4049.9398,-4544.9120,-6613.3028,2165.4454,2857.4301,-6584.0060,1650.2084,4457.5874,-5513.6100,-6226.3885,-5562.7548,103518.8285,99844.1115,105207.3212,106612.2977,98420.0253,103516.4278,103541.4534,102391.9134,278883702.7637,278901213.3146,278915239.3381,278903387.3957,101963.9004,278892399.2056,2852.1766,5483.7897,-2960.4864,656.5593,38.6880,-5492.4961,-4300.1164,-1428.5507,3084.9922,5260.2187,4225.1706,-354.0079,-1108.3040,-873.1330,598.4709,4083.8271,-3639.9984,3643.8224,2923.8023,3655.8583,-48014.2142,-47414.8611,-48846.6540,-40831.5306,-47231.5904,-57025.8575,-47369.9147,-46959.4982,-130068027.6976,-130092474.8278,-130071483.1641,-130064298.4328,-47646.4961,-130062203.3856,
75600.000,-3814.7852,-2336.8045,-1909.4899,1001.6931,-2263.1762,4909.3622,-2023.5510,4083.3891,1795.1838,-2845.0256,-780.1939,147.3916,3870.1776,-5725.8749,3164.0253,-6753.3001,-615.5542,4758.1745,2856.8159,2401.5089,328015.1420,326901.1959,326261.3067,334959.0354,328373.4079,329107.0212,329542.8634,328895.8354,103741872.8229,103722127.4756,103709161.6494,103713139.8191,330174.5123,103723339.6464,1922.7487,5042.0422,-4702.9078,5191.0442,-5594.3833,-3533.7334,6440.8072,4433.8923,-6210.9634,-5760.9635,6735.5001,5444.8405,-3268.3458,-615.9266,3959.1219,1050.4494,-4061.8984,5028.8757,3188.1358,3335.8238,186830.3638,187125.8059,195341.8228,195724.0392,190882.5684,193130.4347,189838.6488,190190.9474,316545276.1867,316558904.4027,316570952.6399,316558018.9422,191059.4006,316553368.6182,-5411.5243,-4098.5560,4697.8258,-4462.7095,-3423.9775,3317.7274,1576.3222,-3211.3295,1892.5028,-2025.2532,-1430.5561,4247.7670,4693.9570,-3666.0331,-4589.8538,-1142.6065,5474.7348,-403.3018,-5432.9522,-5463.7078,-44799.8232,-44767.9591,-47957.5049,-38742.0009,-47767.1977,-55478.3243,-43763.4323,-46917.6397,-130024463.8426,-130050455.6213,-130034071.4622,-130027441.1353,-45938.4060,-130021563.0683,
79200.000,864.9123,800.2439,5337.8319,-3802.0044,4480.3403,-4308.0565,-176.3088,-4108.9457,1713.8909,4385.4866,-1468.1916,-3312.1876,374.1282,2875.6098,-4381.4030,5665.6139,4868.4177,-5586.7850,-5222.3214,-5950.6614,273164.6747,265919.1103,269178.7243,276135.8486,268482.3662,271042.0116,268803.1916,272393.0371,18238248.8920,18220464.6976,18202011.7902,18211992.6019,271630.7362,18219088.3155,-5234.2843,-6853.8304,2627.4247,-1905.8110,2374.8442,5308.1954,-6609.6709,-88.1551,3878.9673,4134.1153,-6385.2821,-2579.5262,4364.1099,-2923.4982,658.6357,-3097.2437,3355.7747,-2701.3570,457.9439,-839.0708,260666.3379,262516.0467,273068.8689,272453.0743,271457.4249,270877.1772,264393.1885,268986.4368,332616126.7871,332626767.6106,332633910.5072,332620718.3269,267926.8028,332623212.5839,4385.1978,44.8237,-3546.2658,5440.4537,4720.1562,955.8558,2080.2018,5440.5221,-5239.8720,-3009.2381,-2261.6051,-5499.3163,-5355.0537,5444.6773,5191.9779,-2520.3759,-3478.0013,-3104.2033,4494.2008,3241.8888,-42143.1744,-42731.1468,-46523.1436,-37133.4579,-43910.7376,-53283.7609,-45638.8798,-43044.4046,-129980670.5800,-130007764.8309,-129996214.3313,-129988884.1218,-44226.2171,-129980881.2038,
82800.000,1280.3825,1061.7466,-6909.1496,6125.5737,-6064.3614,1508.6711,2842.6627,3703.9395,-5403.3781,-3986.6066,3704.6357,6081.7805,-3929.0283,165.7900,4871.0861,-2364.7841,-6474.4249,4965.7142,6228.2461,6614.0300,201668.0150,188771.1302,194755.5932,199949.6553,191926.1222,195025.8309,193010.7525,195322.0149,-68512971.1312,-68527625.9505,-68549042.0360,-68531132.0078,195635.5595,-68532246.4783,6752.7821,5509.7394,-401.5138,-1071.2687,1108.0739,-4884.1573,4452.6146,-4423.2894,-284.6692,624.1248,3674.0972,-176.4963,-5041.0329,6037.1916,-4352.6906,4580.0068,-2012.4720,-1049.3851,-2905.0328,-1071.1106,320143.5543,320155.1886,333380.1868,331865.8616,332581.6133,331560.4495,323528.9636,326488.0973,325998760.3530,326007960.7722,326008157.6907,325999154.5286,327625.5072,326004667.6517,-496.7515,4007.5584,181.2819,-3030.1275,-3182.2365,-4646.6438,-4498.5717,-3655.7374,4006.5758,5381.6466,4548.4035,3273.4355,2625.7155,-3185.6627,-2012.9860,4619.3737,-1002.4300,4715.1521,-748.5847,1336.7405,-39788.2727,-40892.1801,-44469.2659,-36042.4699,-39780.0038,-50419.9815,-47211.6739,-43905.0400,-129936849.4275,-129964285.5902,-129957790.5211,-129946872.0369,-42510.0825,-129940157.8089,
86400.000,-2699.4605,-3609.1688,5788.5813,-6183.9571,5915.6418,2669.7794,-5383.7120,-2443.9450,6299.7344,2841.5371,-5611.5055,-6566.3611,5254.0232,-2190.6174,-3280.1856,-1602.8982,4900.5919,-3653.5866,-4534.9080,-3731.3941,117129.3012,100184.9807,107703.7009,111273.6851,102903.7303,105978.7007,105100.6528,106897.8168,-150594308.9102,-150605502.0938,-150626645.1420,-150605896.4500,107063.0103,-150613168.5679,-5115.9852,-2091.1381,-1905.9707,2804.0051,-3608.1314,3458.5534,-1243.4174,6315.8131,-2285.7146,-5287.7383,-41.7283,1924.1468,4144.7059,-6293.0570,5370.5508,-5495.5517,-618.4625,4750.0495,3873.5138,2868.0842,360889.2762,356414.2750,372325.8408,370091.7947,371701.1437,370997.3600,362554.8795,367183.4650,297143221.4300,297152885.1546,297145418.1300,297147458.0792,366316.1373,297148054.0783,-3749.1316,-5503.6227,3274.6343,-1313.1024,-299.6893,5334.5936,4180.2985,-869.0862,698.3668,-3059.2527,-4069.8173,981.7625,1726.0706,-1475.5653,-2670.4838,-3909.0611,4742.1615,-3496.5750,-3500.6903,-4958.8521,-37608.0053,-39148.3036,-41886.5400,-35544.4614,-36182.5551,-46824.4836,-47827.9102,-39260.8256,-129893201.0193,-129919885.3348,-129918666.5396,-129899843.2029,-40790.1561,-129899392.9003,
