sl_20_5400_20251117 Coordinates.csv
2025/11/17 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:58 2024,
Start: 2025/11/17 07:47:00.00, Stop: 2025/11/17 09:17:00.00,
TIME_UNITS,STARLINK-31162 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-3322 - X-Coordinate,STARLINK-1626 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-3322 - Y-Coordinate,STARLINK-1626 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-3322 - Z-Coordinate,STARLINK-1626 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-3086.5737,4225.8445,-6546.8796,1908.2020,-694.3084,-4286.0133,5898.1938,5520.7376,-4867.7425,203.5427,5706.4806,5961.1739,-2240.5212,-6614.2101,49.2336,4569.3556,454.0476,-1177.8546,-5939.5214,5609.2998,-380462.4072,-394538.7978,-374293.1502,-375581.6381,-377305.9058,-376501.3667,-383853.8001,-378762.5566,-152885749.1293,-152912428.3122,-152907722.3334,-152906168.5171,-380261.4767,-152899834.5310,6085.1555,-390.6291,1856.0865,4487.4584,-5846.7105,2623.0377,1426.1418,-1411.1851,1730.4183,-5678.6938,-3851.8341,-1516.5920,3719.7500,1845.4652,6112.6616,-1394.4258,5929.5769,-2144.0059,2687.8521,529.6322,98606.0261,109426.3418,109598.0225,105856.0807,114507.1070,111598.7862,108290.9562,108669.4517,297980983.7383,297988944.6519,297996571.8041,297970457.0623,108206.2475,297972350.0393,637.2832,5462.0384,-1218.6297,-4909.8772,3653.7978,-4754.0444,-3116.9123,3945.8190,-4187.2717,3730.5182,-286.4129,-3114.4320,5299.1893,987.0371,-3044.9167,-4731.6960,-3519.2610,6497.2520,2319.7090,-3656.2213,-80991.8272,-82137.4012,-84133.0815,-79651.7954,-78133.3882,-87999.8320,-91888.1349,-82900.1367,-137891788.2506,-137911173.2097,-137878261.7572,-137888337.4336,-83719.4158,-137879769.8784,
3000.000,-1654.0717,3502.3148,-5558.7450,3786.7010,-2393.7484,-2431.1807,6576.3983,4237.0776,-4923.4807,-1358.6964,4806.2567,6055.6510,-96.5542,-6064.6675,1440.3583,2991.4111,1816.3149,-2763.7894,-5430.5430,4600.4028,-382312.7020,-396861.0804,-376452.5309,-377841.8950,-379517.7772,-378721.9577,-385961.4291,-381286.2846,-159352859.8776,-159379741.5181,-159375549.8580,-159372927.7493,-382451.6394,-159367016.1190,6588.6912,-2444.0867,3162.7497,4356.0932,-4764.1234,3548.6328,-170.4302,-3026.7512,3475.4914,-4585.7993,-4696.0537,-2948.8881,4128.9625,1239.7317,5049.9708,-2826.5555,4717.0469,-611.4328,4203.3920,-1093.8241,90345.6895,101116.7265,101392.5367,97737.3362,106430.1142,103546.5674,100200.8899,100679.1708,294571844.0898,294579377.0135,294587310.9894,294560767.1801,100111.6492,294563245.0756,-916.3764,5441.0670,-2627.6964,-3816.6207,4424.3405,-5417.6827,-1802.2395,4573.1231,-2809.1782,4827.6204,1518.0630,-1468.1354,5466.1618,3124.9572,-4366.7366,-5317.5339,-4712.5545,6340.2889,866.5718,-4771.0126,-81073.2539,-82269.3911,-84160.4668,-79957.2587,-78155.0751,-87882.6900,-92127.3728,-82649.1025,-137894249.7076,-137913712.5246,-137881095.9161,-137890788.8573,-83845.6618,-137882289.8433,
3300.000,-47.1588,2490.1929,-4026.0308,5275.1410,-3895.6677,-351.1672,6589.6050,2568.5323,-4455.0029,-2825.7404,3412.0294,5551.0187,2047.9624,-4842.6703,2729.2142,1123.4681,3047.0143,-4125.7334,-4398.3644,3125.0129,-383983.7266,-399006.3355,-378443.2744,-379934.0283,-381558.4290,-380776.2248,-387896.5615,-383733.2901,-165744000.6177,-165771071.4756,-165767404.0022,-165763677.7226,-384469.4767,-165758229.5167,6433.7489,-4274.8080,4185.7669,3833.2919,-3245.1509,4181.9004,-1732.8090,-4385.4944,4811.9223,-3043.2356,-5081.5077,-4071.1612,4178.8747,541.1287,3485.6824,-4006.0976,3056.1572,921.0250,5303.3996,-2644.2674,82055.6200,92757.5666,93142.2883,89573.9466,98307.1372,95444.7566,92070.2254,92582.9775,291022366.2166,291029468.9004,291037686.3966,291010761.8243,91972.8483,291013798.5207,-2368.5375,4835.6553,-3753.3184,-2313.0375,4721.2905,-5499.5282,-285.0384,4711.3866,-1091.3456,5377.8876,3156.8634,338.0255,5029.1006,4928.7746,-5200.8525,-5282.1260,-5397.7693,5510.9508,-679.8435,-5326.2810,-81155.8047,-82401.5626,-84187.2077,-80268.9787,-78180.1670,-87758.9610,-92361.5445,-82493.5101,-137896705.4795,-137916249.2734,-137883930.0733,-137893212.8664,-83971.8626,-137884809.5309,
3600.000,1585.6817,1283.5358,-2099.1447,6230.0811,-5056.3315,1746.3211,5930.8808,678.2404,-3496.7865,-4048.6918,1654.3923,4485.6430,3973.5512,-3076.4022,3791.4810,-831.5583,4030.5982,-5116.8006,-2933.3236,1348.6179,-385475.1972,-400973.5335,-380264.5056,-381857.5970,-383426.8525,-382663.4334,-389658.5227,-386066.1484,-172056126.4835,-172083373.2669,-172080238.9561,-172075374.9961,-386314.0993,-172070429.7107,5642.6497,-5697.8739,4836.6514,2954.0273,-1439.5633,4460.6839,-3115.6476,-5356.4659,5600.3401,-1217.2694,-4985.2975,-4787.0202,3859.1071,-149.5187,1586.6158,-4804.3395,1116.8139,2304.9461,5891.6191,-3958.1585,73739.5675,84352.6687,84850.9436,81369.7067,90141.8829,87296.2933,83902.6345,84377.5001,287334242.1579,287340912.7327,287349390.2165,287322136.7484,83793.5135,287325702.3380,-3558.6464,3710.6090,-4474.5750,-560.4067,4512.9871,-4990.8925,1264.2085,4345.9045,758.6698,5319.2228,4451.2256,2107.3188,4036.1576,6205.9602,-5454.7936,-4629.5301,-5501.6152,4096.9281,-2153.1654,-5257.5155,-81239.4408,-82533.9097,-84213.4933,-80587.1031,-78208.6467,-87628.5916,-92590.6980,-82456.4970,-137899155.5950,-137918783.4285,-137886764.1550,-137895608.3585,-84098.0182,-137887328.9413,
3900.000,3091.2187,-10.0067,33.0301,6562.7019,-5761.1038,3653.7266,4662.8100,-1252.1921,-2138.1283,-4898.1683,-296.6763,2955.7778,5484.3003,-955.9350,4519.9244,-2665.3655,4669.8491,-5622.9315,-1168.8303,-535.5391,-386786.8980,-402761.7262,-381915.4220,-383612.2922,-385122.1223,-384382.9355,-391246.7109,-388242.1521,-178286230.2762,-178313639.6519,-178311046.5842,-178305014.1607,-387984.6963,-178300609.3521,4300.9728,-6567.2069,5059.3657,1786.6497,478.1919,4351.1279,-4192.2584,-5842.2390,5764.6866,700.2584,-4430.3458,-5041.3192,3190.6605,-739.2799,-448.9868,-5127.2155,-906.4415,3413.0879,5921.9513,-4891.4616,65401.2849,75905.8600,76522.1869,73128.4541,81938.0758,79104.0711,75701.7979,76066.7819,283509230.0037,283515466.9846,283524180.7255,283496653.8373,75577.3319,283500714.5487,-4355.5549,2186.5852,-4714.2067,1252.6183,3821.7142,-3946.0043,2671.1171,3515.7087,2516.6527,4658.2145,5260.2042,3646.8494,2596.8431,6820.5893,-5100.4626,-3435.3740,-5013.0055,2247.9573,-3395.1991,-4572.7086,-81324.1259,-82666.4264,-84239.5136,-80911.7793,-78240.4981,-87491.5444,-92814.8789,-82551.3088,-137901600.0857,-137921314.9622,-137889598.0884,-137897974.2362,-84224.1284,-137889848.0743,
4200.000,4325.6518,-1278.5568,2161.7162,6247.4836,-5935.8690,5183.9903,2911.6039,-3040.1550,-515.2747,-5278.0167,-2248.5558,1106.7829,6428.1324,1287.8405,4834.9640,-4186.1393,4895.3186,-5576.4283,730.9679,-2327.1009,-387918.6823,-404370.0472,-383395.2944,-385197.9443,-386643.3959,-385934.1726,-392660.5972,-390217.4764,-184431343.8965,-184458902.5007,-184456857.8585,-184449629.3075,-389480.5349,-184445800.1886,2547.7708,-6791.0651,4834.6898,428.2424,2325.8629,3851.8692,-4866.1208,-5788.8400,5299.6444,2512.0721,-3481.2665,-4823.9030,2225.3105,-1155.2144,-2411.9684,-4926.6069,-2813.7248,4151.2059,5401.4851,-5335.1993,57044.5260,67420.9867,68159.7191,64854.0729,73699.4560,70870.9269,67471.4027,67662.3927,279549153.0573,279554955.3462,279563881.4465,279536140.2529,67328.0065,279540658.3933,-4671.7304,427.3562,-4446.5789,2930.5001,2721.3617,-2476.5630,3777.2700,2309.4836,3969.3967,3469.4350,5495.8922,4788.9375,870.2033,6707.3944,-4177.0479,-1838.6340,-3984.1623,160.2399,-4272.9763,-3351.4898,-81409.8256,-82799.1072,-84265.4593,-81243.1516,-78275.7060,-87347.8035,-93034.1304,-82780.0126,-137904038.9851,-137923843.8462,-137892431.8013,-137900309.4221,-84350.1932,-137892366.9300,
4500.000,5167.9997,-2415.4859,4078.4874,5324.0461,-5555.0737,6189.0633,854.2574,-4519.3917,1202.3347,-5136.4767,-4005.1040,-881.0389,6712.6298,3408.5392,4693.4318,-5238.7226,4672.9936,-4965.0584,2586.5577,-3839.5546,-388870.4726,-405797.7122,-384703.4669,-386614.5322,-387989.9146,-387316.6794,-393899.7260,-391951.4396,-190488539.7588,-190516234.2076,-190514744.2741,-190506295.4805,-390800.9615,-190503074.4791,560.8698,-6342.2381,4181.7048,-1003.1527,3930.7516,2995.8657,-5079.2476,-5191.9833,4269.4436,4035.7741,-2236.6023,-4168.6709,1042.3037,-1353.2170,-4103.4508,-4207.6925,-4419.3221,4466.0823,4388.2989,-5228.3916,48673.0445,58901.9120,59767.2566,56550.5001,65429.7779,62599.6296,59215.1421,59182.5976,275455898.9656,275461265.8538,275470380.2797,275442487.5436,59049.2546,275447421.4629,-4472.5200,-1377.8523,-3700.2930,4292.2753,1329.6512,-740.2661,4458.1976,856.2066,4940.9753,1887.3102,5132.7082,5409.4568,-952.7308,5878.3377,-2786.9659,-26.0468,-2525.3697,-1944.5206,-4692.8082,-1736.4230,-81496.5076,-82931.9466,-84291.5209,-81581.3578,-78314.2565,-87197.3822,-93248.4932,-83133.4459,-137906472.3295,-137926370.0518,-137895265.2222,-137902612.8775,-84476.2126,-137894885.5084,
4800.000,5531.6735,-3328.1527,5595.4894,3891.9873,-4645.4055,6574.7159,-1299.6678,-5555.6321,2829.9547,-4473.4122,-5386.3557,-2810.2825,6314.4049,5171.3421,4094.6061,-5720.8874,4009.3357,-3835.1925,4219.9034,-4919.6905,-389642.2621,-407044.0196,-385839.3575,-387862.1938,-389161.0027,-388530.0879,-394963.7151,-393410.2538,-196454932.1856,-196482749.0858,-196481819.2443,-196472130.1112,-391945.4013,-196469546.3883,-1461.0843,-5261.4625,3156.3765,-2378.6992,5145.9945,1849.2723,-4816.7234,-4098.7385,2798.6052,5122.4442,-818.4971,-3148.4763,-257.6645,-1322.7160,-5354.9714,-3030.9219,-5569.8434,4348.8100,2984.6648,-4566.8006,40290.5926,50352.5148,51348.5295,48221.7320,57132.8083,54292.8672,50936.7133,50650.7297,271231418.8195,271236349.9901,271245628.6023,271217650.7159,50744.8066,271222954.7994,-3779.7578,-3035.0426,-2555.2844,5191.2982,-204.4143,1075.8790,4637.3325,-688.6535,5314.0272,91.1280,4210.0646,5441.1110,-2670.3687,4421.4365,-1085.0220,1789.5672,-793.6311,-3843.1550,-4609.9701,83.0543,-81584.1411,-83064.9393,-84317.8886,-81926.5238,-78356.1365,-87040.3331,-93458.0057,-83592.3629,-137908900.1574,-137928893.5497,-137898098.2801,-137904883.6259,-84602.1864,-137897403.8095,
5100.000,5373.3779,-3945.0435,6563.9422,2099.6234,-3284.4239,6309.8204,-3329.5577,-6058.8867,4187.4094,-3342.3435,-6247.0956,-4486.0876,5280.7472,6379.2810,3082.5036,-5593.5646,2952.7851,-2288.3520,5471.2751,-5463.4781,-390234.1143,-408108.3505,-386802.4581,-388941.2366,-390156.0684,-389574.1320,-395852.2562,-394569.8039,-202327678.7823,-202355604.7424,-202355239.4771,-202344294.4354,-392913.3590,-202342373.3615,-3318.2113,-3653.4777,1847.2337,-3570.2747,5864.1445,507.0308,-4107.2678,-2604.1535,1056.3836,5671.5091,639.1915,-1866.8078,-1560.7519,-1086.7902,-6045.6319,-1507.7140,-6159.2592,3833.0426,1326.6309,-3405.8835,31900.9191,41776.6872,42907.2803,39871.8345,48812.3250,45953.2320,42639.8165,42093.0385,266877726.2240,266882221.7534,266891640.3377,266863647.2680,42418.4038,266869271.9653,-2669.4940,-4366.6155,-1134.5812,5530.9529,-1716.6295,2775.8450,4294.4850,-2159.9411,5043.5994,-1715.4113,2828.2557,4880.4823,-4093.2250,2491.8708,738.4898,3394.6275,1023.9785,-5335.0993,-4033.2510,1892.7025,-81672.6972,-83198.0804,-84344.7519,-82278.7563,-78401.3343,-86876.7611,-93662.7041,-84129.5280,-137911322.5097,-137931414.3104,-137900930.9046,-137907120.7834,-84728.1146,-137899921.8333,
5400.000,4698.4976,-4220.7002,6889.1329,128.2328,-1594.0380,5428.8295,-5026.3937,-5991.0800,5118.9343,-1846.5762,-6492.5472,-5735.8206,3723.4924,6895.9646,1743.6265,-4883.6104,1591.0719,-471.6570,6214.7302,-5426.3042,-390646.1642,-408990.1694,-387592.3350,-389852.1514,-390974.6031,-390448.6535,-396565.1149,-395417.2185,-208103981.7907,-208132003.4325,-208132206.3295,-208119994.8886,-393704.4188,-208118757.4793,-4829.0016,-1676.2973,368.2331,-4462.2578,6026.5980,-914.6583,-3020.0395,-842.9897,-762.8776,5640.0490,2003.3943,-447.2734,-2749.7127,-697.6962,-6114.2307,209.9881,-6139.0490,2988.7729,-428.9795,-1856.9267,23507.7685,33178.3338,34447.2624,31504.9553,40472.1154,37583.2034,34328.1535,33536.3419,262396896.3379,262400956.6981,262410490.9960,262382556.1834,34073.7973,262388448.0843,-1263.9811,-5230.4234,408.6713,5274.7802,-3045.3813,4176.1062,3468.0847,-3400.6799,4162.3379,-3327.7083,1137.8182,3788.3812,-5064.9253,295.7792,2479.1544,4600.3974,2730.6644,-6263.4971,-3024.0767,3479.0452,-81762.1484,-83331.3650,-84372.2995,-82638.1327,-78449.8391,-86706.8409,-93862.6225,-84712.3860,-137913739.4296,-137933932.3035,-137903763.0259,-137909323.5948,-84853.9972,-137902439.5797,
