sl_10_5400_20250504 Coordinates.csv
2025/05/04 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:52 2024,
Start: 2025/05/04 07:47:00.00, Stop: 2025/05/04 09:17:00.00,
TIME_UNITS,STARLINK-1150 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-11241 [DTC] - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-11241 [DTC] - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-11241 [DTC] - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-464.9034,4563.1682,-553.0155,2427.2301,586.3260,-3437.7496,424.7460,-1118.3184,-5375.9662,-6087.9316,284749.5553,302894.1452,288631.1673,290557.6204,290348.5517,290075.6515,298218.9504,294593.2676,155125668.2730,155148231.5462,155142675.3768,155149356.7569,294572.1728,155140578.3660,5048.6023,-976.3563,5450.4184,-6318.4029,5779.7862,-5029.3009,-4855.8960,5115.7920,2553.0796,1407.3371,218859.8781,210951.5990,208550.9010,213047.9795,204284.6992,207642.8455,208894.6178,209228.8124,132075873.3321,132063636.8741,132057014.4643,132078828.1016,209815.7255,132082635.3488,-4700.7546,-5114.6753,3780.3088,623.0650,-3764.1773,3061.5020,4889.2225,-4533.0571,3527.8694,2513.9641,139124.1527,139036.2065,136654.2312,142238.6011,142873.0854,132725.3525,129665.7591,139274.2358,75552183.0726,75533173.3019,75562492.4615,75554961.4791,137567.3307,75564403.7447,
3000.000,1375.3384,4708.4917,1122.5231,1100.3163,1957.4049,-4816.6803,-1483.7045,354.6145,-3753.2934,-6097.0289,280134.9368,298639.9556,284149.1284,286175.3638,285922.9090,285632.3737,293693.3427,290606.7130,152206974.4689,152229830.0671,152224694.8150,152230744.1851,290126.5477,152221937.2769,4110.3070,-2921.5576,4433.0305,-6268.1543,4506.7108,-4622.0102,-3964.7177,6096.3520,3396.0147,2763.7910,224693.7104,217209.6808,214862.4815,219261.7447,210457.7622,213783.5569,215118.3792,215275.3002,135436948.5371,135425065.9851,135418086.6789,135440464.5633,216014.1157,135443653.0489,-5386.9023,-4149.6313,4833.8981,2380.6050,-4876.8013,1398.6723,5452.7777,-3265.3285,4713.7092,765.1234,138995.9957,138960.4232,136656.8429,141981.9415,142900.7080,132864.6699,129450.4346,139041.9341,75552162.8371,75533103.1722,75562123.1326,75554765.5659,137477.3765,75564350.7192,
3300.000,3117.6503,4430.3114,2718.1905,-367.1434,3185.0350,-5685.7891,-3279.4923,1759.6248,-1760.4468,-5452.5192,275402.9664,294250.9034,279540.1674,281665.5672,281368.5298,281065.1996,289035.6306,286458.4666,149215475.7715,149238611.6760,149233910.0426,149239292.5315,285550.4345,149230494.1500,2811.3559,-4558.1945,2956.2040,-5571.5089,2810.5298,-3747.7711,-2729.1576,6490.0388,3955.3843,3814.0147,230428.8385,223381.6891,221080.0578,225381.2400,216538.5109,219832.4274,221244.6197,221302.6769,138733541.9212,138722018.4757,138714701.9693,138737625.7645,222118.3751,138740191.4744,-5493.6417,-2739.2208,5304.6023,3867.5900,-5466.4640,-421.4292,5427.1561,-1647.1610,5392.6356,-1072.9708,138867.4687,138883.5671,136660.9303,141718.9164,142924.7671,133010.3296,129240.1695,138691.1612,75552147.9401,75533035.2090,75561754.1303,75554584.8173,137387.3357,75564297.5211,
3600.000,4588.8618,3740.4709,4059.3548,-1836.0255,4153.5041,-5967.3246,-4782.3072,2973.3709,403.0959,-4214.2573,270555.8343,289728.9660,274806.3175,277030.5314,276687.2560,276376.4158,284248.0254,282113.8567,146152596.4775,146176000.5348,146171744.4389,146176425.7130,280845.8249,146167673.1696,1282.4782,-5729.1956,1189.6612,-4310.4088,863.3462,-2480.4918,-1272.9544,6247.9715,4183.4948,4464.1299,236062.9419,229464.7249,227200.8767,231403.5362,222524.1844,225787.2660,227270.5073,227312.7846,141964076.6880,141952917.2021,141945283.5459,141968732.7480,228125.7554,141970673.9499,-5009.5603,-1034.2986,5135.8942,4915.1782,-5470.4204,-2194.2221,4815.1791,148.0792,5491.9235,-2786.1181,138738.5712,138805.6932,136666.3141,141449.3660,142945.2784,133162.4081,129034.9103,138240.0944,75552138.3641,75532969.4407,75561385.5234,75554419.6039,137297.2084,75564244.1505,
3900.000,5638.2217,2689.2303,4993.7197,-3162.3459,4766.4526,-5645.5044,-5837.3520,3893.3559,2521.3546,-2507.7271,265595.7780,285076.1650,269949.6647,272272.6511,271880.9931,271568.3835,279332.7932,277542.5496,143019795.0292,143043454.9596,143039655.5287,143043601.9085,276014.7686,143034932.6600,-328.2974,-6325.4577,-669.5492,-2624.3420,-1141.0817,-935.9044,263.8892,5384.5301,4058.8140,4663.0497,241593.7510,235455.9297,233222.2289,237325.7206,228412.0629,231645.9707,233193.2639,233299.9551,145127007.4957,145116216.4705,145108286.0406,145132237.9793,234033.5501,145133555.2496,-3986.2643,781.9837,4348.0305,5404.6620,-4888.1921,-3720.9078,3682.8264,1927.3446,5000.9974,-4175.3174,138609.3028,138726.8518,136672.8126,141173.1258,142962.2571,133320.9747,128834.6057,137715.4125,75552134.0893,75532905.8964,75561017.3800,75554270.3003,137206.9946,75564190.6072,
4200.000,6152.8663,1362.4853,5408.6916,-4211.2889,4956.3287,-4766.2459,-6331.5536,4446.4976,4383.4814,-510.7492,260525.0812,280294.5674,264972.3470,267394.4183,266951.7094,266643.5399,274292.2542,272721.8639,139818563.3193,139842466.7264,139839134.2897,139842312.8670,271059.3722,139833764.3916,-1869.6472,-6296.4931,-2418.9934,-694.3904,-3006.3402,739.1098,1738.4932,3977.2688,3587.9560,4405.4453,247019.0484,241352.4873,239141.4496,243144.8940,234199.4691,237406.5355,239010.1659,239251.1604,148220821.1972,148210402.7761,148202196.2468,148226626.0890,239839.0964,148227322.3373,-2533.2373,2513.9373,3035.7148,5280.6892,-3781.6389,-4830.9697,2152.3170,3498.9729,3972.4984,-5079.9506,138479.6631,138647.0892,136680.2418,140890.0271,142975.7174,133486.0889,128639.2073,137150.5165,75552135.0935,75532844.6053,75560649.7677,75554137.2852,137116.6945,75564136.8913,
4500.000,6070.3795,-124.8481,5245.3258,-4870.8065,4691.9967,-3430.3340,-6206.1400,4594.5726,5804.8863,1565.4822,255346.0725,275386.2859,259876.5535,262398.4266,261901.4345,261604.4012,269128.7814,267639.6056,136550425.9808,136574560.3603,136571704.4424,136574083.2005,265981.7987,136565692.8700,-3200.9459,-5654.7989,-3872.9199,1276.4548,-4552.3845,2380.5765,3018.3510,2159.9044,2805.7774,3729.8897,252336.6698,247151.6245,244955.9197,248858.1657,239883.7692,243067.0572,244718.5452,245146.9883,151244037.5634,151233995.5281,151225533.8430,151250414.5998,245539.7757,151250495.0895,-806.6429,3974.7952,1357.0345,4557.3068,-2268.7985,-5400.9782,389.0774,4693.7270,2516.8080,-5395.9137,138349.6517,138566.4480,136688.4156,140599.8990,142985.6725,133657.7957,128448.6692,136582.8834,75552141.3520,75532785.5975,75560282.7538,75554020.9419,137026.3080,75564083.0027,
4800.000,5386.8527,-1638.7210,4506.9656,-5063.6551,3983.5978,-1781.3923,-5463.9344,4336.0859,6645.9128,3498.6763,250061.1246,270353.4803,254664.5229,257287.3760,256732.2583,256453.5663,263844.8003,262295.9529,133216939.6607,133241292.4102,133238921.7253,133240469.6612,260784.2658,133232274.6104,-4205.0935,-4473.4065,-4882.2429,3084.6678,-5633.0364,3823.3084,3993.2432,109.1929,1773.3877,2713.0270,257544.5055,252850.6127,250663.0666,254462.6478,245462.3738,248625.7447,250315.7900,250963.4109,154195209.9920,154185547.7573,154176852.1018,154202154.6386,251133.0153,154201627.0037,1007.1724,5007.1869,-485.4472,3316.4193,-511.7893,-5367.7656,-1416.2399,5383.1914,790.3947,-5086.9753,138219.2684,138484.9675,136697.1465,140302.5702,142992.1350,133836.1205,128262.9478,136050.7710,75552152.8374,75532728.9034,75559916.4049,75553921.6584,136935.8353,75564028.9416,
5100.000,4159.0564,-3038.0606,3260.9437,-4756.7065,2883.7365,9.6389,-4170.1788,3704.7043,6826.0494,5078.8406,244672.6527,265198.3568,249338.5430,252064.0783,251446.3298,251193.7209,258442.7872,256704.0106,129819692.2780,129844250.7069,129842373.1546,129843060.4039,255469.0459,129835097.3959,-4798.8842,-2877.1406,-5350.0854,4547.3036,-6150.2211,4917.1685,4584.5877,-1972.6714,573.9451,1460.8371,262640.5009,258446.7689,256260.3654,259955.4482,250932.7396,254080.9279,255799.3453,256674.1640,157072926.1995,157063646.8096,157054738.5815,157080431.6318,256616.2893,157079305.8906,2711.9167,5500.1366,-2269.4239,1698.7660,1300.3525,-4734.9937,-3068.7086,5493.4442,-1021.0352,-4188.6310,138088.5132,138402.6841,136706.2456,139997.8724,142995.1161,134021.0620,128082.0021,135589.6600,75552169.5202,75532674.5538,75559550.7874,75553839.8278,136845.2764,75563974.7078,
5400.000,2500.0385,-4187.8751,1632.6403,-3966.2909,1484.3673,1761.9306,-2446.6025,2764.8059,6331.8926,6130.8343,239183.1135,259923.1693,243900.9494,246731.4635,246045.8556,245827.6423,252925.2684,250888.8722,126360302.2677,126385053.6068,126383676.2683,126383474.2330,250038.4644,126375779.5218,-4939.7376,-1028.9561,-5240.8485,5520.8179,-6063.2277,5542.4639,4751.2551,-3878.1836,-693.6334,97.9256,267622.6580,263937.4572,261745.3394,265333.6609,256292.3699,259431.0690,261166.7144,262253.4116,159875808.8973,159866915.0212,159857815.8031,159883865.9856,261987.1200,159882154.5498,4122.9777,5400.7848,-3780.1737,-111.9037,2972.2082,-3572.7829,-4390.4723,5012.7521,-2722.8115,-2804.2954,137957.3859,138319.6316,136715.5234,139685.6445,142994.6264,134212.5831,127905.7931,135228.9261,75552191.3683,75532622.5802,75559185.9672,75553775.8481,136754.6314,75563920.3014,
