sl_20_5400_20280124 Coordinates.csv
2028/01/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:16 2024,
Start: 2028/01/24 07:47:00.00, Stop: 2028/01/24 09:17:00.00,
TIME_UNITS,STARLINK-5432 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-6054 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-32263 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-6054 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-6054 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-3961.2662,2327.0160,3130.4402,-4684.0303,870.4615,0.0000,0.0000,5287.0178,4906.1135,3808.7297,-862.4404,-3887.1144,-5970.3603,4335.3075,-6199.2896,-238.1675,3800.0795,3159.2331,4305.6564,5262.2007,-302892.0942,-332231.5838,-312835.5153,-313931.8569,-322002.6123,-320226.5970,-319964.7238,-319425.6812,-125397414.4298,-125413449.7539,-125367092.6807,-125367073.2442,-318099.2122,-125378261.2485,-3641.2877,3671.9089,5745.4523,-3084.9493,-5220.2840,0.0000,0.0000,-726.8606,-1034.5632,2642.1161,-6794.6431,-5329.0875,-575.2018,2919.4928,349.9131,5856.5954,-2369.7236,3620.4060,-1072.9977,1087.4080,176829.4972,174219.8240,176277.2873,176134.4123,179604.6662,177861.4295,170976.9737,174415.1356,308592689.7168,308574918.2812,308595032.2624,308596138.1226,173547.3265,308590982.8915,-4359.0420,5325.4786,2264.8009,-3953.8383,-4480.5910,0.0000,0.0000,4218.9212,4739.6063,-5169.8326,-1173.9197,-1948.9958,3489.3602,-4589.8698,3029.1731,3469.5046,5008.0045,4991.4239,5290.1470,4187.0368,-167209.1933,-173172.2442,-169297.0369,-169519.2945,-164764.2334,-172582.1764,-179815.8512,-171709.3820,-101806973.6601,-101825405.4518,-101790190.8393,-101796000.2175,-170900.1236,-101800072.7209,
3000.000,-4788.6807,3671.7381,4167.0148,-6019.0794,-1247.6845,0.0000,0.0000,3911.6396,3462.7440,4606.0799,-1482.1336,-4998.4751,-6457.8185,3560.7008,-6550.7407,1603.3754,1950.7550,1571.8784,3028.1839,6204.1716,-306517.0796,-335731.8375,-316406.6347,-317610.3196,-325638.8885,-323814.3061,-323583.3535,-323199.4190,-132103888.4990,-132119503.3599,-132074063.5140,-132073903.5470,-321709.2699,-132084809.0901,-1682.0666,1956.0828,4293.4624,-2158.4194,-4917.0901,0.0000,0.0000,-2189.0858,-2529.7389,3897.0357,-6720.0219,-4719.2325,1138.3716,1270.5394,1724.0338,5036.1791,-3529.2544,2553.0500,-2824.0233,-332.5018,170529.7369,167269.3303,169426.2113,169251.7626,172876.1109,171030.7124,164321.1773,167747.8709,305784429.4661,305766054.4626,305787204.4994,305788420.5519,166819.0700,305782779.8155,-4710.8891,5472.1508,3481.2900,-2487.4146,-4727.7086,0.0000,0.0000,5115.0983,5403.3681,-3435.2155,951.9304,-165.8700,2274.4357,-5839.9096,1370.2879,4294.6886,5372.5792,6244.0321,5524.8238,2798.3152,-167166.2991,-173138.9468,-169185.7333,-169693.2706,-164676.3407,-172248.5155,-179844.0539,-171205.7388,-101802547.5504,-101820901.7652,-101785123.9139,-101790990.4120,-170863.2171,-101795431.6962,
3300.000,-5195.5395,4696.1101,4831.7711,-6738.9192,-3256.2892,0.0000,0.0000,2157.5182,1708.0124,4869.9116,-1963.4163,-5602.0404,-6333.2340,2488.8639,-6254.9717,3312.0435,-81.9493,-128.0596,1497.3158,6512.7262,-310012.9120,-339084.7757,-319837.6367,-321152.8865,-329132.7276,-327248.1473,-327062.8238,-326718.5882,-138747510.6370,-138762693.6139,-138718206.2045,-138717918.3036,-325177.0699,-138728506.9265,429.1618,79.5635,2420.6226,-1040.2428,-4183.0536,0.0000,0.0000,-3474.1930,-3822.8618,4763.0265,-5959.0683,-3632.4563,2723.3867,-552.0248,2911.8557,3729.8711,-4363.0536,1142.8889,-4333.6474,-1687.8387,164155.3155,160248.7955,162497.9726,162282.9655,166071.0990,164112.4008,157589.9221,160930.1605,302830439.6874,302811472.3708,302833622.4741,302834949.9626,160015.7106,302828843.8977,-4557.8835,5020.1342,4323.7771,-746.4467,-4470.2445,0.0000,0.0000,5433.5067,5482.0355,-1334.8588,2976.4219,1635.4307,816.8479,-6473.6492,-436.7451,4635.9892,5107.7535,6829.5720,5162.8892,1094.3735,-167123.7022,-173105.2038,-169077.5277,-169871.5078,-164591.5283,-171909.6031,-179867.5507,-170675.6899,-101798117.9685,-101816396.8265,-101780067.3304,-101785988.0364,-170826.2148,-101790790.4168,
3600.000,-5140.5691,5291.5582,5068.4141,-6769.8532,-4959.6741,0.0000,0.0000,210.8734,-181.0376,4590.8925,-2283.8251,-5650.4536,-5601.1185,1236.1415,-5333.9045,4715.0111,-2077.7945,-1748.4819,-136.7480,6147.7930,-313378.0259,-342288.9688,-323126.9231,-324559.1575,-332482.5340,-330525.1194,-330401.5651,-329976.4210,-145325114.6457,-145339854.5882,-145296353.0340,-145295949.5339,-328501.0497,-145306188.4147,2486.9850,-1770.1454,309.3429,175.7021,-3086.7458,0.0000,0.0000,-4450.5759,-4784.6399,5123.9935,-4585.6417,-2163.7274,4038.6197,-2367.7047,3813.9519,2074.3890,-4777.1858,-461.0941,-5447.6539,-2855.5684,157708.8323,153161.3730,155495.6629,155230.1917,159192.6855,157108.4741,150786.0608,153972.2247,299732126.0832,299712577.9225,299735690.7671,299737130.1050,153140.2550,299730580.7607,-3916.3126,4018.6754,4701.9305,1077.0089,-3735.5096,0.0000,0.0000,5138.2996,4967.1188,907.8655,4684.0425,3257.0981,-727.8962,-6425.1067,-2196.6372,4455.1109,4244.4228,6685.9936,4243.2888,-732.8653,-167081.3976,-173071.0058,-168972.5557,-170053.6511,-164509.7799,-171566.0584,-179886.3699,-170156.7844,-101793684.8185,-101811890.6263,-101775021.3380,-101780993.5718,-170789.1168,-101786148.8827,
3900.000,-4622.4543,5387.8914,4857.7565,-6109.8627,-6190.4172,0.0000,0.0000,-1725.7625,-2017.9886,3821.5449,-2433.3992,-5152.2083,-4325.0593,-70.6576,-3873.1310,5666.9273,-3823.9138,-3112.9657,-1718.6249,5140.2288,-316610.9076,-345343.0541,-326272.9595,-327829.0266,-335686.7755,-333642.1343,-333598.0637,-332975.3221,-151833565.7451,-151847851.7771,-151805367.6569,-151804860.6037,-331679.7101,-151814718.6266,4292.3420,-3412.1798,-1834.3541,1386.0882,-1727.0829,0.0000,0.0000,-5012.5768,-5313.2768,4918.5512,-2737.9437,-449.1458,4970.1702,-3991.6243,4359.6563,238.3845,-4716.8794,-2081.4881,-6047.3769,-3734.0683,151192.9206,146010.2465,148422.4109,148095.6002,152243.9560,150020.8036,143912.4813,146889.2755,296490963.1355,296470845.8087,296494882.8310,296496433.6232,146195.7423,296489464.8132,-2854.5931,2577.1276,4575.2538,2781.2667,-2601.5829,0.0000,0.0000,4262.6683,3914.1970,3053.6061,5893.2753,4521.0548,-2195.0476,-5699.5190,-3719.6478,3772.4403,2883.4857,5828.5821,2865.1340,-2477.6360,-167039.3803,-173036.3431,-168870.9465,-170239.1911,-164431.0804,-171218.7362,-179900.5378,-169684.6008,-101789248.0063,-101807383.1549,-101769986.1587,-101776007.4801,-170751.9230,-101781507.0939,
4200.000,-3680.9479,4961.8867,4219.0587,-4828.8543,-6825.9819,0.0000,0.0000,-3454.6174,-3625.4805,2668.2223,-2413.1427,-4169.0465,-2622.1539,-1306.8882,-2013.4921,6065.0643,-5137.7128,-4079.9380,-3102.5274,3589.2254,-319710.0953,-348245.7359,-329274.2773,-330962.7281,-338743.9846,-336596.0084,-336650.8624,-335726.2820,-158269762.0669,-158283583.5900,-158242146.6006,-158241547.7235,-334711.6162,-158250995.5429,5671.7175,-4690.1618,-3801.0318,2486.5904,-224.7748,0.0000,0.0000,-5092.0589,-5345.4675,4149.4034,-603.9487,1346.8303,5441.1771,-5253.0580,4511.9374,-1594.7443,-4173.9800,-3532.0138,-6062.7462,-4251.6380,144610.2469,138798.6279,141281.3807,140881.3556,145228.0254,142851.1336,136972.1057,139699.9757,293108493.4043,293087818.7929,293112740.2895,293114401.3530,139185.2427,293107038.5484,-1486.2643,853.2381,3957.3133,4177.7113,-1189.3127,0.0000,0.0000,2905.2567,2437.1100,4873.2515,6475.8552,5288.6974,-3428.4095,-4372.7710,-4842.2609,2664.7864,1184.3376,4348.4167,1177.2403,-3943.9087,-166997.6453,-173001.2055,-168772.8229,-170427.4094,-164355.4159,-170868.8058,-179910.0789,-169290.3601,-101784807.4393,-101802874.4026,-101764961.9874,-101771030.2057,-170714.6335,-101776865.0504,
4500.000,-2394.4947,4041.4900,3208.3252,-3060.8950,-6801.3682,0.0000,0.0000,-4803.0235,-4852.5178,1276.6527,-2233.0160,-2808.0312,-651.9709,-2361.7075,63.0620,5860.6880,-5886.3986,-4557.5926,-4165.7942,1652.0269,-322674.1806,-350995.7865,-332129.4735,-333960.8879,-341652.7586,-339383.4627,-339558.5620,-338247.7763,-164630636.1331,-164643982.8304,-164603620.7506,-164602941.4318,-337595.3978,-164611951.5317,6494.0491,-5487.3841,-5398.3519,3380.5921,1288.0484,0.0000,0.0000,-4666.9486,-4864.2455,2884.8895,1598.1837,3047.3228,5417.7038,-6013.3862,4268.8533,-3245.1644,-3189.9410,-4638.9780,-5480.8484,-4371.6169,137963.5094,131529.7566,134075.7700,133589.6632,138148.0369,135601.0665,129967.8890,132424.8293,289586326.7934,289565106.9774,289590872.2037,289592641.5886,132111.8565,289584911.8095,41.8844,-964.1336,2914.3242,5111.9649,350.3343,0.0000,0.0000,1219.3193,695.8457,6172.9461,6370.0071,5475.9782,-4297.0443,-2584.0162,-5444.5423,1256.8741,-653.7333,2403.1823,-637.9208,-4967.5716,-166956.1880,-172965.5824,-168678.3006,-170617.3064,-164282.7741,-170517.8566,-179915.0156,-168999.0800,-101780363.0263,-101798364.3596,-101759948.9932,-101766062.1777,-170677.2484,-101772222.7523,
4800.000,-874.2271,2704.7260,1913.6565,-989.6000,-6116.2281,0.0000,0.0000,-5641.0100,-5588.9303,-186.6774,-1909.9799,-1209.5740,1398.6634,-3147.8791,2151.5231,5065.2774,-6000.7285,-4512.9828,-4819.7892,-472.5506,-325501.8088,-353592.0461,-334837.2124,-336824.5760,-344411.7603,-342001.1381,-342319.8214,-340564.3001,-170913156.3174,-170926018.1569,-170886756.8183,-170886008.0608,-340329.7504,-170894554.8105,6683.5739,-5737.6003,-6470.0813,3987.3293,2679.2628,0.0000,0.0000,-3765.4971,-3902.5029,1252.5517,3642.5162,4480.4757,4910.4456,-6181.7750,3661.8924,-4554.3490,-1853.4627,-5262.3599,-4348.6627,-4093.8787,131255.4372,124206.8977,126808.8090,126222.8273,131007.1605,128272.0598,122902.8176,125084.6451,285926139.7837,285904387.0363,285930954.3065,285932829.3164,124978.7122,285924761.0240,1565.5067,-2676.0326,1558.1989,5480.9318,1852.4106,0.0000,0.0000,-604.5144,-1120.8458,6814.7355,5586.7152,5062.3735,-4709.0137,-521.7479,-5462.4476,-292.6525,-2415.2455,200.7491,-2384.2255,-5434.5179,-166915.0037,-172929.4627,-168587.4885,-170807.5033,-164213.1434,-170168.0371,-179915.3686,-168828.2563,-101775914.6779,-101793853.0160,-101754947.3201,-101761103.8118,-170639.7677,-101767580.1995,
5100.000,745.3682,1073.1533,447.8787,1171.3556,-4835.3857,0.0000,0.0000,-5894.0923,-5775.3448,-1554.5890,-1466.4437,467.1392,3333.4075,-3608.8741,4043.8971,3750.5707,-5481.1432,-3974.0475,-5016.9726,-2564.6760,-328191.6797,-356033.4238,-337396.2261,-339555.3515,-347019.7190,-344445.6387,-344933.3588,-342704.6508,-177114328.2903,-177126695.5285,-177088558.7918,-177087751.1857,-342913.4354,-177095810.8911,6227.0672,-5430.1444,-6911.7399,4248.8578,3828.1955,0.0000,0.0000,-2465.2932,-2541.3835,-574.2150,5318.5228,5496.8250,3972.4629,-5726.5820,2751.8202,-5400.4231,-292.6814,-5313.7882,-2769.3527,-3453.0545,124488.7891,116833.3408,119483.7584,118783.3482,123808.5918,120865.4441,115779.9085,117699.1672,282129674.6357,282107401.4176,282134728.2037,282136705.4180,117788.9653,282128328.4054,2920.5452,-4095.5769,34.6232,5243.9402,3155.8568,0.0000,0.0000,-2360.0801,-2816.2468,6730.7381,4208.7127,4093.0646,-4620.8156,1595.7992,-4894.1886,-1809.2540,-3894.2584,-2023.1954,-3873.4716,-5292.8363,-166874.0880,-172892.8348,-168500.4881,-170996.1147,-164146.5138,-169822.2350,-179911.1569,-168787.0187,-101771462.3063,-101789340.3618,-101749957.0876,-101756155.5121,-170602.1913,-101762937.3921,
5400.000,2318.2900,-699.4118,-1061.0784,3200.4158,-3082.5605,0.0000,0.0000,-5549.6491,-5407.5138,-2678.2751,-929.2125,2059.9578,4965.0232,-3722.4902,5549.5987,2042.1460,-4395.6768,-3024.1378,-4753.4918,-4405.9969,-330742.5482,-358318.8978,-339805.3151,-342155.2802,-349475.4302,-346713.6232,-347397.9524,-344700.0289,-183231196.4456,-183243059.6312,-183206069.3695,-183205213.0559,-345345.2807,-183212764.0073,5174.5701,-4608.9782,-6681.1350,4135.4406,4635.9543,0.0000,0.0000,-886.7779,-903.4771,-2394.7563,6453.0790,5985.0867,2693.4910,-4680.6240,1622.6599,-5709.4131,1337.2273,-4768.6912,-892.5031,-2514.1287,117666.3528,109412.3984,112103.9082,111274.0753,116555.5507,113382.4855,108602.2079,110285.9192,278198738.5599,278175957.5139,278204000.5445,278206075.8406,110545.7974,278197421.1243,3961.1259,-5068.4582,-1492.6886,4427.0745,4120.9811,0.0000,0.0000,-3849.4143,-4207.3256,5929.8971,2382.1892,2674.1889,-4041.7716,3544.0285,-3800.3617,-3122.4017,-4918.6247,-4030.9864,-4945.8138,-4558.2327,-166833.4365,-172855.6867,-168417.3936,-171180.5878,-164082.8763,-169484.3013,-179902.3973,-168875.7038,-101767005.8253,-101784826.3868,-101744978.3925,-101751217.6725,-170564.5193,-101758294.3300,
