sl_20_86400_20280601 Coordinates.csv
2028/06/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:31 2024,
Start: 2028/06/01 07:47:00.00, Stop: 2028/06/02 07:47:00.00,
TIME_UNITS,STARLINK-4311 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-4336 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-6602.5963,-1127.6998,3559.8051,-560.2858,-3518.0378,-6734.8118,-4653.2954,-5365.3561,3553.2067,1554.6573,6486.4773,5781.5907,1075.0451,-1507.7917,2757.2633,3850.5450,3389.7398,-847.1706,4248.1439,-4663.7446,-303209.6254,-298465.6399,-294446.6856,-292853.3113,-299256.1916,-298097.7804,-304193.1519,-300011.8074,-5321429.7779,-5337966.9451,-5331317.2730,-5329813.7184,-299935.1835,-5334668.8449,2093.5099,4968.1335,5417.4013,4872.2244,2181.2933,-50.3503,4594.0063,2369.0833,-5126.8751,4910.8104,2298.3507,-1710.3333,6044.8428,5700.0607,-4836.2751,-4465.1839,-3590.3750,5892.8162,-3255.3113,496.1186,215269.2832,234833.2513,217136.3676,213387.7417,219592.6743,218244.1849,215300.2947,215024.5495,-340183166.4455,-340159121.3969,-340202365.7110,-340189581.9778,215335.7480,-340194527.6650,165.1856,-4699.6186,2303.0793,-4861.8985,5532.7791,-201.8649,1120.3456,3648.0290,-2794.8140,4614.3011,-666.9648,2880.9207,3089.9904,3444.2145,-3976.0528,3578.4041,4711.0877,3364.8371,-4272.1478,-5115.2999,-27275.2686,-29529.8614,-30003.6249,-21701.6196,-27443.9971,-36898.9998,-28734.8759,-26152.2424,117600206.8545,117583128.4797,117625322.9933,117616425.2829,-27914.7885,117610838.4287,
36000.000,4983.8806,-2577.0120,-4039.4976,-2039.0249,1348.4175,4671.8929,1733.7119,1568.4989,701.7603,-5032.5886,-5296.3285,-1234.2437,-3238.7259,-2289.7353,-1186.3170,236.6736,-2128.7450,-2572.2115,-240.0519,-415.2580,-347507.0814,-347018.2385,-338217.9100,-337311.4336,-342202.4118,-341754.4218,-349104.6224,-344036.8913,82963433.5267,82939376.2886,82956706.5859,82948497.2413,-344225.3810,82950468.9080,434.6348,-5738.6215,-1817.4404,-6452.1801,-5630.0421,-2166.6794,-5023.7403,-3839.2196,4947.3596,-2733.9187,12.4661,3819.6388,-2643.6581,-3414.0807,6723.1679,4136.2602,6435.2969,-3219.5275,5411.4839,917.9621,128064.4728,152219.5024,133631.6629,131654.4518,138757.5831,136741.6266,133004.2877,134003.4591,-329939688.7378,-329918871.2887,-329951522.6023,-329943230.3921,133297.7387,-329950125.3347,4785.4866,2894.1502,-5270.8194,1345.3934,-3795.6729,-4347.7117,3963.9808,-5535.4090,4649.9120,-3893.1824,4435.1741,-5350.7038,-5466.3537,-5462.0215,-379.9799,-5525.6913,-848.6588,-5468.3658,4174.9122,6853.1803,-27760.3999,-31369.7315,-30793.9032,-24027.3443,-26760.1977,-37502.8576,-33781.1001,-31208.9095,117642840.7951,117625640.1848,117671797.8950,117653160.2990,-29557.8350,117654688.8616,
39600.000,212.9588,4829.0753,4217.7137,3301.2585,329.5840,56.3875,3425.2548,2378.4612,-4868.8494,6868.3325,2599.7940,-3555.9962,5343.7812,5842.1415,-1107.0711,-4417.2367,-28.7768,5802.8136,-3178.2508,5187.0120,-366712.1623,-373185.4124,-360488.0571,-360062.5650,-363973.6924,-363823.9064,-370961.0249,-366574.3335,165578657.6234,165548506.2639,165570790.7458,165560730.4753,-366539.7529,165565430.1575,-899.4445,4919.8570,-2728.0742,5255.7157,6902.7346,4413.1870,2698.8200,5170.9804,-3666.6015,430.2926,-3391.3738,-4968.0343,-1254.9253,768.8194,-5078.2325,-3585.4481,-5768.5831,177.5285,-5965.0504,804.3868,34204.5968,60137.3668,41754.9547,41344.5779,48920.1653,46950.4284,42306.5738,41929.6393,-297182381.0349,-297166482.2822,-297186293.6060,-297193400.0876,42805.3582,-297191930.5007,-6870.7462,668.3215,4695.8902,3009.0612,-331.7080,5079.2733,-5006.6633,3910.8346,-3091.0099,741.1363,-5440.2678,2704.9021,4132.5819,3448.1948,4433.5779,3896.7027,-3664.0768,3612.2827,-1085.8897,-4540.3847,-28712.6328,-33190.3257,-31249.9265,-26834.1495,-26714.1982,-37408.5776,-37852.4063,-29648.8649,117686203.8703,117668302.1339,117716685.6015,117691828.5745,-31197.8898,117698501.1228,
43200.000,-4706.9956,-5379.5520,-3822.6125,-3980.7781,-1933.6145,-3870.6646,-6573.2625,-4566.3544,6633.7061,-6034.1819,-78.1006,5217.1789,-5829.5835,-6637.4794,4106.7283,6390.1249,3204.8768,-6524.0654,4888.4349,-5925.3713,-361289.3261,-375292.2878,-359904.6865,-359868.7325,-362793.5950,-363000.6868,-369141.9712,-365672.4518,236887356.9914,236852947.2294,236874475.5217,236874384.3260,-365468.3360,236873418.7255,-1735.7684,-2086.6672,5635.5654,-1453.7796,-5120.8388,-5336.1164,48.3360,-5187.0466,1452.1978,1822.8944,6219.7380,3346.3261,3649.6902,1206.6569,1421.5347,2599.8486,2560.6201,1891.3224,3888.7108,-3570.0169,-60117.5298,-35455.7579,-52699.7537,-51880.9050,-43795.2568,-45784.8122,-50699.7838,-49139.9804,-244148832.1338,-244139049.9543,-244146518.7096,-244166387.3802,-50362.7252,-244157793.2618,4770.0634,-3840.2573,-998.9386,-5452.5768,4221.6771,-1400.1864,897.8676,153.6109,-765.7308,2850.7145,3008.1414,2498.5197,-35.2595,1077.5289,-5284.0120,213.8124,5452.2616,822.0857,-2804.4399,-515.9557,-29891.3984,-34988.2308,-31688.8456,-30193.2165,-27223.5982,-36521.4837,-41090.8205,-34161.9164,117730325.1623,117711137.5601,117760231.2063,117736288.6856,-32834.7861,117742275.2040,
46800.000,5082.4352,4757.9948,1849.0899,4492.1295,3951.4203,4831.6645,4610.0518,4757.7118,-5251.3793,3007.0627,-1598.0388,-3819.6978,3472.1258,3856.9086,-6180.2139,-5458.6036,-5962.5168,3777.0425,-4999.2072,2652.1447,-332435.6228,-353222.5570,-336501.4491,-337340.6488,-338562.4353,-339333.7969,-344137.3761,-340558.0866,292024717.8120,291988147.6019,292004307.6339,292018275.9753,-341094.9160,292009827.7434,4706.1187,-1931.1598,-5699.8610,-2884.4619,1395.7592,3104.7113,-2408.8561,2820.0492,1644.3979,-4111.3018,-6600.7836,1275.1151,-4284.3261,-2910.0180,1833.3236,-330.6663,787.4027,-3257.0486,299.5604,3700.5054,-148996.7621,-128363.7423,-143793.8318,-142178.8985,-133377.4296,-136430.8944,-140053.8246,-141496.0747,-174460036.4573,-174456949.1264,-174454772.4093,-174477614.1111,-140261.0495,-174468890.8860,187.1507,4640.7640,-3389.3345,4362.9182,-5510.9847,-3525.7693,4110.6612,-4151.6691,4039.4651,-4692.7647,1290.3592,-5341.0006,-4115.0884,-4835.3700,2269.9118,-4216.3932,-3243.2542,-4690.7310,4655.9687,5224.7233,-31210.0524,-36759.1680,-32431.5487,-34172.7628,-28214.7742,-34765.7040,-43611.9602,-33319.9553,117775182.1767,117754173.3270,117802694.4346,117783719.5868,-34468.3572,117786011.0972,
50400.000,-1932.0585,-3515.0090,1772.9177,-4226.7684,-5664.3701,-3690.5175,726.3159,-3946.5011,1983.5090,636.8250,2977.0352,1401.3210,934.8598,656.7245,5386.0305,2826.0585,6062.7164,823.2628,4056.2955,1100.0121,-282566.9553,-308430.0229,-291704.9880,-295686.3915,-292739.0909,-294329.3745,-297750.8705,-295961.3652,327229913.8163,327193340.7576,327201279.0839,327226791.7782,-294990.5268,327214101.2623,-4315.4994,5369.9194,3741.5506,5434.8730,2119.7563,1742.1554,4390.6467,1335.5571,-4885.8213,5865.6832,3988.1530,-5762.2688,4059.0332,4577.8340,-3475.2605,-3083.1980,-2831.8303,4410.1482,-4515.1125,72.9438,-226994.4722,-212553.0777,-225768.2012,-222880.3968,-214092.3365,-221543.3983,-220158.5879,-219869.1070,-92873187.1839,-92876667.8381,-92868943.8274,-92886110.0814,-221157.2077,-92882473.0201,-5069.2219,-2612.4566,5488.2913,-489.1358,3349.2119,5349.7312,-4927.0918,5504.1865,-4348.8904,3611.0621,-4804.0651,3077.0809,5461.6287,5019.1563,2372.6757,5479.3507,-1381.0307,5156.5446,-3169.4000,-6852.4808,-32627.0659,-38497.5473,-33716.6203,-37708.2157,-29648.3996,-33762.0446,-45477.5423,-36950.3862,117820702.2994,117797440.8490,117844308.1899,117831866.6856,-36098.4371,117829708.7945,
54000.000,-996.2667,1567.7035,-5455.1517,2115.0737,5607.7292,1959.4617,-4764.0628,3043.2339,1335.1676,-3377.3644,-4452.5238,920.0889,-4945.4515,-4071.4377,-1513.3600,-277.3431,-2786.5851,-4431.7717,-2055.6657,-1908.3519,-215262.3127,-243847.4391,-228289.3248,-234372.1359,-228194.1326,-230058.0877,-233028.5976,-228820.3862,340102663.9141,340068059.6667,340066948.1507,340097881.6938,-230111.9131,340086221.0375,-99.1500,-6669.4777,-1464.3874,-5411.7026,-3956.6359,-5932.9462,-4568.3827,-5188.8501,6544.0698,-6034.3951,147.4471,6278.1171,-3602.3200,-5269.6921,4036.7184,6090.3587,3764.8149,-4845.9493,6500.0459,-5029.9522,-289449.9580,-282544.1095,-293379.1254,-287236.5948,-280807.4127,-292155.9294,-286072.6657,-288932.9176,-4956941.3718,-4966143.1199,-4957492.9396,-4964169.2506,-287897.7569,-4967112.0136,6846.3549,-1037.4798,-3935.8538,-3729.9900,870.1209,-2527.6270,672.9527,-3412.1731,1435.3602,-307.9746,5277.0414,2099.0066,-3148.3479,-1537.4068,-5312.1267,-3242.7291,4962.3708,-1932.1269,-618.5018,4369.8072,-34118.8211,-40195.7099,-35636.3561,-37253.2390,-31512.1024,-38545.9150,-46708.8024,-37118.0422,117866767.4980,117840977.2721,117885270.7816,117879498.3815,-37724.8602,117873368.2876,
57600.000,826.2397,1207.3167,6868.0739,1687.2173,-2918.8767,193.6482,4898.5092,-1789.4570,-3622.1327,4756.3665,5417.1927,-3346.9316,6333.2798,4988.3637,-3195.6795,-1487.2135,-2009.9449,5385.0351,-1044.6372,-151.4951,-135060.0894,-163697.7644,-150253.4489,-156080.1111,-148997.8225,-150297.0710,-154066.4601,-152253.8392,329766919.5160,329735810.0264,329726768.1194,329756162.9756,-150611.5401,329750324.9644,5198.4385,5495.8274,-351.5454,3769.1503,4294.7316,6244.0425,1374.2154,6621.1495,-5210.9363,3879.9390,-3529.1043,-2346.0803,2337.3080,3495.3109,-4169.7596,-6648.5743,-4311.1577,3240.7772,-5490.3982,6900.9552,-332744.5568,-333765.7959,-342243.0037,-334237.0072,-329315.6967,-341114.7002,-333780.6160,-335482.6761,83288678.0120,83275241.4376,83280508.5188,83284568.3226,-336236.8032,83277372.8540,-4511.2489,4031.0949,-270.6359,5518.6345,-4577.8511,-2525.6173,4250.2706,-860.4728,2520.1898,-3206.4664,-2457.6032,-5294.8456,-1318.0774,-3099.6426,4366.5043,-1108.9841,-4906.8504,-2712.3149,3942.0361,684.4545,-35670.3756,-41842.5416,-38111.9840,-36549.1942,-33817.5428,-43571.4385,-47292.0491,-39628.3869,117913221.9659,117884826.9925,117925750.0669,117925702.3506,-39347.4614,117916989.5687,
61200.000,1582.3865,-4355.5560,-4977.3464,-5437.2196,-1396.3396,-3039.9314,-2483.2556,-486.9004,4871.1411,-5059.4363,-4517.1861,5116.1826,-4834.2799,-4074.2574,5873.8562,2880.8316,5342.4392,-4179.0763,4523.0008,1854.4241,-47179.8622,-73218.4611,-62597.3724,-67697.1606,-60138.3540,-61053.6968,-65728.4810,-59840.3370,296930509.0364,296903743.1550,296889478.1933,296912283.3906,-61571.3851,296914302.7085,-6720.0703,-2861.5010,2061.8754,-1958.6176,-4064.9336,-2724.4222,3808.6530,-5163.3077,1240.9383,16.0018,4865.8163,-2588.8246,400.5527,669.0459,3491.2032,4122.4270,4078.2939,599.3117,2590.6334,-3987.0795,-354497.1713,-362849.0777,-369162.1790,-360566.2489,-356622.8083,-367525.2443,-360408.4059,-363423.3832,165841795.7363,165826062.6830,165824647.1140,165835637.1926,-363106.2901,165829375.6385,-592.3051,-4569.3984,4273.5403,-3779.3097,5410.6260,5349.2182,-4838.1776,4559.3284,-4632.3189,4714.3332,-1933.0875,3428.0677,4864.9959,5433.8603,-266.0792,4716.6527,1213.6417,5374.9174,-4441.4152,-5369.2183,-37271.5700,-43420.6715,-40914.7303,-36481.9931,-36603.0506,-47621.0576,-47176.1550,-40976.1595,117959882.2116,117929043.5927,117965890.5922,117969491.0766,-40966.0761,117960572.6296,
64800.000,-2668.3259,6535.2491,1022.7350,6878.2659,5075.2400,5515.2302,-228.2330,3700.4995,-5036.8370,4633.6494,1285.0628,-4201.7658,2061.4774,2686.2555,-5414.9664,-4409.2339,-5594.6312,2381.1394,-6598.3029,-383.0306,42797.7568,21688.0723,29007.8111,24743.4816,32816.5778,31675.0036,26733.7534,29525.2201,243836671.8173,243814267.4136,243798508.0648,243814366.1159,31322.3901,243821313.5753,3567.6582,54.7126,-4098.5744,374.7900,3705.6994,-1605.1196,-6615.9811,2209.9689,3206.1945,-3934.8107,-4498.2273,4917.3384,-4067.1498,-5008.4117,-1019.2110,57.3720,-2015.9812,-4863.1507,552.4879,-1156.4973,-353681.1781,-367835.7455,-372383.6741,-364163.9843,-361204.8351,-370482.8534,-364363.0825,-366931.6611,237069655.8292,237053732.1678,237043835.6930,237056209.4353,-366810.7724,237056404.6829,5297.9797,2291.0442,-5436.6492,-421.6922,-2902.3862,-3527.2459,446.0010,-5409.5978,3313.5452,-3316.4938,5081.2869,1685.1316,-5154.5143,-3798.5304,-4053.7730,-5315.4501,3351.5558,-4190.2714,1725.9889,6818.9040,-38915.1331,-44900.0038,-43727.0866,-36969.1859,-39939.8007,-50836.8293,-46266.4409,-42259.0680,118006548.9421,117973692.2482,118005820.7351,118009625.3718,-42580.5403,118004117.4624,
68400.000,152.5431,-6422.0385,2599.5873,-5164.9249,-6276.0345,-5225.9284,2575.9672,-6285.7858,3647.0028,-3218.6769,3043.9001,-130.7825,334.9905,-1076.3636,3002.1989,5386.5907,3625.3639,-650.6429,5751.8046,-3498.7358,129268.5372,114874.7078,118628.7222,115248.5255,124044.8435,121948.5721,118305.7624,123709.2468,174110797.7100,174091911.0186,174078718.7668,174093196.4497,122143.0246,174096547.0663,1191.2675,2197.6541,5645.9519,1482.4940,-2532.8102,4015.8136,4254.7747,461.5103,-5759.3688,6126.8453,3603.3397,-4189.5708,6585.4336,6715.4143,-2910.7731,-3529.0927,-1918.1922,6811.5142,-2969.1937,4238.1240,-330658.0626,-348279.6589,-351741.7697,-344631.1322,-343372.4742,-350177.7012,-345389.9612,-346627.2311,292112993.5178,292098803.3317,292080370.2079,292093079.3795,-347134.3075,292099385.2892,-6827.8598,1373.9398,2946.8346,4320.7759,-1442.0514,-1397.6463,4382.4699,2826.7270,433.5731,-156.2284,-5060.3674,-5212.5647,1942.9819,-651.5897,5399.7360,2472.3097,-5466.7807,-38.1272,2216.0438,-4238.2728,-40595.6606,-46219.5463,-46227.8572,-37937.1492,-43895.9461,-53334.3617,-44487.0925,-44816.3920,118053019.9685,118018852.5141,118045659.1310,118045986.9262,-44190.6904,118047624.0590,
72000.000,4321.0579,3797.2865,-4309.6432,1555.1721,4915.1281,1314.0765,-4505.3667,6404.7986,-379.7004,535.3814,-6122.8259,5088.0023,-1954.3760,-1290.5510,-524.7665,-4489.7605,-1240.8393,-1405.6260,-2139.0869,6044.8166,206937.1939,200527.8709,200503.8648,198027.1156,206827.4630,204114.6774,205486.5536,203750.3463,92512846.2517,92495896.7078,92488943.9437,92504137.7697,205101.7203,92499694.5606,-3412.3213,-3982.0671,-5150.7265,-3927.6760,-110.1271,-4216.2694,1145.9884,-2109.4124,5616.1857,-5935.3413,-2624.8691,2152.0066,-6076.1332,-4878.0621,6200.8239,4868.8279,5707.3905,-5199.0295,4622.0312,-3280.8675,-287128.1566,-305222.4015,-308656.6193,-303131.3990,-306042.6275,-308117.5791,-304690.1553,-306202.0857,327217568.6192,327206493.5815,327181183.9141,327201991.4310,-305352.7306,327204143.2977,4197.4531,-4215.0807,1494.7430,-5463.2784,4857.6621,5077.7905,-4739.9882,1511.4762,-3878.3594,3511.7649,1839.2878,3755.4638,2552.8465,4597.5388,-2840.0625,1934.6931,3533.9432,4211.7511,-4577.9690,-906.7101,-42309.0201,-47217.2223,-48178.1953,-39346.5602,-47406.0292,-55175.3651,-43460.1131,-44908.3262,118099103.2999,118064620.9474,118085520.4627,118084391.1975,-45796.3636,118091092.4114,
75600.000,-6586.2913,119.7606,4369.9157,1782.2146,-2462.9679,3865.0422,4458.9772,-3566.5330,-3732.3321,3024.7836,6352.5289,-6564.1418,3453.9714,4300.9380,-1365.7856,1167.8536,-675.5794,4017.8643,-2269.2286,-4239.8562,271124.9492,274770.2498,269442.8161,267818.2798,274273.6505,273104.2248,279175.2641,275845.7106,4612360.4814,4595322.0489,4597221.1297,4605370.6658,274916.9672,4600033.4069,1932.7130,5295.2960,1932.0410,5915.0062,3744.8501,3404.3577,-4908.6987,3294.0229,-3591.4170,4081.5502,1048.0687,84.7650,2603.4632,1150.9346,-6451.4813,-4479.5040,-6724.2825,1359.3844,-5336.4852,337.2077,-226003.6580,-241926.9930,-245995.1730,-242263.1261,-248414.0885,-247075.5240,-244078.4440,-243199.4653,339990233.7047,339982809.3821,339953712.4358,339984341.0704,-244150.6440,339977455.9489,942.4120,4455.9490,-4957.1136,3065.9074,-5276.5842,-4348.7012,217.4237,-4925.6442,4446.3845,-4707.2510,2512.5197,1259.7423,-5352.5116,-5187.5495,-1812.1544,-5124.7146,983.0529,-5375.2460,3627.1753,5470.7579,-44051.9836,-47303.1044,-49485.5691,-41185.0508,-46924.9466,-56381.0706,-48219.4196,-48560.7847,118144629.5767,118111111.7240,118125520.9325,118128570.1143,-47397.3976,118134522.5118,
79200.000,4115.5826,-3505.0793,-3819.7702,-3538.1693,319.5656,-6469.6692,-995.3200,-691.2738,6530.2393,-6019.2455,-4090.8403,3366.6444,-4888.4730,-6221.2530,3096.2303,3204.0118,2572.0299,-5918.8919,5181.4312,-1006.1140,318034.4387,331680.0914,321146.2114,320222.9049,325174.4589,324709.6782,332027.5061,326536.1713,-83591726.0814,-83610881.6525,-83599125.5743,-83603624.9717,327151.0441,-83603696.4693,573.6650,-5638.8898,2611.7967,-5784.1222,-6481.1786,-1864.8687,4757.9340,-4477.4136,989.8240,-1677.4228,1707.9681,-2729.2409,1699.7060,2036.5231,3295.5386,3509.6797,4131.6192,2177.2556,4471.5631,906.7093,-151213.4555,-167063.7092,-167830.7942,-165864.4236,-172925.7399,-170914.4294,-167113.0597,-168495.9409,329562068.7566,329557813.4868,329528928.7295,329562382.1761,-167448.5407,329550206.2850,-5548.7360,-1981.4666,5085.4784,1279.5414,2389.1956,-198.8657,4506.9288,5209.1915,-1750.7109,2969.9443,-5310.3347,-5094.7277,4518.1708,1946.2512,5119.1055,4994.2952,-4798.2012,2645.5536,-79.0880,-6807.1857,-45821.9888,-47682.3328,-50228.5171,-43464.2840,-46194.7333,-56937.7832,-53218.3195,-47638.5295,118189463.0380,118158449.9599,118165783.7865,118175677.2226,-48993.6305,118177914.3520,
82800.000,1323.2431,5238.5266,3045.8402,4051.7185,1230.4673,4872.1787,-4180.2258,4037.2778,-6242.5131,6868.5679,1076.6933,1550.0629,5199.6236,5153.7204,-4809.2164,-6219.3049,-4576.2053,5272.5579,-5662.3349,5534.0260,344957.5089,365876.3211,352432.2520,352002.5789,355978.2605,355812.3670,362908.7913,358766.4057,-166080526.2278,-166103278.5949,-166082630.9535,-166099189.4137,358492.2355,-166092678.6224,-636.4997,4194.6057,-5894.5962,2818.1043,6518.6270,-932.9233,-2267.6889,5150.3079,1631.7968,-612.4677,-4895.6238,5074.8397,-4454.6306,-3574.5486,1164.8277,-2485.6460,256.4088,-3889.8505,-1504.9974,967.4651,-67452.9182,-80881.2051,-79149.6696,-78745.9695,-86287.8573,-84320.2679,-79614.6428,-79344.2478,296647464.7221,296644919.3984,296620441.8255,296648002.3028,-80151.2241,296636518.3171,6761.6815,-1728.3896,-1831.5696,-4829.6706,1957.2793,4549.1663,-4632.6110,-2233.9269,-2255.1686,590.8469,4751.6654,4057.0356,-659.9149,2702.5597,-4724.2867,-1675.9498,5055.6098,1965.6352,-3544.4238,4059.8412,-47616.9766,-49022.4315,-50635.5566,-46222.5909,-46100.4271,-56794.3714,-57240.3478,-52142.3674,118233510.3134,118206744.3810,118206445.2159,118223479.6930,-50584.9015,118221267.9241,
86400.000,-5293.6182,-5302.0287,-1342.4123,-4160.1975,-2859.4894,-956.2986,6622.7976,-5174.2039,3014.5706,-5040.0378,1187.5962,-4444.7297,-3110.2981,-1079.7373,5286.2216,6281.6764,5549.4190,-1605.1581,4276.6634,-5830.0669,350415.2718,376753.7676,361382.7452,361352.6404,364346.0222,364537.1246,370635.2694,366886.9105,-237225927.6214,-237252643.3129,-237226151.5653,-237249094.7230,366964.8085,-237238730.1039,-2171.9251,-893.3972,6201.2149,1642.9047,-3686.9234,4473.9122,-407.7389,-4034.0097,-4065.9341,2842.9018,6700.9518,-4924.5995,4916.6116,4066.2779,-4246.4147,799.7826,-3645.9270,4172.5305,-2708.9271,-3600.7470,20105.4348,11735.4550,14458.3921,13636.4685,5576.0696,7567.0261,12534.4606,11469.4312,243495145.9702,243492203.6128,243475645.3633,243490895.8598,12166.2993,243484849.4407,-3913.4544,4358.3675,-2670.8970,5244.7496,-5114.3368,-4950.7468,-12.3579,-2180.6732,4579.3139,-3805.1226,-1230.3219,825.7636,-3673.2656,-5387.8643,869.8090,-2750.9758,-1607.7974,-5185.9708,4597.0892,1074.0561,-49435.2751,-50614.3462,-51023.8982,-49531.1406,-46559.5292,-55856.1537,-60427.5936,-50502.3796,118276726.4691,118256012.5191,118247660.7678,118270754.6073,-52171.0501,118264583.2202,
