sl_20_86400_20280719 Coordinates.csv
2028/07/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:25 2024,
Start: 2028/07/19 07:47:00.00, Stop: 2028/07/20 07:47:00.00,
TIME_UNITS,STARLINK-30588 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-4268 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,2735.2969,4063.4763,6120.8234,-3567.9728,-484.2391,757.9078,-5024.5961,3013.8972,5092.0584,2312.1148,3202.6351,-797.9899,-5836.7990,1047.2907,2423.1331,-4371.6428,-3788.7541,-4519.0351,-2484.7054,-5098.0839,89025.0161,83819.2566,90393.1813,93971.2753,85020.0840,86764.2647,84767.9595,87279.6053,58753965.0085,58776814.5436,58771001.5406,58767353.2334,87675.5075,58772310.2389,-4248.7804,1557.7891,-2970.5316,2257.1037,-6202.3819,-3997.7804,-171.8217,5436.4739,4329.8155,-6243.4379,3903.7230,-6528.6474,-2054.2947,-4747.3540,5495.5459,-5155.5212,-3685.8837,-1114.9327,-5042.2712,1915.5142,-322595.0854,-313765.0160,-320548.4398,-321805.4818,-322161.7452,-322272.1321,-328881.7746,-324143.8904,-314273598.4334,-314287429.1697,-314289998.0063,-314283141.0350,-325671.7468,-314281805.6023,4709.1571,-5346.1628,1004.2194,-5441.9625,2989.2875,-5377.0153,-4677.1011,-2828.3577,-1720.0662,-1139.8904,-4763.2616,1708.0464,3143.2827,4856.2388,3369.0484,-733.5568,-4449.0170,-4976.3984,3961.0308,4214.4145,162451.3610,160749.6141,161275.7171,169430.9597,163927.6397,154366.6084,162295.3329,162373.6852,141451448.0488,141465060.0645,141432725.4853,141441407.5300,163299.3407,141447777.1537,
36000.000,801.9474,-6202.5481,-4237.0814,2034.6234,2825.1410,4177.5987,4532.7508,-4735.9125,-4594.3229,925.2846,-4803.9830,2895.3593,6362.5611,3265.5121,-4332.8397,5165.3747,5506.9736,3177.9895,4787.4519,1248.7995,164016.2470,161068.7486,169941.4004,171795.4699,163248.8706,164946.8171,162759.5447,166627.0665,138137328.1258,138156984.4623,138161649.9189,138158177.9503,165848.5314,138156407.2452,6049.3524,1499.9064,4660.4952,-5870.6751,3174.9004,4051.5766,-4039.4864,-4554.7570,-1146.2865,4470.9105,-5006.6552,3378.6179,2090.4573,3195.6986,-5269.0057,1697.0671,-188.9706,-3624.2431,4938.1319,-4005.1576,-295649.0111,-283939.5956,-289084.8750,-289567.7310,-288275.5104,-289310.0632,-297305.0716,-294977.4281,-288315695.0280,-288326290.5863,-288333199.1284,-288330525.7256,-293525.4910,-288322976.5594,-3255.1867,2591.5222,2755.2724,2957.7483,-5446.6128,3390.0014,3190.6989,-1862.7119,5009.3269,4965.2825,166.7556,-5144.9601,1820.8860,-5146.1628,962.3018,4071.8475,4153.0235,4801.5205,207.4468,-5471.2433,163416.8563,160582.3738,161918.7139,168459.3473,165955.4295,155178.5270,158682.7356,163659.4284,141445670.7880,141465636.8178,141434113.7061,141438159.1616,163040.5116,141445081.6561,
39600.000,-3411.5912,5844.9464,256.4557,-473.0816,-5291.5838,-6019.7409,-2865.0781,4384.9441,3417.1168,-4837.7383,3875.5322,-4927.4217,-3890.8656,-6383.6714,4465.2185,-4387.1973,-5910.0532,-1649.0727,-4848.0242,2343.0747,236173.6884,228989.0716,238616.0734,239045.8171,230846.2785,232285.5886,230914.7896,232347.6170,208086093.2428,208101433.0824,208116802.2662,208114920.9323,233549.6334,208105419.7728,-6007.7109,-3140.4981,-5047.5852,6706.9893,418.7575,-2610.5040,6215.4911,886.9523,-3181.4690,-1054.1687,3577.3816,1145.8430,-464.3633,-1652.9128,2377.4277,3018.7939,3361.9267,6535.8445,-2396.7505,5676.4800,-248073.4756,-235707.5655,-239504.3029,-239220.1739,-236896.3942,-238135.5057,-246528.4849,-241647.1013,-242686200.3373,-242695626.9749,-242700434.8278,-242699015.6961,-242976.1549,-242692320.8714,-268.8561,1846.6482,-4671.0232,1474.9038,4408.3755,1523.4862,499.3477,5147.5500,-5084.6787,-4595.6458,4502.7036,4530.6819,-5734.0688,1950.8334,-4682.6267,-4231.4222,-1212.9401,-974.6334,-4259.3932,3119.1304,164422.7485,160520.3238,162846.2011,166991.1762,167320.2858,156671.1278,156023.4324,162400.6003,141439816.1006,141464915.6165,141436938.7626,141438401.7096,162765.5339,141442346.8854,
43200.000,4703.2139,-2566.1991,3930.5089,-1783.8247,6280.6910,4258.9167,-232.4823,-3275.6475,-2204.2819,6527.4691,-2333.0979,5381.2504,679.7462,6390.2346,-3865.5506,2509.8813,4106.8085,-508.4208,3748.1864,-4126.7414,293686.3838,283479.8955,292139.0142,291452.2938,283578.6508,284805.9045,284269.0037,288000.2441,263828103.2070,263839115.9117,263861554.8081,263860431.8611,286540.8422,263847137.9879,3552.7879,3874.2119,4485.3298,-4447.7574,-2813.7490,-984.4753,-5673.3331,3797.1527,6267.1614,-1705.1430,463.2187,-4135.4337,-2943.4330,-54.1447,2080.2386,-6228.0721,-4947.9839,-5747.7779,-1905.0629,-5371.6864,-181310.1311,-172006.6469,-175018.7522,-174166.0418,-170738.9032,-172305.6479,-180094.5770,-178198.4449,-180500449.4604,-180511134.7268,-180508209.6656,-180506546.0808,-177209.2160,-180505444.7268,3604.2741,-5092.0501,3418.1578,-4946.9218,-573.7344,-5134.5316,-3860.8080,-4637.4465,1857.2822,302.7334,-6521.7973,-392.3787,6243.2192,2534.7290,5302.0737,1054.8525,-2523.9132,-3623.0947,5438.5031,1260.7786,164867.1312,160659.0455,163735.9200,164956.9634,168113.4967,158940.0938,154170.6540,162480.3920,141434086.0476,141463143.3468,141440576.9010,141439868.7083,162474.4065,141439572.8499,
46800.000,-5063.9825,-1945.0255,-6234.8455,4532.1377,-4476.4630,-1058.9323,3957.9206,1889.4206,565.5394,-4123.5925,1790.5320,-2803.8637,1106.7156,-3543.4497,3109.8723,359.5935,-365.1678,3460.9380,-2528.3676,4326.6764,331783.1541,321551.2190,327245.0185,325398.0486,318210.9702,319922.3670,319239.2120,319809.5934,301560985.0483,301568731.9915,301592156.5621,301590886.4845,321509.5091,301579277.2941,517.3994,-4352.3950,-2901.9877,807.6611,3788.1622,5106.9096,3306.4865,-6526.5920,-6384.1217,3264.3834,-4819.4654,4663.9279,6118.2440,2517.3469,-5640.2724,6118.7610,5106.4882,2206.3748,5657.9714,2331.6207,-101228.1524,-97237.5643,-99724.5909,-99020.3487,-93772.9473,-96565.8072,-102423.7590,-99743.6848,-106003235.8290,-106017447.9336,-106004126.0351,-106002138.2946,-100361.0077,-106007403.1949,-4683.3282,4965.5797,126.4436,5110.6832,-3650.9545,4258.5815,4518.2892,667.2047,2546.8503,4225.2576,4655.1608,-4080.1947,-3091.2148,-5335.9033,-2453.0575,2932.1433,4624.8471,5424.5497,-2995.8507,-4834.8700,165042.4188,161309.8064,164271.4073,162302.0299,168408.9133,162049.9258,153011.0628,162403.5741,141428672.0752,141460542.4785,141444008.1770,141441252.0715,162167.1300,141436759.5579,
50400.000,4618.2981,5148.9216,5861.7609,-6279.8884,398.0965,-1479.4942,-6530.3958,282.7610,2080.2702,-914.2291,-1960.9648,-1944.9739,-1334.6565,-133.0609,-1614.0597,-3803.2136,-3742.5401,-5892.6830,1011.1192,-3937.0161,347791.5959,338690.5448,341836.1819,336816.5490,332639.9215,337185.1633,333596.1116,337926.8649,318711536.8643,318717968.3481,318736327.7825,318734277.8480,336274.8451,318728842.0570,-4313.4892,4294.1457,7.1867,2097.1225,-4116.2763,-6566.2391,-533.3272,5675.7550,3865.5149,-4232.6438,6656.2912,-3726.1820,-6541.1536,-5170.9513,6384.1595,-3213.2806,-4408.8136,1445.1643,-6645.9982,2167.9891,-13724.2282,-19033.3087,-18317.9572,-19083.4032,-10749.5773,-17261.7351,-18601.1361,-17445.5196,-24279100.7089,-24298534.5602,-24275756.1188,-24274256.2343,-17258.9742,-24282921.1601,2795.9638,-1591.9384,-3604.7538,-1894.1477,5521.2498,298.7575,-2048.2272,3774.2668,-5327.9668,-5185.5518,-48.6746,5332.0343,-1912.7794,4525.1498,-2034.0356,-4634.4918,-3779.4713,-3097.9996,-1475.9667,5215.1716,165048.8106,162771.6514,164226.8068,160266.0223,168245.4945,164142.0510,152484.7117,161235.9199,141423742.6176,141457290.1920,141446285.6717,141441579.7979,161843.7069,141433907.0176,
54000.000,-3046.2152,-5698.1217,-3580.2321,5321.9597,3780.0356,3183.3530,6306.8827,-3414.2992,-5057.9164,4957.4664,1124.5678,5871.3594,1527.8997,2682.1622,-1185.4132,6223.2084,6249.7308,5622.9598,1412.6043,3335.6506,340668.7115,332017.3612,335057.7557,326424.3453,326030.2441,333146.3115,326527.4294,328313.7942,314111237.5485,314118902.3119,314128096.2679,314125440.6527,329923.5037,314127581.2744,6148.3952,-2624.4513,3599.5222,-3509.0205,4282.4825,3740.3742,-1965.9223,-2330.6703,-564.6295,4246.9270,-5065.1101,2418.2020,3547.8330,6296.3892,-4400.8351,-479.2950,2893.9057,-3485.5254,4572.4463,-5620.2156,75076.5109,61230.4503,64183.8347,64210.6002,73160.4184,63987.1322,65955.0531,66662.5408,59094666.5922,59069192.9919,59097926.1415,59097259.3503,66881.0486,59090654.5886,837.5813,-2855.9151,4631.2975,-2605.0755,-3885.0095,-4620.2563,-1867.0806,-5438.0317,4650.4929,1723.5915,-4612.8952,-2433.2313,5760.5636,-689.3533,5158.6583,2685.6197,496.0395,-1624.0439,4935.8926,-2191.5700,164932.3883,162993.1593,163527.3989,162133.2652,167635.3343,160499.1741,152571.6895,162315.2611,141419432.1886,141453522.2021,141446929.9141,141439797.8638,161504.1413,141431015.2375,
57600.000,58.6708,4174.0243,803.5973,-1612.3204,-5875.9025,-4401.0421,-3251.7200,6005.7852,6578.1163,-5563.7304,1654.5317,-6343.5462,-2924.6331,-3765.1311,4618.6114,-5812.5457,-6163.2143,-2018.8015,-4465.1588,-1799.9463,310976.6922,305656.4493,307322.9466,297626.7735,298882.5187,306658.6257,298653.9656,304140.6366,288075900.6420,288087576.4102,288086031.2596,288085290.5218,302865.8125,288091571.6404,-5669.7562,-895.9496,-6341.2988,4012.2821,-3618.8328,1391.0455,4064.3611,-1090.1689,-1833.6867,-2111.1862,1701.1327,-500.8031,922.4809,-4467.4083,1444.7638,3252.1181,-348.9397,4051.5867,-1158.4503,6245.6865,159104.7132,138594.0917,142706.5375,144159.5417,152711.6721,143708.9254,145861.4573,147259.0494,138428643.3800,138397366.9184,138427593.6847,138423287.9055,146781.5801,138423985.0764,-3961.3333,5398.4131,-2546.9226,5348.8575,-254.5484,4900.4740,4463.2137,3051.1597,-990.9808,3181.2554,6513.6172,-2398.8256,-6230.6226,-3636.6245,-4908.9809,1354.4049,3086.2492,5078.1000,-5110.0240,-2295.1157,164718.6858,162717.6109,162269.6266,164063.9712,166566.6901,156789.9647,153286.9011,160001.3634,141415832.6715,141449341.8232,141445906.1863,141434485.1438,161148.4393,141428084.2260,
61200.000,3614.4961,-2154.9367,1693.7438,-2879.7994,5322.2536,4379.8247,-933.6459,-5892.6780,-5173.4803,3436.7096,-5147.5688,3442.3570,4790.8251,4124.4143,-6681.3104,2251.2992,4058.2262,-2888.6965,6425.5655,-1173.0770,260803.9038,261314.2884,260301.4612,250740.9112,253029.6580,260372.6614,251973.8720,255769.7910,242384032.4166,242402315.7809,242390630.4286,242397158.6758,256809.2079,242399506.6629,3708.1276,4840.5473,6544.6034,-4289.9338,1257.2253,-5034.1161,-5523.7762,3061.0193,3125.6742,-2150.8750,878.6823,-2428.0153,-4023.2512,244.3034,910.4396,-4720.8639,-3016.5888,-4035.2247,-1623.9165,-4295.5213,232712.4609,207593.8315,212381.4624,214704.5926,222913.9539,214814.3073,216148.6411,216722.9685,208309530.7409,208273777.0638,208301338.1338,208297013.3423,217433.8505,208303974.3673,4571.5222,-4408.8155,-1276.5743,-4554.2760,4208.1765,-941.9156,-3970.0513,1576.6887,-3333.7603,-5404.4717,-4573.2364,5324.6472,3005.3452,5489.5464,1410.1811,-4348.6989,-4708.1273,-4668.4913,1844.3886,5250.7411,164423.5584,162266.6356,160695.2504,165331.7345,165001.5268,154034.0547,154682.8231,162069.8304,141412987.3685,141444828.3107,141443407.4834,141424795.7662,160776.6089,141425113.9915,
64800.000,-6371.5016,426.8091,-3774.8812,5638.9928,-3322.8375,-1764.3253,4159.3927,2438.1157,1271.8338,-729.2663,6749.3545,379.2318,-5010.9488,-4228.7905,5720.8760,2508.3515,-1257.5203,5939.2851,-5553.8180,4729.6298,193595.9456,201592.3328,196863.5116,188192.8467,191586.5204,197545.4877,189754.6305,195290.1900,180155367.3030,180182273.0185,180162515.9720,180175694.8394,194650.5972,180171183.0217,-1366.4973,-6859.1082,-3897.3631,3883.7294,2551.3484,5238.9102,5413.4084,-3890.8049,-3979.7467,5991.8956,-1615.6146,5409.1815,4378.7019,4000.7890,-2393.8726,4952.2001,5929.3323,3264.3360,3085.2220,1524.2197,291029.5146,263839.5298,268821.9296,271421.3591,279309.4127,272151.5806,272654.8537,275047.9157,263969554.6738,263931618.8341,263953374.1014,263960694.9986,274411.1326,263963117.4993,-2315.5109,494.1642,4218.2738,711.4192,-5493.3435,-3861.2117,697.0521,-5057.7760,5481.7600,3020.4650,-105.5335,-4105.5096,1970.6510,-3668.4475,2994.8271,3915.1209,3300.0334,664.7942,2635.7024,-4779.1538,164057.6256,161723.6124,159126.5593,166027.8985,162870.3830,152084.6644,156855.1545,158840.6837,141410888.1974,141440043.2950,141439690.3476,141415686.7901,160388.6596,141422104.5425,
68400.000,6701.2663,1324.7854,5347.2735,-5581.1113,1314.0520,-2841.5120,-5357.2333,2386.7273,2957.6106,-1414.7673,-4864.6897,-2933.0548,2263.8218,3364.9294,-2032.9881,-5685.0313,-1238.1893,-5558.6882,1844.7852,-6760.6271,113901.9301,130061.7961,120953.7495,113720.3315,118937.6512,122366.7637,116506.6112,119882.3271,105637869.1063,105674494.6874,105649471.9625,105658497.9218,120294.4216,105654485.4693,-946.9687,5639.1345,-191.7010,-1831.8584,-5943.2242,-3055.5992,-3014.7013,4253.2744,4689.9768,-6317.5950,1541.4656,-6122.9108,-3063.8313,-5965.5482,3700.1859,-3704.6068,-6790.2458,-884.4054,-3891.9216,667.6814,330270.3805,303846.8748,308412.6973,310818.8346,318027.8627,311883.8033,312542.2134,313509.9184,301611795.7960,301574679.1372,301588782.2105,301611468.0942,314145.4988,301604759.6801,-1419.4383,3721.0979,-4327.7862,3583.5149,3253.3259,5281.5782,3042.2491,4768.6750,-4111.2496,1908.2446,4695.4612,-354.3192,-5807.0268,-647.6379,-5449.3280,-425.6659,205.5087,3824.0786,-5370.6067,1150.1724,163628.3901,161122.0184,157880.0008,166226.3273,160118.6681,150828.4792,159868.3421,161609.8429,141409476.2149,141435035.4732,141435001.1227,141412153.9583,159984.6032,141419055.8875,
72000.000,-4394.9574,-3585.6763,-5620.1538,3665.2367,291.8546,6367.8177,4890.7850,-5555.6322,-5326.4416,3341.6940,534.6272,3881.5953,2323.6807,-722.9697,-2212.6469,5849.4693,3309.2709,2885.7130,2625.3000,5691.6772,27052.3822,51043.9241,37371.0181,31913.8222,40230.6330,39761.4748,38407.8321,38628.7055,23917738.0393,23964045.4110,23936673.0785,23933302.9328,38407.8268,23935414.5816,3228.9313,-2080.4485,3668.0362,-1898.7772,6818.6969,576.0945,-1148.0640,-3849.6753,-4386.1971,2656.3787,-2320.9334,3272.9623,2075.3472,5141.5446,-4899.5963,609.4356,4881.3238,-2975.9096,4494.8051,-2174.6491,347967.2010,325160.0747,328585.2199,330487.9710,334698.9808,331477.4170,335061.9986,334447.0930,318669238.5897,318636273.5481,318642136.8736,318673546.6177,334150.7435,318662076.1908,4240.0597,-5507.9200,1499.1639,-5513.6107,1044.9849,-2132.4585,-4681.1932,-965.2474,63.1829,-5236.9221,-6520.6315,4509.7194,6196.6372,4501.7647,4301.4326,-3416.2860,-3598.5394,-5407.8255,4492.3697,3211.9191,163141.3623,160478.7443,157181.3768,165965.9901,157986.9862,150205.5730,161862.5398,157798.8585,141408645.4353,141429843.9757,141429554.1784,141412071.1990,159564.4531,141415968.0351,
75600.000,728.2323,5618.5093,3767.2503,-1493.6673,-2107.1320,-5881.5491,-3450.3509,5586.9324,5210.5226,-4882.2465,3406.1119,-4105.8300,-5892.7299,-3212.1816,4754.7957,-3636.5489,-4957.3860,-46.5856,-5353.1596,-1981.7482,-61209.0891,-30660.6693,-48548.4507,-52134.5970,-43186.3120,-44931.0064,-42991.5126,-46042.9132,-59427776.7375,-59373025.5380,-59400188.5092,-59417770.5412,-45871.7410,-59409048.3835,-5284.2486,-1587.4223,-5261.1457,5564.4416,-4605.9162,1572.8829,5084.6189,1623.2313,2091.9602,2210.3891,4075.2786,1676.7336,-2184.3504,-2909.0285,4975.2897,3480.2619,-1105.7419,6188.4493,-4279.0807,3676.9234,343112.0881,326477.7578,328032.4643,329257.3950,329689.3290,329785.1098,336413.1096,333009.0471,313979856.2985,313954270.7462,313952329.9454,313983210.7207,333177.5797,313973107.2768,-4403.3399,3650.6664,2323.9855,3760.8955,-4697.8232,-2897.3782,3047.7045,-3579.0053,4001.2029,4100.0769,4460.7188,-5157.2773,-2952.4698,-5346.0571,-342.9155,4559.8980,4668.9922,2834.4720,-625.1446,-5485.2442,162600.7078,159803.6091,157105.3330,165258.9914,159758.1733,150196.0533,158122.2980,160893.2339,141408249.6942,141424500.7863,141423531.2421,141413190.8385,159128.2245,141412840.9938,
79200.000,2572.9385,-5800.7118,61.8254,-232.9739,4310.3459,1676.3579,1308.8041,-3395.8298,-3711.3975,4566.0863,-4750.4070,3657.9483,6265.3097,6331.1972,-4993.9500,668.8398,5749.2679,-1916.2814,5404.4868,-2147.3650,-145115.0000,-110069.2177,-131315.3846,-133171.3711,-124613.8654,-126319.7181,-124201.9691,-126943.5970,-138711052.3557,-138650191.6489,-138675228.0214,-138703501.3426,-127258.2353,-138691546.5163,6164.2978,3669.0555,5122.9716,-6864.1630,773.7387,-3678.0001,-6700.6309,2306.7489,1898.5046,-4947.7556,-5053.2123,-5455.2975,2172.9913,762.5837,-2763.6289,-6419.5198,-2649.7425,-6253.9246,2146.6310,-5066.2735,316200.0719,307726.2714,306817.8672,307282.6921,306063.4462,307083.2625,315097.4233,311111.3591,287865782.5035,287850267.6219,287841633.9174,287864275.2228,311291.4480,287859912.1625,1775.6321,588.0972,-4594.8744,474.8908,5330.3529,5381.6513,689.8300,5445.5442,-5502.4508,497.8133,223.7464,1743.7759,-2061.8692,2571.2438,-3864.7513,-2142.2034,-2764.8398,1886.3430,-3683.8583,4140.4218,162009.6439,159102.9257,157555.3579,164093.6007,161592.0806,150814.8431,154316.7617,156897.7838,141408112.1153,141419032.4962,141417087.3589,141414213.8835,158675.9348,141409674.7724,
82800.000,-4469.7993,3150.5298,-4207.3227,2017.7163,-5913.2381,2929.9292,1625.0876,911.0439,2080.8501,-1232.6724,3716.2618,-1663.2409,-3731.1771,-6537.6036,3901.1276,2080.6715,-4771.2473,3448.5480,-3728.8485,4556.2983,-219257.6196,-182323.9116,-205686.1605,-206111.8284,-197892.7943,-199341.5549,-198043.7109,-201113.8072,-208522262.2243,-208458464.8190,-208480200.2614,-208512349.2383,-200647.9065,-208502447.5409,-4895.6240,-4203.2238,-3936.1505,4884.6765,2469.8347,5153.1816,5364.3955,-5911.4555,-5607.1088,4699.8871,3366.8618,5858.3878,-412.5948,936.4869,-1351.5002,6165.4806,4906.2870,2764.7617,1747.7830,5169.5353,269171.1983,270064.2847,266355.5067,266065.0544,263811.3821,265038.1744,273442.6156,270106.1843,242111172.6980,242107519.6541,242093597.4617,242104061.1655,269868.1044,242106450.1119,1954.0987,-4464.2260,3748.1415,-4416.2134,-2578.0306,-3209.5963,-3966.0747,-3296.4869,3433.0549,-4694.8090,-4801.2630,3010.5825,5832.0398,1912.1429,5507.3899,-1975.3048,-929.3740,-5185.8030,5504.0402,-96.8332,161370.6958,158381.0892,158289.6526,162431.7966,162763.1024,152114.4376,151464.5964,159899.5848,141408036.5658,141413461.5925,141410358.0532,141414169.4811,158207.6030,141406469.3795,
86400.000,5073.8673,1298.3479,6548.0875,-4149.2356,5321.0632,-4993.5748,-4719.8610,1054.1193,-567.3025,-3651.6659,-2247.9266,-2104.0743,621.2763,3629.9366,-2639.5814,-4284.8426,1723.2239,-4717.1698,1842.0546,-4813.6769,-278941.3684,-242991.4218,-267018.8765,-266323.7520,-258421.4301,-259661.1459,-259191.5069,-260607.6523,-264098538.8859,-264035443.0766,-264053381.6140,-264081982.3396,-261438.7326,-264078955.7469,1458.8666,4092.3595,2071.4916,-961.4919,-3998.4708,-4165.0233,-2190.4236,6616.6324,6824.7464,-2883.6110,817.6921,-3513.8568,-3101.1713,-2803.6986,5288.0490,-2702.7278,-5345.5292,1954.5388,-5532.2951,-2843.6085,205257.3753,215814.5830,209271.9572,208422.3633,205062.2148,206619.0131,214411.6532,211171.8064,179840279.9872,179849139.9248,179831276.6637,179830501.3366,211507.2856,179836707.5521,-4469.0364,5379.4391,-386.6392,5400.4770,-1844.7010,-1779.6794,4465.3198,-1321.7030,831.9730,4884.8662,6506.7165,-5430.9375,-6182.3644,-5131.0595,-3546.6235,4523.9052,4008.5050,4497.0998,-3658.5550,-4033.7301,160685.8694,157641.3766,158985.9372,160204.1400,163362.6377,154190.5526,149419.0122,156135.4991,141407820.3591,141407807.4186,141403466.0495,141411999.1914,157723.2502,141403224.8237,
