sl_20_5400_20290430 Coordinates.csv
2029/04/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:07 2024,
Start: 2029/04/30 07:47:00.00, Stop: 2029/04/30 09:17:00.00,
TIME_UNITS,STARLINK-3765 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-30297 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-4749 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-30297 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-30297 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,4984.2542,-3953.9818,5628.5713,-4433.8014,-5406.6886,-2714.0860,1731.4900,3633.5572,6878.6432,-2858.8419,1761.4585,6162.7814,-2553.3304,3367.3057,3988.1217,-2867.7802,-4631.5760,-5682.8628,2865.6481,0.0000,54137.4229,71754.9206,68066.8929,66210.8643,61878.1419,64780.6590,70680.9479,67507.0760,109118516.5273,109143384.0962,109131054.7190,109137162.5475,68146.7740,109134624.2529,-2123.3726,3075.3974,3197.5725,3124.7777,-614.0930,6198.2311,-4226.6032,-3266.6772,563.0898,-4181.8703,-1857.4271,2812.8332,-4561.7791,-3530.9158,462.0075,-5741.6169,632.4151,1204.0248,4137.1039,0.0000,-317996.1280,-344388.9481,-320312.0952,-322431.3081,-330227.0676,-328264.4450,-328080.3751,-324691.1537,-18653656.7975,-18683584.5128,-18678804.3297,-18653238.1266,-325996.0592,-18664202.0492,-4299.8712,4564.7596,2443.6068,4206.0117,4284.3349,-1015.3249,5156.8565,4592.0100,266.0175,4705.6372,-6474.9271,686.6277,-4648.2631,-4502.6892,5271.9264,-2049.7455,5143.6952,3561.6113,-4523.4824,0.0000,-146461.8299,-150446.2247,-145447.1505,-147919.5170,-141756.6905,-147772.1262,-156864.9525,-146664.5439,7168060.0264,7142276.3843,7192211.2247,7167464.8416,-147774.2195,7174895.1865,
3000.000,3293.2184,-2284.2801,6580.1893,-4043.2999,-4882.8116,-1343.9740,-418.9663,1600.8919,6561.5334,-4535.3811,767.2469,6511.5492,-4106.9072,1292.5019,4295.6319,-4097.4458,-5683.8466,-5918.8037,4318.4983,0.0000,60798.0616,78881.6087,75010.2797,73264.8531,68679.3547,71746.6759,77426.3507,74331.8010,109503393.4096,109528597.5303,109516475.6384,109521620.1567,74948.0708,109519594.9091,-3159.6553,4481.8407,1894.1233,4777.0535,1437.6380,6130.9207,-4108.7628,-3844.0959,-666.3274,-2865.4566,-3720.3083,1638.5722,-3087.7910,-3932.6227,-1685.1483,-5339.7944,1792.5474,2729.1343,2507.7721,0.0000,-316915.0802,-342778.6690,-318829.8967,-321047.4692,-328769.3632,-326633.5360,-326618.4521,-322934.9579,-16261785.8847,-16291296.5422,-16287338.2497,-16261058.9314,-324502.4758,-16272327.1123,-5197.6218,4541.4544,1007.1630,2824.1874,4695.4877,-2727.2196,5512.9504,5253.9564,2042.9510,4362.4483,-5835.5433,-1141.0103,-4746.4355,-5191.1350,4757.2721,-254.6374,3580.1454,1995.7291,-4566.3342,0.0000,-146524.3994,-150494.0803,-145452.8713,-148147.3196,-141769.9090,-147499.8328,-156937.3577,-147092.8877,7168374.5380,7142352.5213,7192172.0872,7167812.9160,-147808.0899,7174990.7684,
3300.000,1290.4618,-407.4776,6889.2033,-3272.0268,-3926.4871,191.0320,-2537.0111,-601.5803,5591.0585,-5789.8254,-233.1692,6185.4102,-5306.4291,-928.4331,4171.8261,-4882.1038,-6183.5081,-5553.0076,5355.3850,0.0000,67438.9004,85972.0300,81921.4759,80303.3880,75449.5325,78696.6360,84140.5361,81158.6144,109835853.2856,109861379.7125,109849496.7169,109853646.1855,81716.7268,109852148.7267,-3939.6005,5457.2798,415.7522,5932.2952,3368.7770,5449.8733,-3640.6706,-4064.5099,-1852.1999,-1306.7618,-5237.9236,281.0000,-1355.1083,-3955.4544,-3623.9972,-4362.8428,2729.9572,3951.9108,647.0360,0.0000,-315695.2551,-341019.9598,-317207.7369,-319535.3114,-327169.7812,-324837.8878,-325017.1107,-321146.6180,-13862008.8360,-13891096.1272,-13887944.5758,-13861004.7435,-322867.0714,-13872542.2105,-5536.8474,3999.2823,-537.7143,1131.3622,4603.4861,-4135.8061,5269.6398,5297.2512,3598.4713,3549.5038,-4581.9164,-2839.8428,-4350.8810,-5251.3448,3662.1252,1570.1601,1636.9933,205.1481,-4085.0681,0.0000,-146586.9938,-150541.6493,-145462.9657,-148372.3608,-141785.9423,-147229.8634,-157005.2294,-147572.3082,7168691.9338,7142430.7035,7192127.4196,7168172.0870,-147841.8496,7175086.2430,
3600.000,-823.0311,1484.6347,6527.8279,-2180.1820,-2630.0548,1746.4973,-4408.2705,-2732.3696,4067.6865,-6495.2266,-1153.8039,5227.2801,-6035.4440,-3045.0678,3617.5251,-5153.5472,-6066.3347,-4610.9937,5863.5836,0.0000,74057.0831,93023.0729,88797.4033,87324.0855,82185.6917,85629.2467,90820.6623,87985.5063,110115734.5031,110141568.8150,110129955.4184,110133080.9471,88449.7864,110132123.8885,-4389.3982,5895.7071,-1108.2101,6479.5807,4990.6970,4235.4030,-2866.7395,-3904.3020,-2893.3463,348.8309,-6249.0798,-1136.1878,475.4118,-3597.6319,-5138.0787,-2902.7277,3371.4203,4761.6023,-1253.6727,0.0000,-314336.9664,-339113.6342,-315446.2913,-317898.3340,-325428.9797,-322875.9887,-323277.0055,-319336.4207,-11455474.2311,-11484132.2903,-11481771.2796,-11454224.9456,-321090.5574,-11465995.9197,-5281.3569,3000.0573,-2024.7615,-686.0540,4018.1585,-5085.1805,4453.3454,4716.8206,4764.1010,2354.2076,-2845.2015,-4218.5183,-3502.4679,-4676.0998,2119.8237,3211.5060,-479.8140,-1608.5488,-3134.5936,0.0000,-146649.6122,-150588.9295,-145477.4786,-148592.4512,-141804.7758,-146965.3868,-157068.5864,-148070.9237,7169012.1136,7142510.9542,7192077.3324,7168541.8932,-147875.4987,7175181.6102,
3900.000,-2837.2377,3201.8918,5534.4576,-859.7078,-1114.3480,3171.5941,-5842.3729,-4558.5385,2147.2579,-6576.8732,-1922.6465,3745.1306,-6218.5918,-4818.4841,2677.5664,-4898.2375,-5331.1794,-3179.1167,5781.8014,0.0000,80649.7577,100031.6437,95634.9972,94324.1490,88884.8649,92543.3210,97463.8986,94808.2963,110342900.5756,110369028.1884,110357714.3533,110359789.9565,95144.3097,110359383.7426,-4461.0575,5743.6313,-2543.5681,6371.6723,6142.8518,2619.7112,-1855.4574,-3373.7906,-3698.7028,1949.8729,-6641.5732,-2479.7925,2236.7523,-2891.9554,-6061.3560,-1106.1263,3676.5886,5091.6695,-3001.7907,0.0000,-312840.5853,-337060.5713,-313546.2997,-316140.5553,-323547.6780,-320746.4545,-321398.8472,-317506.7474,-9043333.9366,-9071557.3478,-9069969.6564,-9041872.1035,-319173.7067,-9053840.1095,-4458.2893,1657.8549,-3294.2226,-2428.0319,3002.0910,-5470.7096,3152.6402,3580.7789,5413.8385,905.2491,-807.9518,-5122.3742,-2289.1400,-3534.4520,318.5750,4477.6741,-2545.7908,-3241.4886,-1823.6406,0.0000,-146712.2533,-150635.9185,-145496.4464,-148804.7228,-141826.3958,-146710.6025,-157127.4458,-148555.2876,7169334.9757,7142593.2973,7192021.9349,7168921.8746,-147909.0372,7175276.8701,
4200.000,-4553.6659,4574.9819,4009.2018,573.2187,482.4293,4323.4496,-6692.6370,-5881.3300,24.4982,-6020.5743,-2486.9061,1899.1524,-5829.7340,-6048.0397,1438.1303,-4156.6925,-4041.4359,-1396.4497,5107.9694,0.0000,87214.0773,106994.6682,102431.2081,101300.0851,95544.1018,99437.6409,104067.4269,101620.2378,110517240.2483,110543646.4285,110532661.3459,110533663.9938,101797.3731,110533816.8694,-4137.5777,5006.8987,-3762.9377,5628.8623,6708.9035,772.1069,-693.6456,-2517.1497,-4194.9740,3352.6908,-6365.3707,-3619.3810,3770.8857,-1903.3445,-6297.0251,840.6009,3639.5835,4924.6194,-4423.0121,0.0000,-311206.5407,-334861.7153,-311508.5663,-314266.4618,-321526.6560,-318448.2570,-319383.4024,-315651.9013,-6626742.5543,-6654526.3576,-6653693.7744,-6625101.4152,-317117.3535,-6637229.3922,-3155.4471,126.0947,-4210.1080,-3903.3368,1664.0794,-5250.0376,1508.8704,2022.7001,5477.6166,-641.2487,1314.7459,-5450.4127,-837.0582,-1963.9576,-1521.6066,5220.9721,-4342.3385,-4510.7461,-302.6918,0.0000,-146774.9161,-150682.6142,-145519.8970,-149005.4693,-141850.7900,-146470.9974,-157181.8230,-148992.4159,7169660.4172,7142677.7568,7191961.3348,7169311.5721,-147942.4651,7175372.0226,
4500.000,-5804.8979,5472.3360,2103.2888,1988.3267,2017.1861,5081.1529,-6871.6096,-6558.3105,-2087.0128,-4874.8784,-2815.9646,-115.8726,-4895.7487,-6594.5157,19.2945,-3017.1610,-2319.1793,559.1350,3901.1834,0.0000,93747.2014,113909.0932,109183.0028,108247.3127,102160.4704,106310.6988,110628.4429,108411.7693,110638667.5525,110665337.4310,110654709.4908,110654619.1549,108406.0713,110655337.1359,-3436.0321,3751.4579,-4656.7581,4335.3658,6628.8655,-1118.6816,520.6159,-1409.4497,-4333.0657,4434.2880,-5439.3872,-4439.5600,4943.0343,-723.7196,-5827.8795,2731.0317,3286.7091,4291.4715,-5378.8237,0.0000,-309435.3186,-332518.0749,-309333.9588,-312280.8275,-319366.7541,-315981.0936,-317231.4931,-313758.3296,-4206856.8691,-4234196.5664,-4234099.9225,-4205070.1569,-314922.3930,-4217320.5699,-1512.4367,-1420.0980,-4674.6121,-4950.6751,147.5768,-4447.4379,-299.1074,226.1442,4948.6231,-2118.7282,3298.2145,-5166.0512,702.3939,-154.7472,-3176.2537,5354.8273,-5680.2619,-5274.7575,1253.1315,0.0000,-146837.5994,-150729.0140,-145547.8494,-149190.0115,-141877.9470,-146253.5768,-157231.7314,-149351.9350,7169988.3339,7142764.3572,7191895.6383,7169710.5261,-147975.7824,7175467.0677,
4800.000,-6471.3213,5812.7612,3.7628,3252.9280,3354.7267,5358.3764,-6360.4915,-6519.3105,-3976.4026,-3246.7799,-2901.7971,-2090.9658,-3495.2558,-6396.7417,-1436.5030,-1604.8294,-332.9219,2488.8944,2277.0698,0.0000,100246.2969,120771.8874,115887.3667,115159.6851,108731.0583,113160.2694,117144.1571,115170.4885,110707121.8479,110734040.4342,110723797.1961,110722596.8905,114967.5184,110723883.7386,-2407.9273,2097.6265,-5142.7406,2629.1174,5905.7844,-2863.4775,1685.9400,-150.6851,-4092.9200,5102.9897,-3950.5857,-4851.3586,5653.6519,535.7855,-4716.7662,4360.6384,2670.9512,3266.4605,-5780.2181,0.0000,-307527.4624,-330030.7232,-307023.4090,-310188.3175,-317068.8728,-313345.9308,-314943.9969,-311805.3095,-1784835.2945,-1811726.8557,-1812346.0568,-1782937.1291,-312589.7806,-1795272.0808,293.8783,-2804.1803,-4638.2508,-5456.0521,-1384.7656,-3151.3100,-2074.5891,-1597.0935,3883.9807,-3368.3659,4932.4941,-4300.9474,2168.4909,1673.2654,-4444.2589,4863.6034,-6419.4895,-5448.6322,2664.3764,0.0000,-146900.3019,-150775.1155,-145580.3136,-149352.6643,-141907.8568,-146066.9528,-157277.1831,-149608.2897,7170318.6206,7142853.1235,7191824.9504,7170118.2753,-148008.9889,7175562.0055,
5100.000,-6493.1327,5572.4008,-2084.8487,4244.0210,4379.6030,5113.4804,-5211.1002,-5773.8820,-5456.6891,-1291.3853,-2757.0097,-3824.2941,-1752.1267,-5479.0718,-2778.6785,-68.0111,1719.2854,4193.2072,396.7709,0.0000,106708.5391,127580.0432,122541.3050,122029.0221,115252.9738,119982.7911,123611.7957,121881.4280,110722567.8526,110749720.0486,110739888.2152,110737564.0325,121478.8488,110739421.2331,-1136.3232,208.3761,-5173.1408,686.6211,4605.9886,-4291.3978,2705.7801,1142.8911,-3486.3588,5305.7954,-2045.3980,-4801.8960,5846.8625,1754.8295,-3097.4545,5548.9198,1864.3926,1958.0964,-5595.9301,0.0000,-305483.5727,-327400.7971,-304577.9116,-307992.7943,-314633.9718,-310545.6940,-312521.8466,-309766.1727,638162.6811,611722.8136,610408.7537,640137.8990,-310120.5319,627756.5553,2068.3888,-3868.5512,-4104.8969,-5364.6496,-2768.7634,-1504.9371,-3624.7905,-3232.3967,2398.7580,-4256.2263,6044.9086,-2951.7141,3408.1762,3297.4398,-5172.2444,3804.3811,-6483.0622,-5013.0680,3768.2395,0.0000,-146963.0224,-150820.9163,-145617.2911,-149486.9363,-141940.5103,-145921.0939,-157318.1883,-149742.8895,7170651.1708,7142944.0807,7191749.3747,7170534.3556,-148042.0848,7175656.8360,
5400.000,-5875.9909,4785.4767,-3960.2423,4859.9011,5005.8462,4355.8014,-3540.1225,-4409.2236,-6383.6363,803.1890,-2411.0623,-5141.7175,175.6299,-3948.3398,-3863.7475,1437.3203,3629.5139,5491.8734,-1549.2495,0.0000,113131.1131,134330.5778,129141.8440,128844.8844,121723.3470,126772.6427,130028.6023,128527.6892,110684995.6606,110712366.2758,110702971.6662,110699512.8089,127937.2188,110701939.5530,270.3809,-1726.9599,-4739.4184,-1295.2857,2852.7696,-5266.7365,3495.9956,2349.2711,-2557.4669,5031.9161,85.2951,-4281.3808,5514.5125,2815.0932,-1157.8024,6159.6453,949.7478,497.7690,-4854.3253,0.0000,-303304.3071,-324629.4964,-301998.5243,-305696.3309,-312063.0700,-307585.9511,-309966.0298,-307610.1145,3060977.0499,3034991.9560,3033004.8816,3062994.7449,-307515.7221,3050605.2922,3619.1436,-4492.4271,-3131.3875,-4686.3918,-3856.4712,308.9354,-4781.9872,-4487.9616,653.7217,-4687.4490,6518.1985,-1269.6697,4292.2139,4520.0348,-5272.5300,2300.5743,-5864.5109,-4016.3554,4437.5107,0.0000,-147025.7597,-150866.4138,-145658.7745,-149586.1227,-141975.8997,-145826.4812,-157354.7556,-149745.9912,7170985.8771,7143037.2545,7191669.0134,7170958.2984,-148075.0701,7175751.5590,
