sl_20_86400_20291110 Coordinates.csv
2029/11/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:18 2024,
Start: 2029/11/10 07:47:00.00, Stop: 2029/11/11 07:47:00.00,
TIME_UNITS,STARLINK-30489 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-4407 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-4407 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-4407 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-3037.1825,-3535.1794,-6777.7751,-1324.5454,-4436.5548,4363.6342,-3084.1214,850.6352,-4565.1682,-6079.6270,4710.8074,-5481.0500,0.0000,-1430.2259,6762.8481,-2825.6933,-2634.2577,-6151.0536,-2877.2838,-5037.5767,-351459.0327,-357716.1514,-352143.7056,-353507.0992,-350629.0500,-350648.7592,-342844.5207,-346641.0108,-229254053.5018,-229271258.1029,-229271652.8517,-229255454.5946,-347355.3768,-229264839.1983,-4999.8865,5884.0970,-1360.7614,5322.4796,3498.6845,-5122.7075,-2908.1977,-4798.4519,2930.5534,481.7846,1720.8339,-52.8074,0.0000,4893.2286,1316.6393,4402.3563,5923.7515,-3117.2496,-3943.3269,-3823.1643,-46431.0766,-80112.6721,-59897.8331,-58751.4509,-67480.5480,-66290.8618,-65156.3156,-62307.1274,-113598382.3763,-113631716.2599,-113604658.8345,-113580580.5267,-63588.5668,-113584692.8294,3684.9946,110.5627,-161.8443,4074.4322,-3883.5192,-1600.2022,5147.4313,-4582.2232,-4309.6314,-3362.2707,-4646.2946,-4033.1017,0.0000,-4512.2910,-624.8369,4433.7999,2494.2726,580.8839,4763.6301,1784.1128,-125436.4046,-130054.5573,-128316.2364,-122092.7650,-125178.8646,-135566.0213,-129925.8990,-128202.0444,-117525820.0656,-117545987.0044,-117548236.9645,-117544991.0510,-127230.2025,-117536480.5360,
36000.000,4915.5872,1156.5204,5512.9800,-3127.4695,271.3080,-1329.9160,5011.3655,4089.3550,1117.0523,2529.7534,-5852.5140,5831.9110,0.0000,-3244.4218,-5604.6781,-79.1673,2339.8070,6205.5160,4547.7707,5360.7939,-329824.3854,-327317.9961,-324906.6864,-327050.0942,-325571.8757,-324792.9573,-316433.9942,-321453.8316,-192043590.2337,-192049386.6159,-192054461.9238,-192049196.4871,-320988.2573,-192054978.7522,1382.9313,-5400.6453,-615.2434,-4266.4959,-5163.1690,4644.2802,-2151.0872,2308.3577,-5245.1146,-1451.0046,2333.4751,-3442.6517,0.0000,-4757.6231,1337.8528,-6630.1671,-1777.1166,665.9037,-593.4510,920.4269,-133953.2371,-166492.7990,-143745.6369,-144159.4200,-152673.7278,-151607.3058,-149908.2507,-149752.3680,-169105752.1064,-169138013.7776,-169109290.1359,-169081455.7154,-148473.1090,-169091232.9170,-4674.8965,4069.3710,4117.3623,-4338.6645,4483.1352,4940.6045,-3856.1064,4748.3344,4370.7084,6313.3364,2637.7932,631.4601,0.0000,3615.7863,3816.6726,-1784.0870,-6304.6598,2981.1763,-5062.1403,3681.9660,-125030.1272,-129528.7029,-126348.6674,-122343.1429,-122663.3474,-133468.1233,-132046.1363,-125287.7262,-117532955.8574,-117553577.5651,-117556138.8747,-117546227.8845,-126509.9071,-117541723.7167,
39600.000,-5942.2215,2718.4919,-2378.8322,6257.9832,3490.5866,-2922.5770,-4413.7823,-6669.3443,2002.7807,1443.8324,4731.9235,-3283.1397,0.0000,6007.6733,2770.1562,2514.0488,1380.3231,-4310.0988,-5230.3447,-1862.0260,-286492.4270,-276376.1314,-276884.1945,-279675.5240,-279460.3156,-278117.1839,-270171.0847,-273932.3913,-141724460.4933,-141719861.2320,-141730817.8941,-141737668.9031,-274198.4263,-141736841.9764,2245.0323,3159.3725,3445.1027,2353.9366,5578.3982,-3489.9782,4872.3633,225.9019,6394.1298,3717.1262,-4751.7584,4989.7149,0.0000,3194.3369,-4328.1021,6025.7984,-2229.4460,2685.0183,4088.5662,3876.8570,-213699.5347,-242649.0309,-218865.6503,-220415.7061,-228797.9411,-227838.5729,-225517.7584,-223142.0297,-213089485.9808,-213117844.4478,-213087652.0210,-213064257.6653,-224218.3766,-213074509.4703,2735.4684,-5459.4186,-5506.1581,1426.2645,-1911.4251,-5211.0486,-1167.5114,-414.9460,-1752.5292,-5709.8365,1295.7411,3244.2987,0.0000,69.5779,-4635.9090,-2126.5745,6426.1452,-4707.7810,1586.8880,-4975.8374,-124630.2851,-128963.7845,-124411.8417,-123009.2287,-120766.0804,-130641.0687,-133251.2832,-127146.1915,-117540622.1422,-117561073.4109,-117563352.3010,-117546144.8539,-125777.1433,-117546929.5649,
43200.000,5181.1372,-6081.5344,-687.7455,-6352.7599,-5328.0139,6119.7369,345.5263,4451.4411,-3993.7342,-3532.6525,-1120.4223,-1302.9242,0.0000,-5701.8178,286.3151,-4371.8888,-5621.0304,1684.4912,3488.4965,-1738.1481,-223943.8356,-208101.7023,-211019.0365,-213939.7191,-215420.0626,-213322.8559,-206524.8938,-210017.6662,-81726669.6342,-81713330.0443,-81731729.3427,-81745296.3571,-209880.9853,-81740199.1019,-4496.5172,-846.0997,-5965.7407,264.4095,-3795.3331,2341.4725,-4346.9797,-2473.0291,-5306.0837,-5706.0818,5201.8771,-4836.8380,0.0000,50.6638,6425.4754,-2703.2179,2923.1137,-5726.6664,-5013.0843,-6311.2601,-280295.6633,-303781.2232,-280373.3886,-282616.0517,-291041.5754,-289603.9656,-287439.9253,-286974.5769,-242546865.0690,-242568978.1017,-242538257.2479,-242528647.0418,-285992.8775,-242531948.2743,890.5332,3063.3034,3419.4514,2507.9378,-2047.3537,2204.3478,5044.9906,-4337.3254,-1968.8185,1846.3287,-4293.2732,-4606.9975,0.0000,-3718.9955,2536.7789,4538.7627,-2863.0463,3492.9344,3042.3803,586.2296,-124235.0821,-128356.0793,-122828.5423,-124123.0092,-119363.5141,-126985.4974,-133689.1009,-123498.7200,-117548659.5658,-117568463.6930,-117569654.8192,-117546720.2453,-125032.0082,-117552098.0697,
46800.000,-2245.6035,6649.6605,2540.6334,3696.7870,5134.5387,-6514.1856,4744.0871,685.3381,4896.7093,3367.9797,-3395.9044,5348.1671,0.0000,3187.4595,-2619.3501,5494.0359,6486.2213,738.7543,692.6355,3572.5530,-145987.0134,-126804.2242,-131475.0796,-132970.9705,-137565.3299,-134045.7597,-129236.6875,-131876.4573,-16141156.9238,-16121184.0179,-16148508.8406,-16156183.5121,-132052.7083,-16155713.4640,5199.4327,-925.0173,6379.1025,-3419.6269,-49.2088,-839.5041,2315.8835,4446.0373,2010.1984,5278.0901,-4263.1426,3470.5710,0.0000,-4013.1969,-6299.1062,-1547.8074,-698.4497,6879.9594,4077.0182,3246.4454,-329100.3596,-346050.1643,-324230.2169,-327178.8915,-335369.7458,-331534.8038,-331742.9354,-329092.9613,-255465567.1091,-255479687.2278,-255450432.3521,-255456978.4273,-329832.6716,-255451236.4647,-3981.5293,1427.8031,794.4066,-4631.3928,4522.8188,2159.9600,-4091.7077,4935.2240,4453.9112,3037.3491,4112.0394,2362.4892,0.0000,4466.5617,1132.2835,-3820.1271,-2407.5680,-124.3383,-5437.0248,4452.1161,-123841.9026,-127700.8390,-121823.4931,-125439.0583,-118385.5519,-122734.4020,-133447.9304,-125870.3487,-117556882.3201,-117575737.4031,-117574784.7477,-117552607.1433,-124274.5998,-117557229.2202,
50400.000,-1876.9086,-3909.6592,-3512.7481,-62.3347,-3759.5852,4253.7425,-6626.1514,-4548.5525,-5075.0242,-2519.1168,6317.9371,-6506.2018,0.0000,-140.8094,4231.9895,-5050.8788,-2826.3284,-2867.6375,-5041.3908,-3955.2230,-57550.6818,-37615.4059,-43352.4025,-42533.2697,-50849.2081,-44846.9431,-43020.2214,-45774.2686,50559183.7731,50583414.9400,50546438.9968,50551236.6306,-45601.9047,50543965.5017,-4832.2392,2709.6721,-3869.0673,5947.0077,4292.5877,-1670.9133,-25.9953,-4825.7219,2128.7628,-1849.5641,2433.7313,-993.4326,0.0000,6571.7116,3616.3830,4627.6840,-1140.7624,-5342.8513,-2613.7915,2805.2298,-356525.2052,-366821.7749,-347557.6300,-353539.9930,-358844.5301,-349996.0003,-355479.3449,-353589.0451,-250961134.1089,-250966153.3029,-250941507.9167,-250953029.9449,-352896.1351,-250947787.6652,4573.2051,-4954.5748,-4532.1680,3365.8387,-3798.4169,-5194.7908,-820.3708,-855.9956,-4208.1609,-6224.0077,-919.6663,1707.0600,0.0000,-1765.7810,-4112.0896,430.3427,6235.1713,-3342.2881,3781.5086,-4443.0330,-123446.3409,-126991.8055,-121463.1601,-123956.4400,-117796.9003,-122478.3198,-132569.3502,-121832.5897,-117565090.1752,-117582883.1876,-117578458.0825,-117563954.2946,-123505.0172,-117562323.0056,
54000.000,5309.3697,-332.0142,4284.1603,-2836.7935,1657.9329,-1048.4796,3706.8085,4947.0914,4336.3249,2538.3375,-6148.0398,4510.9924,0.0000,-2518.7031,-5226.7771,2447.8041,-2506.0130,4713.1453,6721.9950,2481.0636,35595.7392,53838.5157,47689.5547,47924.0387,39207.2399,45566.4313,46734.8719,44409.9597,113824587.3986,113850596.8420,113804852.2577,113817743.9266,44018.0604,113809221.6061,3778.4670,-4638.4549,-402.3246,-6212.5019,-6638.7407,4692.3373,-2553.0846,1939.7828,-5225.7154,-2751.2933,344.8375,-2460.0806,0.0000,-5881.1789,435.4946,-5530.7323,-27.6783,1839.4550,990.9604,-6053.4216,-360288.7808,-364834.2637,-348845.4236,-356906.0436,-359821.2188,-349131.0011,-356930.6620,-353047.7748,-229337505.0584,-229332957.6234,-229316904.3972,-229323845.3255,-353648.6647,-229325308.3445,-2331.7640,5041.6363,5402.8179,335.9063,345.7156,4962.2955,4920.5173,-4062.6204,1348.2548,5861.8648,-2970.6275,-4462.8793,0.0000,-2323.5985,4499.8515,3236.1922,-6487.8508,4712.2368,656.7452,-644.0999,-123039.8276,-126220.4105,-121637.9651,-120671.3220,-117586.4882,-125419.8957,-131058.7842,-124349.0248,-117573081.4464,-117589889.1535,-117580436.3851,-117574647.7612,-122723.3599,-117567379.4152,
57600.000,-6535.4462,3556.3422,-4760.3057,4494.2130,1086.6392,-1416.1286,1277.0790,-2979.5643,-2248.3270,-3307.0688,3388.3112,-990.8652,0.0000,4519.9813,5291.5087,1722.8179,5312.4073,-5857.8782,-4821.8711,1386.6007,127162.6755,141794.2549,135844.0243,135352.5664,126844.7217,132548.0295,134283.3645,130722.8481,169338787.1901,169364132.1779,169312870.0788,169327428.8202,131132.4146,169323802.3822,-1809.9520,5632.2478,4092.6233,3475.6915,5881.2643,-6568.2398,4941.0139,3134.3569,6119.4072,5719.2408,-3668.4001,5599.3370,0.0000,2167.4260,-3938.6756,4727.2830,3371.1920,1889.4957,1399.3393,4050.2184,-339576.7948,-340278.1045,-328027.8208,-336531.1462,-338045.6522,-327405.0004,-335756.5698,-332652.5918,-192066475.7783,-192052517.2106,-192048940.5645,-192048448.3975,-331965.2798,-192055318.6007,-1384.2014,-1668.0081,-2900.3194,-3811.2504,3328.3886,-1645.9062,-4309.0853,5087.9805,2323.4050,-2200.6962,4653.5929,3723.4443,0.0000,4591.8244,-2087.3047,-4676.1460,2945.8748,-3170.0469,-4631.6504,4978.3017,-122602.5981,-125374.3536,-122091.6793,-118082.7350,-117763.6604,-127466.5205,-128887.3861,-120307.9280,-117580666.0551,-117596742.6581,-117580688.9547,-117582628.9420,-121929.7286,-117572398.4381,
61200.000,5353.7756,-4637.5013,3871.0662,-5044.1071,-4172.4547,2807.0023,-4435.2123,614.6967,-1173.6104,3129.0030,98.5654,-2149.9403,0.0000,-5475.6626,-3703.0910,-5463.5086,-3892.0578,5342.4908,1017.7025,-5452.6117,210613.6434,220714.3804,215545.9267,214806.1849,206425.0574,211486.4188,213841.4989,210829.5366,213313492.3758,213335896.9117,213284789.8419,213295575.1185,210204.1637,213299293.0355,-1163.2037,-4165.9743,-5545.0406,1023.0662,-2818.0297,5705.5524,-4968.1251,-6532.2879,-5064.2424,-5586.1472,6175.6975,-6452.1554,0.0000,2317.5743,5605.9870,-3011.4341,-5291.1869,-4385.3622,-4353.2605,259.2881,-295061.5224,-294784.6331,-286437.0219,-294386.7174,-294637.5170,-285111.4802,-293047.2963,-288319.1517,-141687482.6457,-141664854.7965,-141675959.0572,-141669368.8271,-289144.2308,-141677008.1454,4216.0817,-2881.3149,-1448.5308,4492.7257,-4653.5318,-2724.3865,-470.1002,-1291.0547,-4580.3063,-2738.5252,-2926.5902,-97.6439,0.0000,-3314.6338,-1653.3990,2853.6560,2260.8331,-362.3001,5150.5104,-3667.5132,-122075.4112,-124434.8450,-122490.1183,-116112.9737,-118357.1018,-128598.6908,-125987.4209,-122582.3343,-117587677.8376,-117603430.0739,-117579623.2446,-117587908.5183,-121124.2246,-117577380.0636,
64800.000,-2839.3507,4199.9557,-950.4866,4441.5718,6274.7151,-3752.8410,4475.2820,1755.2905,4761.7544,-687.9956,-2870.0083,4176.2231,0.0000,4413.3847,387.0652,6758.7824,474.3488,-2696.5401,2175.5417,5448.2690,278781.3152,285628.2519,281800.8697,281258.4905,272826.8060,277619.0193,279811.9232,275652.3736,242746882.8448,242764364.6260,242720167.2912,242724039.4250,276186.0913,242733643.6181,4491.7993,208.1777,4812.3215,-4835.5472,-721.8644,-2203.3898,1283.6996,5245.9597,3039.3266,3277.9463,-6126.2718,3968.0949,0.0000,-5150.4704,-5365.9134,746.9174,3116.8880,5219.3762,6196.2681,-3187.7560,-228717.4340,-231325.4131,-226669.8637,-233347.9920,-231903.0972,-224468.1076,-231256.3691,-228843.9277,-81634544.3869,-81604526.4811,-81629315.2339,-81620617.5270,-227830.3344,-81624242.7392,-4437.2349,5417.7167,4862.9554,-1917.1814,2644.4181,5366.3795,4774.6442,-3760.0010,3994.9740,6095.0715,-976.1607,-3623.1357,0.0000,-551.5042,4337.6393,929.6976,-6200.1078,3648.5586,-1872.2571,-1839.3774,-121153.1025,-123370.5904,-122510.7305,-114638.4893,-119398.7691,-128964.1649,-122259.5421,-118922.7702,-117593985.3059,-117609936.5170,-117578141.8587,-117590795.3812,-120306.9499,-117582324.2809,
68400.000,178.5745,-3365.5591,-3155.1413,-2187.9730,-5879.6971,4669.1602,-2845.5026,-4156.2024,-6804.9539,-3343.0370,4491.2518,-5050.8078,0.0000,-989.1188,3585.9751,-5092.8123,1214.8439,-1352.0109,-3696.1696,-422.3937,322170.6149,332414.7708,330447.9214,330403.9204,322193.7699,326741.7125,326552.9395,325409.4885,255628487.0952,255639487.0502,255607677.3445,255605136.1672,324843.1893,255616107.2124,-6655.7349,4232.7773,-3225.4194,6139.7643,3289.9318,-2060.1337,4024.9614,-463.2496,-850.2568,-1040.0219,3048.0091,636.9089,0.0000,5429.2792,4043.1864,2125.3127,2075.0325,-4917.3658,-5003.5123,3944.0251,-149871.3716,-154029.9492,-152407.7854,-157341.5688,-152780.9874,-149028.1812,-153837.6486,-150558.8024,-16002164.8020,-15966500.6608,-16000589.7844,-15994449.3378,-151852.4823,-15991507.0028,1876.1385,-4234.1731,-5242.4771,-2074.5070,1225.3331,-4672.2730,-4507.3694,5205.5711,-962.4270,-6020.5280,4139.5786,4501.3066,0.0000,3971.3594,-4322.9682,-4089.2747,6510.5271,-4684.0515,-2819.9011,5231.5947,-118680.6198,-122122.2446,-121929.0672,-113589.1920,-120642.9534,-128651.2773,-117937.0618,-120594.6653,-117599500.1622,-117616245.5265,-117577276.4965,-117591672.2919,-119478.0074,-117587231.0795,
72000.000,2056.7697,2180.7530,6281.6126,-1529.9792,2650.1098,-4808.4802,725.8248,5237.6494,6219.4280,6487.7704,-5118.6381,4588.2013,0.0000,-3503.3343,-6356.9993,1695.1246,237.8112,4992.7041,4081.4601,-5063.0338,347155.4271,357942.4726,358372.4980,358995.8746,353656.4466,355597.3546,350120.7387,352719.6890,251076468.9943,251079978.3434,251062956.9147,251058053.7793,353024.9046,251064598.8713,6343.6084,-6508.8771,1726.2323,-4874.5993,-4685.6292,4859.6794,-6635.3675,-3786.7244,-1446.8774,198.5303,1513.5731,-4655.5826,0.0000,-3918.6638,-2213.6741,-4986.4468,-6225.0599,3888.6897,855.4581,-3219.3100,-68023.2678,-67917.2345,-68213.4166,-71207.1973,-62913.3819,-63392.2208,-65242.3712,-67442.5875,50733839.4403,50773051.8430,50735988.2652,50737380.3619,-65985.2426,50745262.7630,1835.0376,105.9542,2310.6577,4535.4753,-4246.1780,1036.0139,-118.2466,-1717.1249,-2685.8534,2511.3878,-4271.0717,-1887.0818,0.0000,-4326.5764,1584.6172,4391.6568,-3087.4056,2792.6670,5395.9455,-2691.2280,-116707.4184,-120550.1179,-120678.9616,-112929.7940,-119088.1066,-127701.6029,-117611.7416,-117653.5413,-117604183.0166,-117622338.6770,-117577707.0001,-117591242.4120,-118637.5007,-117592100.4485,
75600.000,-3987.3974,38.9290,-6596.9617,5254.7242,1859.6472,3072.1026,1942.4748,-2979.6519,-3386.1517,-6533.0643,4413.5623,-2211.8343,0.0000,6488.4621,6578.6646,1596.7365,-2638.7366,-6549.7511,-4040.2995,5851.4091,353300.1840,359653.6946,363687.7459,365062.9431,362110.6945,362140.2180,354345.2820,358975.9405,229397959.0228,229393627.1957,229390402.9222,229387482.1232,358869.6698,229386092.0713,-3533.1034,5520.5915,-182.8599,2332.3065,5055.5112,-5285.9983,4412.3779,4907.3276,3834.9068,-128.2265,-5066.4442,6040.6106,0.0000,1569.6727,-52.4600,6467.1913,6055.4241,-2076.9682,3792.4849,625.7752,17746.5462,21913.9715,20698.4593,19566.2187,28270.5611,27081.9341,25879.6175,26040.4541,114021550.6961,114062018.2046,114028273.6168,114028084.5868,24350.6539,114033921.8242,-4421.5000,4072.5152,2050.8931,-3708.2493,4221.6467,3225.7272,4608.0938,-3431.5515,4656.1013,2395.8605,1239.3766,-2218.0741,0.0000,1310.0287,2126.4918,-1665.2590,-2172.9230,816.6171,-3993.0920,-2934.0707,-115216.0160,-118189.8403,-118870.2897,-112649.2281,-115732.7961,-126120.5636,-120482.9090,-118430.1091,-117608045.9377,-117628195.1036,-117579645.2907,-117591516.3259,-117785.5341,-117596932.3775,
79200.000,5450.8717,-3339.5820,4135.7253,-6825.8364,-5242.6417,634.9659,-4743.9677,-2063.7365,-163.2161,3488.3092,-1897.3715,-1760.6463,0.0000,-6124.7828,-4397.9326,-3804.7818,2522.0217,5643.7078,3063.3308,-1983.9428,339005.5164,338332.9949,345884.8289,348027.2005,346476.4354,345706.2104,337362.1921,342191.6549,192068311.8400,192056509.8200,192063476.6977,192060265.4832,341928.4042,192055917.4251,-378.6201,-2495.0241,-2066.2260,373.7424,-4241.4861,4162.4973,390.4393,-3517.2436,-5809.1326,-830.1119,5984.0515,-4706.1920,0.0000,1191.5132,2843.2805,-5259.4315,-2068.5016,-764.2089,-6089.5054,3485.4741,103185.2509,114111.9404,108734.5201,109168.5739,117669.8007,116597.8364,114826.2539,111738.9983,169543393.6794,169582836.1624,169557180.8760,169560499.0824,113430.1907,169556619.8627,4235.7118,-5458.8356,-5145.5251,161.8825,-1212.2780,-5490.4207,-4685.7799,5287.2056,-3770.8147,-5970.5732,2686.1203,4574.4796,0.0000,2705.8077,-4524.7615,-2239.6393,6126.1980,-3938.2291,-394.3180,5197.9681,-113946.6793,-115660.0604,-116759.5510,-112756.8403,-113074.7850,-123879.3112,-122459.5669,-116456.2742,-117611151.6700,-117633790.9097,-117583006.9417,-117597169.8423,-116922.2125,-117601726.8556,
82800.000,-5748.1075,6122.6550,-614.8981,5151.2925,6064.3486,-4661.3797,5413.3431,6176.6434,2988.0913,440.9273,-2077.1631,5538.5042,0.0000,2836.7134,1152.3130,4871.8529,1085.7702,-3182.5013,-338.9983,-2270.5786,304393.4370,297413.7087,305927.3599,308708.1283,308421.7432,307086.0534,299160.6683,302615.7507,141630696.8197,141612508.2967,141624626.0276,141615799.5531,303198.7551,141617359.5213,3579.6370,-488.6561,4737.2573,-2832.4627,1731.7740,-2738.4817,-3899.2721,1425.5938,6222.8459,3238.5518,-4561.0470,2048.1939,0.0000,-4097.0951,-5462.9594,1556.2894,-2015.3875,4070.8049,5145.7807,-5968.0437,183297.2423,198971.1457,190256.0555,191831.2963,200211.1651,199241.1754,196851.8752,197309.1182,213510646.4278,213547039.9895,213531961.7037,213533229.1888,195586.7694,213524384.0215,-1427.3155,3059.2686,4989.8502,3483.9585,-2686.4144,4304.3251,233.6458,-2131.2748,539.8398,6138.8362,-4650.5034,-3381.4441,0.0000,-4638.6769,4073.8905,4567.6658,-6567.5642,4594.1309,4464.5909,-1567.2668,-112809.1426,-114566.2706,-114681.1560,-113281.3107,-111036.2031,-120910.1090,-123522.4341,-116146.0469,-117613609.5695,-117639098.4193,-117587591.2747,-117608207.7129,-116047.6418,-117606483.8724,
86400.000,4035.9055,-6291.7436,-2075.2837,-1204.9987,-4564.2432,6754.9155,-2201.4778,-5859.9697,-4508.4202,-2820.7711,5691.0896,-6742.4615,0.0000,1218.9046,1710.3910,-5019.0774,-5461.4153,478.3106,-3621.6323,4027.3464,251015.7183,236997.6711,246250.3578,249154.2029,250563.6235,248477.6226,241699.1843,245974.9108,81522856.0841,81499975.2338,81511946.6782,81501264.6220,245067.4870,81508384.7643,-5135.3010,2339.5439,-6367.3867,4912.1380,2095.7388,1419.6668,4481.4145,953.6892,-4305.9524,-5692.7353,2044.3991,774.8766,0.0000,6000.8051,6613.9555,2821.0421,2896.8824,-6471.6734,-2455.4498,3473.2770,253143.5395,270054.7767,259962.7899,262231.0819,270668.7782,269213.2745,266991.5507,264062.2519,242921940.0908,242953765.3894,242949319.2718,242940570.1795,265572.7684,242935684.4473,-2292.3409,1432.5575,-1720.3651,-4607.3971,4647.0935,-445.6818,4421.6743,-3079.5338,3003.2584,-2851.3230,3173.7566,-466.4322,0.0000,2958.6082,-1089.5734,-3744.8170,3168.7546,-2411.3469,-5245.4669,-3868.2563,-111760.8068,-113810.1280,-112957.8328,-114254.5654,-109493.5011,-117113.6233,-123819.2654,-115270.7032,-117615568.5217,-117644085.2274,-117593178.2495,-117618531.2675,-115161.9281,-117611203.4172,
