sl_20_86400_20290603 Coordinates.csv
2029/06/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:11 2024,
Start: 2029/06/03 07:47:00.00, Stop: 2029/06/04 07:47:00.00,
TIME_UNITS,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-4013 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-2552.5931,3879.7595,1495.8762,-1380.7929,0.0000,-4142.8213,-3713.3341,-5763.6228,-258.7460,0.0000,3350.6415,6240.3760,4725.9642,6053.0325,4022.0035,4252.1265,-3649.3518,2224.3691,-3583.8925,843.2378,390682.7686,389877.1944,390392.8632,391856.7686,385717.3291,386423.9566,379780.3035,385016.3553,-117212557.3497,-117210508.7336,-117203951.7905,-117204826.4424,384451.2496,-117199893.5924,4422.9057,5638.7152,-2181.5635,-5901.4306,0.0000,5507.2422,5465.6983,-3080.8140,-6024.3875,0.0000,4482.0728,-2681.7980,-3476.0987,3191.6540,-5338.4460,5245.9969,-5293.6406,5316.7705,-5526.4077,4306.3175,-120621.4924,-87290.2994,-103699.0953,-105220.0989,-98430.5440,-99670.0424,-103386.8700,-102202.9947,84123822.6042,84155804.2994,84123532.6599,84115199.5455,-103157.5982,84110142.5562,-4406.3379,-321.7508,-6419.6289,3247.5446,0.0000,-312.7001,-1180.6264,-2418.3001,3360.1863,0.0000,3999.5830,-426.9521,-3635.2520,-276.0560,-1345.0092,-1429.2346,-2530.8386,-3857.6082,-1745.4752,-5308.8004,-22222.3524,-28462.0049,-26835.4807,-19876.8529,-23770.8011,-33934.7794,-27531.6028,-23956.8110,1948786.3511,1927471.8139,1923513.9032,1932997.5415,-25374.9716,1940427.7563,
36000.000,515.7205,-4491.8948,711.5256,3432.8380,0.0000,1687.0723,1081.9388,6477.8593,2062.2031,0.0000,-5618.5674,-3788.2470,-4167.0413,-5241.4649,-1929.0964,-5029.6956,4058.4677,-5043.4860,5377.6176,-4512.1821,409549.6228,400233.2156,404108.7359,405460.0424,400700.8998,400667.3004,393487.3587,397942.6192,-135058042.3704,-135065756.4008,-135051662.5230,-135051163.5094,398287.1734,-135044311.7824,-6721.7046,-3300.6097,-2878.2314,2367.3133,0.0000,-5151.4280,-5453.0663,1831.9159,6529.8807,0.0000,-3976.9950,4522.2271,5460.7876,-599.2259,5638.4193,-3673.5093,1741.2136,-4699.8756,3484.5742,-4599.0886,-17942.4998,12523.2878,-5008.5865,-4727.3792,2529.4051,1014.8111,-3497.5981,-3988.8847,50868883.6243,50895817.1610,50861900.9450,50852356.0917,-3071.1248,50854916.3750,-83.9481,-3989.1564,6262.2075,-5476.1219,0.0000,4258.1200,-3765.5467,-1791.6401,902.8440,0.0000,134.2467,-3400.3045,-628.9799,4356.5060,-3317.4523,-2976.0916,5303.4388,707.3759,-2318.9007,2410.6556,-20977.3377,-27095.5506,-24234.9191,-19336.0476,-20370.9840,-31228.4127,-29114.6361,-25435.0228,1931619.0156,1910598.7453,1907914.1281,1916073.9057,-23943.8356,1925808.0370,
39600.000,1859.1145,3971.6189,-4395.3539,-5362.2265,0.0000,2341.1445,3266.0009,-4851.5091,-3224.6895,0.0000,5239.4571,-798.3173,1551.0235,2716.9350,-2004.4873,4242.1673,-4276.6941,5814.2168,-4979.1183,5632.4182,401657.2316,385426.5215,391665.9762,393017.8068,389382.0788,388858.3325,382210.9568,386776.4503,-143671687.0622,-143687250.0172,-143663860.1933,-143660046.5998,386470.3626,-143656825.9321,4674.9037,-1183.6495,4794.0469,1560.8467,0.0000,3494.5175,2577.9470,580.7726,-4005.1825,0.0000,1512.4518,-4965.6161,-5023.6321,-3311.4873,-3560.3773,-72.1476,2665.9250,2460.7200,669.8746,3366.3557,86558.1608,111779.6172,94206.6210,95920.9651,103546.8074,102007.8842,96908.3054,97975.5923,14112200.2895,14131996.1595,14098307.0618,14089274.2057,97340.3200,14098481.9646,4477.0853,5445.2911,-2423.3003,4007.9785,0.0000,-5474.1353,5256.4224,4953.0880,-4617.3619,0.0000,-4207.9096,4574.4941,4455.4512,-5347.0200,5447.0795,5431.1036,-4731.2055,2851.5265,4591.2726,2069.7971,-19758.3582,-25678.1422,-21554.3793,-19242.1537,-17614.0262,-27809.6586,-29766.5645,-20841.7687,1914054.1542,1893777.9552,1893436.6027,1902125.4054,-22510.7309,1911167.1234,
43200.000,-4507.0593,-3168.5772,5664.2363,5667.7032,0.0000,-5876.4692,-6396.3232,2287.6115,4322.6986,0.0000,-3375.1203,4893.3373,2564.4172,-262.1082,5765.9979,-3116.8963,3959.4312,-4964.3843,3310.3130,-4520.2985,367292.0313,346443.4930,353819.3077,355012.6105,352733.4630,351713.5612,346102.1619,349475.3005,-142458066.9178,-142479200.3461,-142445390.4846,-142438885.2096,349728.8524,-142442284.9838,-151.7604,5249.0607,-2770.3506,-3897.9514,0.0000,-1793.1937,491.8201,-3855.5006,-245.3897,0.0000,2475.9036,4177.8633,3422.2280,6366.3893,1065.5365,4304.8583,-5543.8040,1189.7466,-4913.0779,-32.7364,185942.9291,204210.5426,187453.5051,190075.3034,198312.4162,196302.0056,191506.8998,191060.9189,-23632600.5720,-23621392.9103,-23651747.0375,-23657105.4758,191601.3416,-23645572.1179,-5016.1916,-3064.6670,-2902.4305,132.0687,0.0000,3127.0388,-1977.5566,-5337.0800,5372.3982,0.0000,5455.0986,-2223.2965,-5417.9525,2501.5425,-3482.2204,-4407.6968,1133.9310,-4694.7362,-3369.2684,-5196.1680,-18563.7608,-24196.4277,-19128.2896,-19645.0169,-15379.9895,-23577.5067,-29640.0275,-22746.0248,1896281.1253,1877020.6742,1880352.4612,1890297.4751,-21075.7766,1896505.0126,
46800.000,5650.1534,1685.4417,-2498.7067,-3200.1344,0.0000,6785.1942,5351.1564,-122.2929,-5042.9979,0.0000,1483.4719,-6287.4625,-6011.0472,-1528.2487,-6656.8757,1894.8121,-2179.6330,3325.1020,-898.2338,2636.3146,308532.6408,285821.1645,293040.0010,292974.1260,293224.2946,291718.4805,287191.2931,290846.4247,-131494046.4429,-131518290.7342,-131474443.7896,-131468457.2330,290400.2400,-131477772.1246,-3477.4060,-6466.5146,-245.9967,4406.8192,0.0000,249.6327,-2581.7601,6424.7498,3853.6828,0.0000,-5970.4443,-1820.8368,-1813.2116,-6330.2526,939.7302,-6613.8863,5740.6458,-4845.8079,6738.5947,-4121.6637,273537.5512,283999.7689,268632.4795,271583.3948,280737.5421,276564.9217,274155.4007,273985.0449,-59782623.4933,-59780795.6311,-59803678.2526,-59803158.8827,273624.5030,-59794518.9843,1190.1525,-1516.5790,6457.1789,-4207.7692,0.0000,1217.5877,-3127.4584,2674.9045,-2733.2910,0.0000,-3098.2047,-1870.6767,2845.5443,2108.6311,-1140.1577,514.1716,3158.8913,3664.4124,-446.8515,4830.0902,-17392.1662,-22629.3411,-17222.3908,-20445.6495,-13596.9151,-18610.6329,-28831.4422,-17910.6902,1878501.3958,1860338.6012,1868883.9929,1879828.1545,-19639.0914,1881821.7016,
50400.000,-3415.9955,1082.1760,-2986.5406,-1214.0092,0.0000,-4616.1214,-593.6203,-1316.1904,4155.2667,0.0000,181.8200,4737.8153,6715.4760,3226.9312,3860.5943,18.8583,-1308.9401,-1378.2793,-2067.3171,-971.4270,229133.8246,207497.8451,213323.6871,209770.9606,214750.5092,212728.3531,209123.2566,211755.1424,-111523971.8553,-111548844.9914,-111497711.8772,-111496938.3305,212283.0357,-111507740.1768,4520.1098,4552.9668,815.6064,-4027.8197,0.0000,1809.0335,3984.5458,-6677.8289,-5260.5869,0.0000,6749.7271,-1888.9595,267.6452,3020.7903,-2776.1845,5830.2237,-4019.0953,6780.6018,-5179.8257,6697.4175,343391.7577,346147.1187,332479.4036,337138.0463,345471.5963,335774.6066,339386.9887,337742.4528,-91862477.5607,-91870178.9377,-91881251.6695,-91875288.0918,338104.0266,-91873222.4280,3643.2683,4993.9847,-6214.6377,5433.9666,0.0000,-4802.7627,5358.2219,1472.8351,-1670.8253,0.0000,-1348.8574,4495.0454,1546.3855,-5234.7533,4874.8587,3681.6429,-5468.9678,-422.6408,3902.7641,-1265.0684,-16242.3749,-20940.1159,-15962.5498,-19142.2489,-12228.4072,-16617.9263,-27388.2160,-19846.1490,1860915.4936,1843744.1079,1859046.5131,1869804.5221,-18200.7942,1867117.1878,
54000.000,-1547.7245,-4547.2723,6400.4896,5142.4237,0.0000,942.4278,-4148.5470,2692.6971,-1064.6742,0.0000,-2151.0702,-1740.9141,-4404.1440,-4863.4759,660.8528,-2953.6095,5060.6782,-1014.8030,4989.7972,-791.2772,134293.1784,116602.8494,119875.7414,115660.7100,122424.1904,120642.7652,116896.9273,121179.8487,-83909154.1928,-83932288.4982,-83879247.4577,-83888041.0709,120393.3700,-83893466.7682,-3814.2297,-1332.3567,1448.3728,3425.8393,0.0000,-4355.3994,-4519.6980,4254.8016,4651.8933,0.0000,-4355.6628,5474.1587,1898.1620,1398.3945,4649.1057,-2897.1529,1908.3180,-6119.5457,1511.1255,-6058.4929,390697.4672,386758.4865,374915.6857,382105.7584,388274.0518,376189.4715,382817.3922,381288.8752,-117673816.0829,-117690590.7417,-117686859.2730,-117679621.2893,380859.5650,-117683609.8438,-5343.9834,-4954.2969,2244.6981,-3031.0814,0.0000,5255.7483,-2726.6918,-4818.1582,4984.8024,0.0000,4868.3020,-3655.4278,-4963.2272,4604.7045,-4946.6917,-5528.1993,4288.1859,-3099.0047,-4390.2807,-3175.1479,-15113.2673,-19053.6848,-15301.0594,-15156.0806,-11263.4063,-18918.5194,-25320.4557,-15168.4231,1843710.0209,1827250.4654,1850423.5878,1858572.4427,-16761.0036,1852391.4683,
57600.000,5798.2594,6584.1554,-5169.4651,-6399.6103,0.0000,2104.3764,5609.3451,-4349.0905,-3186.3152,0.0000,4525.1311,-1234.9458,758.6780,5267.2143,-4024.6664,5757.8905,-6894.5659,3730.2456,-6300.9621,3106.8171,30314.9832,19260.6363,18728.6753,15031.7706,22268.1558,21089.6959,16546.0750,19783.1489,-50535067.1964,-50554333.7558,-50506284.6597,-50524558.1606,20642.6487,-50520260.9727,2458.5499,-1288.0474,-3501.6446,-2081.4752,0.0000,6145.2961,2789.8462,-476.3012,-3328.8446,0.0000,461.9872,-6692.8465,-4527.4275,-4318.7228,-5355.5074,-208.8667,-216.3194,3437.0801,2101.4542,2779.6028,412135.0134,403117.3543,393278.3645,401497.7093,406287.7640,394309.8660,401470.2306,398512.9379,-135446021.4713,-135470857.0266,-135452355.2721,-135452138.6608,399107.7265,-135455285.2783,2396.9514,1378.7436,3016.4253,-1432.6362,0.0000,-2333.3399,-2413.9774,5407.9309,-5151.1779,0.0000,-5173.9892,-34.6260,5137.5658,-707.9490,1257.6978,3786.2563,-406.1181,4713.3372,1505.2284,5465.9189,-14003.6718,-16768.5074,-15029.4552,-11746.4891,-10712.7124,-20491.2472,-22603.8940,-16736.6442,1827045.5691,1810872.1026,1842109.2951,1842775.7040,-15319.8378,1837644.5403,
61200.000,-6203.8191,-5394.3024,920.7654,4768.1463,0.0000,-3604.0999,-3795.2786,5688.9674,6280.1800,0.0000,-6010.4034,3559.8105,2147.7596,-3086.0251,4850.1383,-6529.6050,5608.0707,-5996.4159,4667.4572,-5425.9397,-75806.8091,-78360.6030,-83655.8058,-86762.0630,-79151.8489,-80092.9889,-85221.2108,-79573.6353,-13682587.6841,-13696217.8982,-13659275.6970,-13675424.8031,-80543.1116,-13668746.8398,-361.5726,2805.8477,2183.0697,-643.6588,0.0000,-5486.0450,1456.1556,-2725.5909,2037.4975,0.0000,2677.9338,4476.5010,6243.6577,4856.1679,3406.5391,2200.2112,-1473.4777,-208.4873,-4273.1503,950.0632,406122.6223,392121.7908,386435.5787,394529.0314,398197.1356,387386.2583,394011.3765,392523.1801,-143957696.5327,-143989088.2654,-143959405.7987,-143971228.5666,391643.6841,-143966962.6399,2603.3432,3148.7703,-6526.5078,4908.3775,0.0000,-2128.4774,5330.5883,-2961.7892,2021.0160,0.0000,2014.4357,3677.9264,-2005.1110,-3718.7860,3358.4075,373.0593,-3759.8387,-3477.5322,2513.9980,-4133.7703,-12912.1546,-13476.5018,-14834.4160,-8980.4590,-10609.6131,-21133.6182,-19175.6497,-12598.7803,1811046.3183,1794624.9097,1833069.4657,1821260.2582,-13877.4152,1822876.4010,
64800.000,2942.0861,1341.5760,2263.3178,-1886.2634,0.0000,4034.2689,1001.1897,-5376.8595,-6468.9292,0.0000,5019.5629,-5119.3168,-3554.1424,-1253.3927,-3971.5623,4244.1518,-2081.1285,6501.1789,-456.5596,6032.7097,-176858.2654,-174521.3196,-180769.0482,-183361.7032,-175134.3133,-176527.9931,-181346.8522,-177524.2467,24127922.3100,24121215.3849,24143723.7659,24141028.0285,-176637.7262,24140988.2211,-2827.5606,-3911.8678,2314.7663,4210.6652,0.0000,2086.2016,-5696.3459,4264.3169,-463.6622,0.0000,-4014.6436,-58.1456,-5379.0851,-3915.0493,984.6397,-3313.2293,3590.0217,-2399.9498,4984.0279,-3312.6590,372951.1323,354573.3192,354814.0569,361897.0544,364210.9222,355294.7124,360885.2078,357785.7120,-142620617.8953,-142656658.9284,-142621767.4027,-142637442.4536,358920.9902,-142630390.0098,-5371.4545,-5467.6620,6126.0805,-5107.8674,0.0000,5182.8013,-3409.9997,-1193.3675,2370.3756,0.0000,2458.6549,-4489.7384,-2457.3910,5467.2286,-5457.4477,-4321.3509,5513.7522,105.2025,-4626.9396,14.7315,-11836.6273,-11023.7419,-14381.7642,-6738.0389,-11003.9290,-20998.2685,-14934.7130,-13445.3635,1795791.9952,1778526.6021,1822626.6263,1800599.2059,-12433.8538,1808087.0478,
68400.000,1112.5964,3077.9864,-1941.9015,-563.9213,0.0000,-4219.0885,1344.5987,2769.4802,3973.2868,0.0000,-1325.5397,5231.6018,4016.5966,5351.7664,2622.4056,12.9087,-1544.6898,-4549.3951,-4027.9428,-3761.8955,-265894.9554,-259051.1654,-266417.7315,-268561.5251,-259406.1511,-261953.7197,-264381.5048,-260703.4463,60309023.7518,60309932.5191,60318067.5031,60328457.0276,-261436.3006,60321729.6840,5667.4569,4718.5278,-6315.3937,-6597.6135,0.0000,2399.1872,6368.8704,-4384.9860,-2029.3402,0.0000,4167.8457,-3956.1933,1812.4690,2677.1203,-5282.1491,4212.3439,-5570.8694,4041.7624,-4468.7347,4057.1950,314794.6788,295715.3997,300364.6721,305818.0449,305605.8949,299812.9057,304329.6801,304483.6094,-131520377.0742,-131558887.6989,-131525216.5351,-131533931.0743,303024.2914,-131530998.1904,3468.1740,3888.7093,-2124.9612,1856.5601,0.0000,-4909.2929,-1642.2701,4638.8779,-5278.2497,0.0000,-5322.4884,1807.0403,5296.3673,-3333.9431,3411.7577,5454.4494,-3789.1289,3308.8193,3187.0586,4084.2355,-10773.5113,-9483.7897,-13406.0562,-4947.2702,-11796.4832,-20181.6020,-9959.9481,-10166.9941,1781312.7096,1762597.1650,1810580.2298,1783531.2809,-10989.2714,1793276.4777,
72000.000,-3481.1778,-5362.1827,-469.9879,2164.3410,0.0000,3925.5699,-3326.0227,1321.6046,-607.6082,0.0000,-3189.6486,-3092.8117,-4276.8987,-6651.5893,-967.4417,-3848.9275,3666.3424,767.5398,6263.2497,-626.2387,-336714.8978,-325696.9745,-335076.9752,-336834.7162,-328480.2895,-330726.0728,-327127.8415,-329916.1522,92383295.0763,92391832.1851,92388475.5996,92404939.2202,-329456.4463,92396171.5372,-5594.1219,-4243.3611,6149.3970,5978.7052,0.0000,-5485.3245,-2666.1306,4092.5326,4911.6428,0.0000,-3969.2516,5622.1894,2648.2308,-1104.8720,6640.2426,-4824.6681,5843.2449,-5015.4936,2591.4360,-4121.6704,235599.4270,218232.0127,226473.4389,229972.5907,225027.6482,224370.9600,227991.8101,225902.7186,-111410902.7185,-111449606.6563,-111422445.3876,-111418111.1965,227536.5649,-111422465.0718,1416.0830,424.2434,-3185.8467,2619.7582,0.0000,1435.6979,5174.2003,-5485.1450,4809.0852,0.0000,4622.6946,2257.0156,-4726.0036,-1203.8355,1190.9864,-3093.8467,-365.0837,-4728.3785,674.0488,-5482.5543,-9715.6839,-8168.1075,-11781.7526,-3571.7570,-10484.5273,-18731.0166,-7961.7329,-10023.6583,1767587.0039,1746859.4049,1797030.6436,1769425.1154,-9543.7858,1778444.6882,
75600.000,4074.7873,4993.1884,1395.0939,-3563.3848,0.0000,-2236.9296,4816.0915,-4899.6800,-1879.6157,0.0000,5965.6038,-1052.7842,3959.2172,4612.9850,-1621.8773,5455.1886,-4208.0213,3109.3506,-5434.9405,4665.7481,-384274.3433,-370317.5172,-382239.3208,-383716.5907,-377519.5540,-378236.1790,-371624.1175,-376196.5053,118152983.4698,118168450.3114,118158234.0979,118172190.9642,-376293.2716,118166537.2807,1708.5915,1461.3521,-1745.6082,-2443.3596,0.0000,5822.8422,-2408.2987,-3764.9858,-6519.6618,0.0000,3327.1126,-4918.1889,-5544.2515,-1388.0799,-4440.7170,4024.6285,-3433.9054,5264.7387,784.1982,3912.0551,140871.0027,126914.1070,137803.0809,139308.4312,132571.1482,133804.0641,137578.8457,139108.9988,-83663219.1099,-83699962.6492,-83682541.3835,-83664906.1550,137309.3303,-83675539.8498,-5097.0759,-4463.2793,6557.6660,-5357.8904,0.0000,2939.1123,-4011.0725,3202.2115,-1303.6578,0.0000,-872.0485,-4590.6879,1066.5510,4857.3783,-4916.9837,-1292.3552,4261.3972,3254.1458,-4037.3156,3198.7705,-8646.3969,-6941.2330,-9556.8936,-2600.4386,-6491.8390,-16656.6108,-10255.9147,-7823.3403,1754543.2430,1731339.6434,1782193.4051,1757429.1269,-8097.5143,1763591.6765,
79200.000,-3771.8952,-3237.9420,947.2229,4864.6929,0.0000,-1190.7825,-4224.5208,6284.9351,3171.1763,0.0000,-5790.3930,5175.9411,-2117.3926,-1033.5883,4684.3971,-4808.2468,4129.7641,-5440.3085,2642.8322,-6167.9232,-404991.5271,-390199.2749,-404742.1888,-406092.1962,-401271.3170,-401249.9558,-394109.3041,-398658.8368,135850591.1456,135871625.5232,135859784.0767,135864571.3609,-398905.1221,135865172.4083,3503.4084,2849.7006,-3229.8925,-1877.7217,0.0000,-4081.3466,5149.8511,2873.6134,5323.3547,0.0000,-1318.6934,2868.0511,5695.1911,4497.3946,617.7485,-1106.6424,-869.6393,-4291.2956,-4569.3339,-2808.6537,37438.0159,27651.2211,40041.0367,39745.3119,32529.4577,34043.4479,38618.1953,36399.9993,-50171932.9824,-50204927.5201,-50198107.2040,-50171919.4915,38150.5832,-50184601.9389,4343.2563,5312.5665,-6072.5650,4478.0644,0.0000,-5438.7204,-830.9368,865.7422,-3058.1232,0.0000,-3488.5988,3352.0320,3256.5782,-5063.7347,4904.7272,4813.8222,-5474.3307,181.5790,4296.9004,1194.3747,-7515.0395,-5757.4893,-6940.2560,-2044.1116,-3076.7287,-13934.1097,-11822.5925,-6539.1595,1742064.2534,1716068.5977,1766300.0533,1746782.2918,-6650.5744,1748717.4400,
82800.000,2543.0260,1454.5797,-4552.4679,-5069.3818,0.0000,4972.5765,544.0022,-5308.7783,-3930.5038,0.0000,3526.0214,-6781.5398,-1455.1388,-1893.3757,-6281.1433,3246.9629,-3850.6168,5744.5546,425.0860,4920.2632,-396888.1111,-384208.5623,-401032.0133,-402370.8393,-398670.4262,-398158.8696,-391556.1324,-396454.7432,144260079.6961,144284798.8213,144276149.2373,144269537.0005,-395811.5011,144275789.8304,-6241.0305,-6245.9214,4858.6419,4612.2241,0.0000,1852.7151,-4551.2166,-590.8093,-1573.4258,0.0000,-2145.1595,-310.3568,-3916.7193,-6372.9683,2360.5667,-3085.5806,4757.8229,1622.6456,6677.5484,14.1180,-66284.0716,-73114.0040,-60457.8160,-62186.3107,-69780.7592,-68238.0019,-63081.2341,-61880.4835,-13225837.2700,-13253891.1987,-13256315.1632,-13229331.4709,-63549.4558,-13238324.2962,148.6645,-2418.7992,1943.5864,-610.4326,0.0000,4397.7534,4892.8321,-4475.7097,5448.3591,0.0000,5499.5695,465.4883,-5493.7532,1635.0881,-1207.3434,-5255.0193,3193.3258,-3529.0660,-1286.8323,-4818.8170,-6065.4144,-4596.1476,-4245.4332,-1936.0562,-305.8756,-10500.6244,-12459.6554,-5507.7600,1729994.9108,1701082.5085,1749561.5041,1736566.8951,-5203.0831,1733821.9758,
86400.000,398.6168,326.1304,5508.0080,2948.1030,0.0000,-6878.9137,4380.9936,3146.9597,4590.9139,0.0000,-987.0435,4924.8409,5209.8353,3349.8353,4584.6532,-1741.8443,2792.5819,-4592.7431,-2951.9183,-2414.8710,-365271.6196,-352868.1003,-371313.6089,-372486.2731,-370137.7266,-369133.9546,-363564.4637,-366331.4342,142800387.0914,142826625.1485,142824775.6570,142810445.2800,-367190.2644,142817052.0448,4976.5219,6475.9525,-2620.6575,-5003.8189,0.0000,-82.7455,2345.9977,-2825.3225,-2713.1764,0.0000,5607.8646,-2564.0874,1774.5650,5194.3194,-3707.3022,6270.5281,-6223.3593,2163.4013,-5504.1984,3791.6935,-158731.6632,-168844.7687,-157115.8911,-159749.8707,-167967.3914,-165948.1319,-161105.6108,-162631.2444,24648522.2304,24625825.5410,24617253.1924,24637604.2501,-161230.6333,24636728.4716,-4536.1251,-2218.2459,3297.1887,-3692.2152,0.0000,-536.2082,-4515.5151,5522.6620,-4396.3045,0.0000,-3876.8735,-3941.9678,4147.0746,2938.7829,-3428.7595,2282.7733,1093.3455,4708.4856,-2726.1936,5201.0181,-3096.7701,-3446.0418,-1806.8236,-2326.0674,1940.6853,-6255.1454,-12319.7357,-3065.9579,1718152.1870,1686424.5830,1732160.3148,1725110.5360,-3755.1573,1718905.2815,
