sl_20_5400_20270422 Coordinates.csv
2027/04/22 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:54 2024,
Start: 2027/04/22 07:47:00.00, Stop: 2027/04/22 09:17:00.00,
TIME_UNITS,STARLINK-2570 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-1471 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-5028.4612,4121.2405,2956.7682,1365.9333,-6127.1070,-2479.1659,-3815.0316,-1965.5318,4793.0140,1982.9752,-751.1504,-2190.5073,-1735.0024,2739.6132,3296.5201,2265.0019,3018.8722,-4721.7685,-443.0173,-3976.9847,135828.0511,150730.8349,135563.6459,136948.3070,133736.2363,134992.3379,142373.5605,140954.8894,140653944.3789,140669954.2202,140651997.4001,140649607.0951,139681.0873,140657500.4953,2136.8731,-852.8901,-6203.0131,-6065.0609,819.7632,5937.9279,-3448.7792,-6622.9407,223.2742,5772.5197,-4933.6733,3616.1733,3937.2685,3712.3651,6065.0376,-3575.7415,5805.9789,4946.7362,6744.2354,5156.6958,-314523.6131,-344860.3006,-327265.8856,-327340.7585,-335545.7044,-333504.7750,-333546.4994,-331203.5591,29102593.3009,29086535.1763,29124343.6796,29119995.4016,-331722.0374,29121296.7865,4011.7417,-5276.3289,-902.4262,-3091.9550,-3064.4150,2523.5134,4642.1731,-173.6313,4684.0685,-3103.3072,4646.3050,5447.8735,5395.1132,-5039.3888,-818.6067,5414.0899,2199.7503,-347.4728,-873.2281,-2351.6829,-144269.3798,-147061.4181,-147143.5841,-145762.7886,-142049.7819,-150742.5641,-156820.4555,-146982.6092,41233306.4762,41214318.7202,41256882.2993,41251586.0106,-148101.9497,41240716.8901,
3000.000,-4988.6984,3980.9595,1366.7271,-489.1315,-6379.2273,-1066.6952,-4866.7504,-3026.0639,5498.3170,3421.2988,-2844.9708,-493.2920,430.1299,3711.0988,3566.0178,602.8411,4248.9275,-3543.4433,1079.7506,-2392.2620,142322.4440,157958.2723,142610.4553,144011.7581,140687.9514,142006.8895,149245.3763,148088.6393,139987968.2501,140004578.0802,139985822.3896,139983667.9809,146629.6639,139991467.3258,3804.7650,-2943.5842,-6376.0645,-5596.6362,2217.2123,6742.1021,-1566.4055,-5993.3098,-1528.6799,5749.8741,-4431.0000,4859.7253,4182.8399,1792.7109,5240.4712,-4864.0605,5426.8452,5463.1288,6692.1969,5240.0599,-311554.3451,-341689.1274,-324164.5496,-324356.1857,-332536.2288,-330489.3135,-330505.6442,-327947.8853,32171792.7156,32156100.3907,32192884.8827,32188506.3349,-328689.1386,32190423.6314,2571.8231,-4586.4192,-2351.1053,-4080.9259,-1405.3593,1098.2533,4675.6622,1627.9705,3523.9588,-1448.6352,4333.3402,4868.8961,5471.6793,-5449.6094,-2856.1697,4819.0261,435.7254,-2123.5637,685.5285,-3843.2929,-144356.6225,-147160.3357,-147135.2210,-146051.2610,-142063.7745,-150546.0988,-156985.4222,-147481.0962,41233358.2520,41214450.2910,41257321.4788,41251852.6313,-148185.5236,41240975.7331,
3300.000,-4446.4148,3467.6446,-374.3744,-2324.2239,-5998.6669,439.4107,-5486.4995,-3802.1637,5631.5618,4495.4146,-4652.6637,1212.4469,2546.0947,4359.6196,3507.8440,-1078.4847,5050.1456,-1985.1726,2498.7985,-545.6965,148752.3608,165118.1536,149594.2426,151017.3268,147575.2348,148966.3487,156050.9554,155035.6458,139255027.3012,139272226.6859,139252713.0142,139250802.5788,153512.4372,139258472.6464,5053.4682,-4710.2764,-5943.9069,-4617.6851,3378.0813,6887.1036,445.8558,-4759.7974,-3083.1053,5147.1887,-3519.8855,5654.3163,4072.8064,-289.8188,3868.3149,-5696.4083,4508.1383,5437.1529,5954.6868,4840.2410,-308452.5066,-338365.4044,-320919.8102,-321230.3882,-329380.8607,-327321.3048,-327322.5544,-324598.3064,35225791.8189,35210476.8050,35246217.6264,35241821.9816,-325510.7449,35244348.2329,837.9657,-3365.9282,-3548.0251,-4635.7523,406.4204,-445.6153,4208.7952,3253.3993,1948.0722,367.0797,3534.1295,3761.8911,4956.4403,-5252.8357,-4590.7334,3696.1164,-1375.5391,-3663.9904,2166.9343,-4922.6262,-144444.0603,-147259.2501,-147128.7666,-146345.3183,-142080.9722,-150343.2671,-157145.5602,-148034.1471,41233413.3545,41214582.8428,41257748.7207,41252102.1868,-148269.0064,41241234.4584,
3600.000,-3442.2689,2621.3051,-2106.8132,-3965.7879,-5013.3357,1906.8280,-5609.7783,-4234.3297,5164.7886,5110.4774,-5988.6604,2764.5286,4400.9914,4615.6795,3149.9294,-2618.0221,5358.7441,-195.7694,3683.4610,1385.9159,155115.1357,172207.2472,156511.9095,157962.5958,154394.9723,155868.4383,162787.4222,161792.3584,138455467.8045,138473246.0882,138453015.8099,138451356.6998,160326.3621,138458862.8094,5762.4328,-5964.4776,-4956.3923,-3227.2823,4203.7713,6359.0214,2394.4632,-3041.2851,-4283.3366,4012.3531,-2285.1947,5910.8850,3612.0906,-2320.4536,2080.2055,-5979.2591,3129.0412,4886.1197,4606.8552,4008.1863,-305219.4805,-334890.5960,-317533.0678,-317965.5104,-326081.0000,-324001.1636,-323998.6877,-321173.6538,38263129.6555,38248203.2050,38282882.4648,38278483.7020,-322188.2832,38281609.7805,-991.6692,-1755.4101,-4365.4652,-4697.7185,2173.9534,-1941.4151,3291.4673,4526.8372,142.2389,2141.9000,2338.2599,2246.7063,3904.9933,-4470.7812,-5839.1963,2168.1645,-3037.9404,-4798.4963,3403.8501,-5474.6536,-144531.6909,-147358.1589,-147124.3921,-146644.9338,-142101.3577,-150134.2557,-157300.9040,-148605.1173,41233471.8756,41214716.3864,41258164.1501,41252334.7613,-148352.3983,41241493.0658,
3900.000,-2065.6178,1513.5287,-3668.8624,-5255.5309,-3513.4700,3206.8085,-5216.4963,-4293.9198,4134.8788,5219.2708,-6715.5852,4020.0339,5809.9386,4443.4882,2544.8539,-3873.0869,5159.7966,1649.3090,4524.8141,3214.1621,161408.1319,179222.3538,163360.3836,164845.2341,161144.0833,162711.0052,169451.9305,168365.1160,137589667.9039,137608014.2152,137587109.1115,137585707.9074,167068.4242,137593016.0324,5870.0550,-6573.6952,-3515.0139,-1560.2941,4629.4361,5210.6542,4094.4075,-1006.9292,-5014.2690,2449.5307,-840.8620,5591.8298,2834.5552,-4092.0808,52.6206,-5672.3489,1416.4281,3877.8388,2787.2747,2832.3562,-301856.7022,-331266.2348,-314005.7867,-314563.8912,-322638.1113,-320529.2622,-320535.5568,-317687.0702,41282353.1448,41267826.2473,41301427.8191,41297040.6968,-318723.2438,41300755.3414,-2708.1324,58.8343,-4716.4371,-4260.2170,3704.8646,-3227.9423,2021.7691,5310.7958,-1680.4059,3678.1601,879.9023,487.6945,2430.9110,-3189.9677,-6470.4477,402.5491,-4372.0272,-5402.2509,4256.8577,-5440.6925,-144619.5121,-147457.0597,-147122.2646,-146950.0269,-142124.9151,-149919.3458,-157451.4862,-149157.1214,41233533.9059,41214850.9326,41258567.9003,41252550.4416,-148435.6991,41241751.5554,
4200.000,-446.6615,242.2582,-4911.6521,-6065.5108,-1643.2349,4225.2661,-4334.0473,-3984.2104,2641.1739,4825.3219,-6758.7854,4868.6514,6633.8916,3846.0215,1762.4464,-4732.6121,4486.5888,3365.1409,4945.4231,4757.1191,167628.7426,186160.3075,170136.6198,171662.9991,167819.5221,169492.0370,176041.6641,174768.6414,136658037.4365,136676940.6931,136655402.8751,136654265.3402,173735.6415,136661342.2196,5378.6227,-6476.1568,-1762.1724,225.5760,4628.6089,3555.8343,5386.9298,1140.9776,-5213.3724,609.5632,680.3660,4716.4449,1801.1376,-5426.2612,-2010.8595,-4794.4184,-467.1071,2521.9059,683.2222,1429.1984,-298365.6593,-327493.9213,-310339.4933,-311028.0903,-319053.7227,-316905.9169,-316934.7288,-314145.0897,44282017.7752,44267901.1535,44300410.6699,44296050.6994,-315117.1803,44300340.5551,-4115.9574,1866.2157,-4563.6335,-3369.4376,4832.6776,-4166.9384,535.6020,5520.8499,-3305.0346,4804.8617,-677.2272,-1324.2472,693.6651,-1552.6761,-6418.4651,-1407.1999,-5234.3567,-5409.0578,4629.9992,-4824.2806,-144707.5219,-147555.9502,-147122.5466,-147260.4426,-142151.6295,-149698.9437,-157597.3371,-149655.7680,41233599.5340,41214986.4922,41258960.1115,41252749.3167,-148518.9088,41242009.9273,
4500.000,1256.0320,-1076.3779,-5713.1024,-6310.9267,413.5606,4872.4050,-3035.9795,-3338.8297,835.6790,3980.5976,-6114.2494,5242.3405,6793.8567,2866.8557,881.7169,-5126.9118,3415.3270,4775.5646,4906.1288,5857.2100,173774.3923,193017.9773,176837.6015,178413.7359,174418.2790,176209.6810,182553.8386,181024.0523,135661017.7384,135680466.6521,135658338.4861,135657469.5193,180325.0656,135664282.7678,4351.9935,-5687.5142,132.8895,1964.4434,4213.8802,1557.6589,6154.5721,3187.3765,-4875.3498,-1324.9005,2138.9857,3360.3721,595.6558,-6191.5371,-3899.8442,-3422.7074,-2338.8465,957.6400,-1488.9612,-68.1949,-294747.8910,-323575.3225,-306535.7768,-307360.9199,-315329.4257,-313131.3742,-313197.8247,-310547.3002,47260688.2962,47246992.4026,47278397.2453,47274080.6634,-311371.7082,47278930.3249,-5055.5047,3456.6547,-3923.2211,-2119.7295,5435.0105,-4657.8016,-1007.9095,5134.4732,-4540.8274,5396.8140,-2158.4213,-2992.7889,-1118.6734,258.4001,-5688.6924,-3062.9616,-5532.5357,-4818.1697,4481.4143,-3690.8533,-144795.7180,-147654.8281,-147125.3961,-147575.9237,-142181.4875,-149473.6226,-157738.4851,-150071.4047,41233668.8473,41215123.0765,41259340.9307,41252931.4780,-148602.0274,41242268.1812,
4800.000,2871.0921,-2318.4479,-5989.8678,-5959.3741,2451.8712,5090.1730,-1436.1042,-2418.0205,-1092.8223,2778.4806,-4848.8492,5120.2483,6278.6998,1588.0426,-16.9972,-5032.7925,2056.2524,5730.9829,4409.4816,6397.4008,179842.5376,199792.2687,183460.3426,185095.3711,180937.3817,182862.2634,188985.7020,187156.6471,134599081.4360,134619064.5181,134596388.5521,134595792.1406,186833.7827,134602310.3573,2906.8181,-4298.4505,1990.2021,3497.4847,3433.9407,-587.8549,6331.9430,4926.0345,-4050.2207,-3157.7669,3401.4090,1648.9224,-681.5845,-6316.9347,-5418.2882,-1686.0379,-4013.5203,-660.0121,-3506.2476,-1522.3744,-291004.9873,-319512.1719,-302596.2882,-303565.4821,-311466.8737,-309205.7971,-309326.5191,-306886.5204,50216939.4049,50203674.4170,50233963.7052,50229707.4455,-307488.5051,50235099.5039,-5420.6844,4645.4448,-2863.2307,-643.9231,5446.6574,-4648.0545,-2443.6472,4193.3377,-5243.2992,5388.3563,-3397.8115,-4337.7965,-2810.1086,2040.4852,-4357.5144,-4384.0327,-5234.6380,-3694.3648,3827.8935,-2161.2263,-144884.0984,-147753.6911,-147130.9658,-147896.0729,-142214.4768,-149244.1786,-157874.9564,-150380.8262,41233741.9311,41215260.6966,41259710.5100,41253097.0197,-148685.0549,41242526.3174,
5100.000,4231.3361,-3363.6832,-5706.2549,-5035.3737,4265.9650,4857.1441,321.4952,-1303.1548,-2938.6393,1343.2013,-3092.9468,4528.5709,5145.5272,123.7809,-859.0784,-4473.6762,542.3256,6124.3177,3499.6749,6314.1550,185830.6681,206480.1249,190001.8880,191705.8980,187373.8961,189448.3082,195334.5360,193193.6573,133472732.2216,133493237.7881,133470056.6804,133469735.8520,193258.9155,133475928.7276,1198.9053,-2463.6641,3635.9581,4687.4753,2367.7011,-2670.9377,5911.0264,6180.4546,-2835.7077,-4699.4211,4351.9444,-254.9012,-1921.8680,-5798.8290,-6404.8717,247.6583,-5321.3434,-2175.4699,-5161.8661,-2803.9102,-287138.5885,-315306.2680,-298522.7396,-299645.2129,-307467.7821,-305129.2541,-305322.5394,-303149.4118,53149356.4281,53136532.2452,53165696.8205,53161518.4847,-303469.3093,53167433.5775,-5170.3644,5294.8398,-1496.6331,900.6294,4866.4083,-4138.7098,-3618.3556,2798.9535,-5330.6585,4780.4162,-4257.0011,-5214.7763,-4198.2487,3593.7610,-2564.8386,-5226.8296,-4372.4200,-2161.2833,2743.0010,-399.2036,-144972.6612,-147852.5370,-147139.4031,-148220.3011,-142250.5865,-149011.7055,-158006.7755,-150568.4705,41233818.8691,41215399.3638,41260069.0069,41253246.0388,-148767.9911,41242784.3357,
5400.000,5190.7099,-4106.8606,-4879.0670,-3619.3064,5670.2202,4190.6154,2075.5122,-89.8532,-4500.8362,-183.0253,-1026.4800,3535.8613,3512.7690,-1389.6433,-1581.4459,-3515.1994,-983.4927,5903.5035,2258.9283,5605.4644,191736.3076,213078.5282,196459.3158,198243.3486,193724.9278,195966.5525,201597.6575,199162.0892,132282504.6151,132303520.7919,132279877.2419,132279834.0161,199597.6238,132285672.4388,-593.5066,-384.0223,4918.7881,5431.1973,1116.2816,-4488.3468,4940.6220,6822.1799,-1365.4111,-5786.3898,4902.9576,-2166.1615,-3017.0415,-4700.2141,-6750.6969,2187.7910,-6125.1247,-3447.2848,-6286.6785,-3802.8486,-283150.3844,-310959.4741,-294316.9043,-295603.9307,-303333.9266,-300901.7143,-301187.6652,-299317.4569,56056535.9997,56044162.2389,56072194.6483,56068112.4757,-299315.9189,56074529.3397,-4332.7017,5329.7810,30.4257,2348.9231,3757.1536,-3184.1801,-4407.0093,1101.9380,-4792.7835,3640.4156,-4640.3126,-5529.9788,-5134.0126,4744.1687,-500.0326,-5500.0922,-3038.1815,-388.3549,1348.9317,1405.7798,-145061.4044,-147951.3637,-147150.8498,-148547.7563,-142289.8067,-148777.6951,-158133.9650,-150627.1606,41233899.7431,41215539.0896,41260416.5827,41253378.6362,-148850.8361,41243042.2362,
