sl_20_5400_20310208 Coordinates.csv
2031/02/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:51 2024,
Start: 2031/02/08 07:47:00.00, Stop: 2031/02/08 09:17:00.00,
TIME_UNITS,STARLINK-5857 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-4459 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-4459 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-4459 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-3334.5718,2039.9441,5270.3151,4313.4495,-1575.5841,-2721.9059,-4342.0557,1783.0074,-867.6627,4000.7021,4817.0016,-1428.3932,-5033.0288,5922.8204,-490.3215,-4750.2301,-6829.7855,-4439.8068,3842.6749,-2881.1188,184525.5935,160788.7175,182650.4683,180281.0405,172696.8400,177217.1969,175524.5919,177288.6061,-115116413.6189,-115091271.1286,-115113801.0336,-115099643.0064,178014.6550,-115101310.2113,-1353.7146,6064.2035,-146.0561,-2622.5515,-6571.4087,6424.2424,-4293.1494,5423.5087,-5529.3657,4636.9146,2662.2741,-6712.9026,4532.4632,561.1214,-5772.7239,4887.9943,1107.7228,-5295.2734,4142.5216,-14.0940,-331361.9797,-357859.7704,-352237.2257,-349099.3872,-342600.2323,-347296.0331,-351958.5576,-349881.1944,-126457405.5442,-126433383.5653,-126456189.5689,-126438560.1142,-348894.1010,-126443687.5517,5958.4153,-2591.7121,-4444.7303,-4749.8020,-1474.7656,484.4860,-3221.6289,3914.1011,-4059.1447,-3168.2991,3885.1396,416.8783,986.5715,-3318.5374,-3664.0593,-474.0972,-504.9298,-61.6541,3673.8741,6304.9316,51600.2020,46707.5704,51672.2353,47982.4992,54749.9026,51437.8631,40440.0081,50748.6345,-40004883.1521,-39998276.8823,-40019659.5355,-40000621.9472,49422.3842,-40005924.4644,
3000.000,-5029.9239,2993.2412,5873.1754,3970.8835,-2773.3246,-1268.7385,-4572.4106,3301.6297,-2234.7257,5480.2352,6084.5468,-2511.8047,-3758.7158,6548.2677,-1884.3208,-3724.1245,-6530.7972,-5358.9629,5317.7976,-782.8053,191418.2827,168279.7849,189927.7672,187400.5118,179988.2008,184970.8213,182821.4777,184545.8160,-112322381.3217,-112297618.3618,-112319221.3179,-112306492.7631,185357.5591,-112307336.1917,-564.1468,4735.2878,-1787.5003,-4418.3219,-6325.5667,6798.6066,-2544.9324,4030.7161,-4156.5084,3743.4598,1616.7530,-6013.2149,5040.5913,-788.4774,-4521.8095,5564.8988,1686.3162,-4067.4037,3552.1041,-737.5979,-327368.6010,-354348.2637,-348516.9543,-345667.0379,-338773.2601,-343685.3488,-348098.2540,-345617.7932,-128938294.6867,-128914230.8408,-128937177.8732,-128919394.0270,-345051.7837,-128924495.5796,4781.6840,-4035.6744,-3139.2020,-3570.4679,332.1557,-1051.6666,-4504.8439,4555.9309,-5053.6059,-1866.7708,2404.1217,2185.5651,2698.5404,-1699.9151,-4795.7870,1346.3971,1615.3427,-1585.3872,2135.2194,6846.4291,51473.1326,46574.1397,51515.4835,47867.9577,54625.2175,51469.3672,40332.3265,50837.2780,-40005213.9010,-39997818.3695,-40019929.6490,-40000327.9788,49316.6499,-40005994.4620,
3300.000,-6233.1725,3693.4235,5909.1674,3275.0997,-3698.2977,313.4193,-4394.2930,4537.3272,-3431.6086,6414.0618,6697.1958,-3365.2871,-2080.4644,6496.5027,-3136.0733,-2301.1449,-5560.1875,-5765.7449,6212.1535,1426.2174,198224.2317,175695.1871,197120.9438,194403.6534,187197.3102,192661.5353,190034.6871,191760.0530,-109474894.8221,-109450516.3304,-109471184.7062,-109459895.4313,192617.5608,-109459911.0729,221.0418,2933.6615,-3221.9079,-5767.1642,-5448.0057,6535.3010,-524.5527,2268.4877,-2395.6015,2498.1259,425.3559,-4700.0285,5056.2601,-2037.1005,-2832.9680,5676.5485,2113.5880,-2432.0657,2603.1018,-1288.8209,-323233.1698,-350679.4782,-344640.0953,-342074.9626,-334793.9052,-339935.9601,-344085.4747,-341161.3603,-131357461.2006,-131333376.0143,-131356420.8194,-131338584.7656,-341054.9216,-131343583.2327,3100.8985,-5042.9951,-1492.4058,-2009.0347,2103.1927,-2478.1623,-5301.0369,4708.6878,-5504.3369,-362.0547,643.1233,3714.2148,4110.2356,110.5185,-5398.0844,3016.1245,3562.8549,-2937.8478,348.1757,6658.5033,51345.8922,46440.8406,51354.5171,47790.5009,54498.0303,51445.6357,40228.8034,50814.2847,-40005544.8598,-39997366.9497,-40020194.7618,-40000082.1531,49210.8874,-40006064.3165,
3600.000,-6816.4193,4082.5831,5361.4727,2277.0725,-4277.0729,1887.9879,-3835.0025,5370.8575,-4343.7602,6713.5201,6588.2694,-3919.8025,-162.5685,5765.6233,-4123.9478,-614.8158,-4014.3319,-5631.7777,6436.5754,3503.3602,204940.5488,183031.6090,204226.7487,201288.7662,194321.0045,200275.8131,197161.0560,198929.6956,-106575317.2908,-106551327.1078,-106571055.2322,-106561204.0996,199791.4070,-106560397.9256,943.9772,841.0894,-4319.0221,-6539.0551,-4019.0173,5664.9568,1568.2431,309.7578,-425.0591,1009.4324,-804.2290,-2905.1102,4592.0744,-3074.1944,-882.8032,5224.9579,2371.5681,-542.0181,1377.8968,-1609.8571,-318957.5795,-346855.0267,-340608.3190,-338313.7521,-330663.9209,-336045.5713,-339922.0418,-336545.5305,-133713753.7129,-133689667.8067,-133712766.8890,-133694978.2165,-336905.3026,-133699799.2696,1092.9916,-5505.5253,316.8720,-232.2680,3647.0745,-3646.4992,-5524.8813,4356.0879,-5363.2741,1182.0937,-1192.7812,4835.0422,5064.7866,1908.4338,-5405.0202,4348.1385,5129.5474,-3973.3046,-1479.3851,5760.9425,51218.4820,46307.6742,51189.4414,47752.8988,54368.3550,51359.0859,40129.4311,50674.9214,-40005875.9103,-39996923.0224,-40020454.7348,-39999884.7668,49105.0968,-40006134.0278,
3900.000,-6714.7073,4127.4725,4271.8486,1055.9184,-4468.7819,3316.9271,-2953.3144,5717.8023,-4878.5808,6353.5362,5770.4032,-4132.1830,1802.8337,4426.1662,-4746.7948,1170.6789,-2050.2506,-4979.3815,5975.6879,5217.8892,211564.3837,190285.7697,211241.9674,208057.5917,201356.1592,207798.1184,204197.4614,206051.7165,-103625036.6902,-103601437.5519,-103620221.7314,-103611797.5075,206875.8837,-103610184.6068,1557.4735,-1332.1573,-4984.3134,-6662.4267,-2175.8860,4274.8749,3524.5009,-1656.1528,1559.1896,-589.8879,-1961.2167,-810.3108,3705.8740,-3811.3897,1128.7977,4268.5372,2454.8828,1423.2885,-11.4792,-1677.4067,-314543.7816,-342876.5925,-336423.3672,-334374.0506,-326385.1275,-332009.9245,-335609.8407,-331803.7548,-136006050.9498,-135981984.9732,-136005094.6942,-135987449.4120,-332604.7835,-135992022.5437,-1030.2512,-5373.7988,2091.5769,1569.3987,4797.1331,-4435.3465,-5152.4926,3535.9473,-4645.4839,2597.3365,-2889.9990,5425.2236,5456.3338,3490.5899,-4815.8456,5193.5144,6148.5472,-4580.5384,-3135.1832,4248.9059,51090.9031,46174.6414,51020.3692,47755.0419,54236.2046,51206.1967,40034.2035,50422.5649,-40006206.9344,-39996486.9631,-40020709.4263,-39999735.3910,48999.2781,-40006203.5960,
4200.000,-5933.6697,3821.9921,2738.0600,-286.7881,-4267.2392,4472.5904,-1833.2749,5537.2530,-4974.7623,5374.7149,4333.7657,-3987.8806,3615.1739,2614.2065,-4934.1557,2876.6833,131.0847,-3877.9830,4888.2277,6376.9148,218092.9289,197454.4240,218163.4225,214714.7696,208299.6903,215212.9403,211140.8222,213121.7246,-100625465.1108,-100602258.6452,-100620097.1758,-100613079.4930,213867.8164,-100610683.0962,2027.2341,-3368.2712,-5167.1080,-6131.2068,-99.2882,2499.8699,5146.6135,-3441.8503,3362.9071,-2154.6224,-2941.3954,1371.2959,2493.3025,-4189.6522,2998.8718,2914.2732,2368.8763,3274.7773,-1433.4719,-1504.2520,-309993.7844,-338745.9281,-332087.0526,-330248.7019,-321959.4113,-327823.6450,-331150.8193,-326967.4645,-138233262.2709,-138209236.8383,-138232313.5126,-138214903.2806,-328155.2883,-138219162.5368,-3044.9144,-4661.9689,3638.1482,3202.4759,5429.3977,-4762.9243,-4223.7848,2336.2054,-3427.6501,3729.3484,-4251.7129,5420.1684,5241.5120,4678.2104,-3695.0667,5457.9300,6511.7312,-4694.4983,-4427.5922,2283.2845,50963.1568,46041.7432,50847.4211,47793.6004,54101.5912,50988.6625,39943.1161,50068.2286,-40006537.8138,-39996059.1229,-40020958.6925,-39999632.9941,48893.4314,-40006273.0210,
4500.000,-4549.2844,3188.0097,905.0943,-1635.1757,-3699.8961,5248.8103,-576.4711,4836.8099,-4609.5065,3878.5401,2435.3237,-3501.5112,5085.9202,517.0404,-4654.3973,4327.9950,2305.7149,-2436.5076,3298.8959,6847.8449,224523.4205,204534.3638,224987.9748,221266.3428,215148.5555,222506.9543,217988.1008,220133.9488,-97578038.0949,-97555224.8240,-97572117.9971,-97566478.3677,220764.0724,-97563328.8200,2332.4767,-5063.4253,-4863.9680,-5004.8193,2004.7768,509.0102,6268.1160,-4879.8232,4812.4102,-3540.2458,-3656.0202,3417.2573,1077.3246,-4183.3324,4541.6238,1305.3896,2127.3992,4831.7359,-2749.3587,-1135.9131,-305309.6525,-334464.8546,-327601.2583,-325934.3754,-317388.7241,-323481.5568,-326546.9870,-322064.4400,-140394328.1877,-140370363.8163,-140393363.8066,-140376275.3690,-323558.8080,-140380159.8783,-4739.1009,-3446.3717,4787.9789,4491.5474,5475.7941,-4595.2100,-2838.4520,885.6177,-1840.3136,4454.8007,-5120.7549,4820.3773,4444.0810,5337.3264,-2165.7933,5111.9350,6180.7219,-4302.9821,-5207.7763,73.8264,50835.2443,45908.9806,50670.7248,47862.6446,53964.5260,50713.0318,39856.1660,49629.7633,-40006868.4304,-39995639.8269,-40021202.3870,-39999576.0647,48787.5568,-40006342.3030,
4800.000,-2699.8036,2274.3902,-1048.8375,-2868.9312,-2824.1123,5570.4389,706.7461,3673.1398,-3802.6799,2016.4414,280.9769,-2715.3828,6058.2759,-1646.6256,-3919.7883,5370.8484,4249.7065,-792.6748,1383.3498,6574.2807,230853.1399,211522.4197,231712.5251,227718.0037,221899.7562,229670.3486,224736.3044,227081.1708,-94484213.9492,-94461793.2949,-94477743.3980,-94473446.2311,227561.5616,-94469579.9639,2465.1433,-6248.1304,-4117.1440,-3401.2108,3925.5600,-1510.3872,6771.0376,-5838.3502,5771.4811,-4616.1916,-4039.1694,5118.4734,-404.1838,-3801.0174,5607.0044,-393.9371,1750.7782,5939.2291,-3826.4776,-642.8793,-300493.5060,-330035.2612,-322967.9373,-321431.9517,-312675.0818,-318979.8727,-321800.4136,-317117.3774,-142488220.8682,-142464337.9170,-142487217.7283,-142470532.5275,-318817.3995,-142473986.8483,-5935.4251,-1857.7888,5415.9028,5298.3028,4931.2697,-3949.3535,-1145.7667,-660.0566,-54.3033,4694.7632,-5397.2984,3691.4121,3152.4062,5393.7081,-396.7120,4194.1068,5190.6750,-3447.8811,-5386.3165,-2143.5627,50707.1666,45776.3546,50490.4152,47954.9346,53825.0194,50389.0204,39773.3516,49130.7786,-40007198.6660,-39995229.3740,-40021440.3608,-39999562.7305,48681.6544,-40006411.4418,
5100.000,-571.1831,1154.0170,-2929.8628,-3873.8864,-1721.3347,5400.6712,1906.5653,2147.7237,-2617.0161,-25.8447,-1896.9533,-1696.1274,6424.2723,-3649.6518,-2787.5166,5889.3697,5762.2136,899.8805,-651.4297,5582.8777,237079.4142,218415.4621,238334.0156,234073.8413,228550.3380,236696.9525,231382.4857,233954.6331,-91345473.0473,-91323443.3418,-91338454.6538,-91335458.2365,234257.2382,-91330916.7759,2428.1104,-6804.5833,-3008.6736,-1483.9968,5468.7244,-3370.1607,6598.9407,-6233.6922,6154.5677,-5278.0213,-4053.1986,6300.7925,-1811.7301,-3083.5227,6095.7221,-2015.2986,1264.2634,6483.5306,-4551.1561,-109.5106,-295547.5187,-325459.1039,-318189.1115,-316745.7436,-307820.5640,-314316.7979,-316913.2287,-312142.6527,-144513944.6255,-144490163.2370,-144512879.6089,-144496673.5515,-313933.1845,-144499647.8671,-6509.2311,-67.8340,5453.6505,5536.2896,3854.3435,-2892.0666,671.1516,-2134.9391,1737.5518,4423.1522,-5049.7158,2156.9674,1509.9393,4840.9760,1416.3279,2806.8965,3646.7364,-2220.9118,-4942.8641,-4132.7293,50578.9251,45643.8663,50306.6342,48063.2458,53683.0808,50027.4101,39694.6730,48599.2967,-40007528.4025,-39994828.0364,-40021672.4626,-39999590.8632,48575.7241,-40006480.4375,
5400.000,1621.9655,-81.3143,-4547.7429,-4552.4237,-489.7063,4745.4808,2922.8404,398.0383,-1153.8714,-2046.9166,-3864.4527,-529.5195,6137.3072,-5280.3392,-1356.0053,5818.8610,6686.5859,2485.7020,-2589.2126,3980.1274,243199.6178,225210.4030,244849.4317,240335.8781,235097.3932,243583.5088,237923.7447,240743.9659,-88163317.1209,-88141675.6208,-88155754.4022,-88154011.8227,240848.1020,-88148840.8573,2232.9722,-6679.0153,-1651.1442,554.5732,6476.2439,-4898.7501,5763.8320,-6037.2409,5934.6465,-5457.5048,-3692.1794,6843.3519,-3017.2856,-2099.5126,5968.8329,-3402.7632,696.9808,6404.1441,-4840.4098,378.6707,-290473.9182,-320738.4051,-313266.8715,-311882.1987,-302827.3122,-309492.5119,-311887.6203,-307149.3112,-146470536.3916,-146446876.4351,-146469386.4331,-146453729.7808,-308908.3490,-146456179.9683,-6400.9077,1729.4536,4897.0625,5179.9655,2361.0356,-1533.0477,2415.1813,-3381.0384,3341.5023,3669.4935,-4117.9226,385.5112,-300.5889,3741.3073,3072.2179,1105.4341,1713.3172,-754.1026,-3928.2680,-5682.9670,50450.5207,45511.5166,50119.5298,48181.2578,53538.7191,49638.3958,39620.1319,48066.1269,-40007857.5221,-39994436.0591,-40021898.5386,-39999658.1701,48469.7660,-40006549.2901,
