sl_20_86400_20311125 Coordinates.csv
2031/11/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:55 2024,
Start: 2031/11/25 07:47:00.00, Stop: 2031/11/26 07:47:00.00,
TIME_UNITS,STARLINK-4296 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-5157.6008,1268.0381,-719.4061,1275.3245,515.0014,4012.6605,4982.7499,-6614.7734,-877.6054,-5961.8061,2114.4159,2666.5183,4586.0107,-6012.0543,-3691.3630,-2613.1965,-2767.1827,-5347.0635,-5665.3311,-1173.7867,-161874.7310,-163555.1205,-156508.5723,-161779.8432,-157792.5679,-156835.2963,-149361.1272,-155120.9280,-215643647.4673,-215637430.0193,-215645491.6171,-215648154.3038,-154226.4223,-215644619.1778,-3234.5697,5692.8536,5296.8380,4783.2567,-6452.9270,-3998.9809,-4554.9659,-1778.1155,5344.1345,2134.7120,6327.1838,-5114.1455,-123.1160,1032.5959,-5799.7833,2039.0280,5836.6748,-26.2389,4085.0669,-3958.7321,359725.3132,337082.8356,349243.4800,346899.4820,339026.2665,338899.5312,343089.3532,344405.2974,-36125676.0810,-36151013.8405,-36127927.9133,-36117973.5846,343630.2123,-36105304.0981,3094.0976,3488.7710,4335.1803,-4860.4248,2326.5806,3902.2384,-1463.2554,-193.9696,-4026.1265,-2632.7194,-1019.2855,-3625.1037,5147.0025,3138.6213,-927.1472,-6123.4415,2178.0973,-4343.7088,256.8329,5244.9574,79937.5624,72675.0962,78148.3879,80283.7542,80752.0886,70183.5447,72348.5881,75785.2428,-82715269.3492,-82731414.6642,-82724373.7561,-82716091.1865,77142.3586,-82716460.4238,
36000.000,4024.6838,-4496.2757,-1426.1353,-2362.5620,1153.1700,-3181.1988,-3415.7884,5499.6699,-2757.4748,5340.8332,-3615.8705,1727.2316,-2508.9445,2555.9857,4780.7282,3564.4465,210.9878,5767.6443,3435.4197,5591.5296,-247799.8524,-242389.1923,-236119.8410,-242252.2818,-239885.7727,-237870.1124,-230720.2207,-234412.7019,-198977273.2131,-198961307.2522,-198973376.4636,-198976408.9800,-235324.8319,-198979423.3804,-885.4513,-2320.8827,-6726.7861,-451.3255,6425.9421,6096.9169,5249.2840,-428.1775,-6138.5545,-3822.1195,-4268.6257,3711.2556,4087.1908,-3273.8520,3081.5254,-5299.9434,-6559.5334,-3420.7369,-5032.2648,3136.7442,307347.4823,287526.6723,299726.7483,296593.9089,288811.1093,288916.2124,293295.0731,293425.8367,-90755642.0705,-90777154.0060,-90754520.5411,-90746206.2792,293988.2273,-90735418.1367,-5455.4325,-4548.2551,-388.5318,6496.1199,2166.1936,282.2064,-2918.9532,-4071.4568,450.1631,-1975.1353,-3781.8028,5432.7991,-4967.4358,-5469.7209,3958.4969,2749.7002,1848.6718,1555.4997,-3449.0764,-1894.7179,80825.8030,74251.4740,80253.8276,80121.6874,82784.0476,73092.1224,71370.1690,79639.3694,-82700285.0483,-82715524.2989,-82709454.2798,-82702286.4730,78212.6480,-82698348.5948,
39600.000,-2394.2029,6334.8218,2800.3568,4358.8375,-2965.4746,728.9410,-224.3010,-2194.1296,4641.3820,-1768.9358,4074.8098,-5748.3754,709.9920,1363.8325,-5090.9933,-3622.0832,2959.2638,-4040.2016,189.4814,-5781.6202,-317575.5304,-306580.7028,-300509.7211,-306873.1675,-306399.1573,-303599.5655,-297150.0855,-302071.4179,-168726419.5208,-168702159.0968,-168719032.5043,-168723360.8174,-301388.9821,-168729542.7322,5145.6162,-1388.0515,4989.7303,-3301.0445,-3354.3327,-5328.1438,-4265.0454,3538.1928,3414.6077,4128.4836,-727.7275,-1939.1006,-6681.5082,5403.4506,957.2188,5533.0289,4194.4708,5097.5547,5106.9454,-674.8110,234769.0267,220293.6912,231160.0389,227895.8725,219747.7849,220737.2698,224639.1488,226149.0213,-139215872.2554,-139231383.7952,-139209263.8178,-139199731.2599,225632.0533,-139196295.8252,3797.4746,2038.6079,-3839.8828,-4274.6087,-5229.9829,-4301.8359,5419.2133,5433.1116,3497.0063,5170.7704,5318.2178,-3099.7753,1572.3001,3999.6117,-4616.3862,2162.5843,-4493.1857,2250.6470,4762.4746,-3291.3510,81680.5404,76053.7617,81805.1774,79689.4185,84288.8343,76721.1577,71157.8681,77678.8531,-82685141.5214,-82699517.2008,-82693984.4371,-82687036.5767,79275.8785,-82680202.9486,
43200.000,735.7251,-5202.5358,-4026.1377,-5285.0230,4885.2745,3018.8053,4371.5433,-1003.2502,-4836.0017,-2915.3496,-3785.0185,6612.1012,908.4893,-3712.0278,4645.9322,1294.1996,-5682.4782,278.0073,-3786.3428,2401.9110,-366556.9472,-352106.3178,-345665.2438,-350819.8674,-353220.7985,-349919.7810,-344202.8959,-347582.0799,-126949928.7141,-126919265.9428,-126942113.6485,-126951693.4913,-348215.5744,-126953599.7771,-6763.7511,3866.2163,-904.1508,4457.5671,-787.3381,2943.7841,2912.3411,-6093.7725,1544.8851,-3993.4904,5080.0214,81.1580,6233.1416,-5769.2951,-4512.8875,-3504.7547,-461.4846,-5143.0093,-4701.3317,-3258.7439,146822.8623,139849.2964,148002.3429,145290.2678,136302.1484,139728.0254,141484.9966,142491.2758,-178197156.4347,-178204955.0283,-178184124.1535,-178173625.3365,142927.7698,-178178560.0272,624.3247,2049.8328,5505.3028,-533.6070,4773.0423,5431.8113,-4488.8213,-2974.4510,-4446.2095,-4753.9242,-2330.2186,-1631.3296,2811.6806,215.8368,2473.0817,-5874.0952,3733.6312,-4575.2939,-3535.3980,5307.3843,82504.8745,78255.1345,82671.5332,79209.1915,85375.1542,81025.9822,71602.5999,81929.9378,-82669644.3422,-82683382.3758,-82677721.9684,-82667681.1509,80331.9608,-82662023.4830,
46800.000,1538.7933,1192.1213,5009.2843,3367.5785,-5699.2717,-6183.5123,-6686.4277,2886.9609,3499.0116,5918.0635,1810.6627,-3868.4628,-2980.9223,4284.1136,-3057.8268,2805.4651,6266.7360,3903.0937,6002.0730,1306.0636,-391514.1802,-375121.6137,-368834.8654,-370525.6468,-377457.3832,-373465.5374,-368792.3764,-373314.3676,-76493885.3711,-76459036.0694,-76488924.5515,-76503491.1652,-372829.8436,-76497570.7235,4806.8283,-4915.1158,-3125.6884,-3436.3053,3685.0923,-636.7990,-1592.1995,6003.7426,-5552.2105,3319.7264,-5925.9726,2328.7596,-3090.6394,3204.7479,6116.2567,1396.2132,-2686.5184,4168.2792,3578.2790,6148.5396,49373.8476,51943.6861,55563.8799,52241.5933,43898.0953,52982.5668,49206.8213,51742.6819,-205035814.5999,-205034720.4536,-205016957.7217,-205013636.5074,51153.6456,-205018276.9134,-4611.8116,-4550.7492,-3550.4008,4989.1724,-1140.5883,-2960.8581,679.5829,-1614.2852,1548.9927,976.4665,-2681.6245,5088.6863,-5407.7880,-4306.1437,1145.2935,6202.6598,-168.0697,3838.2804,378.2354,-2277.8740,83301.4111,81351.6790,82903.6530,80702.9689,86102.6361,83170.5994,72648.0215,79726.9340,-82653619.7977,-82667108.3708,-82660369.4010,-82642713.2034,81380.8068,-82643810.1953,
50400.000,-4330.5703,3467.6725,-4549.6301,1009.5897,3986.3831,6627.0921,5921.4921,-3766.8529,-571.6837,-5774.5833,2045.7085,-287.5155,5167.7220,-4015.5034,62.1517,-6244.1957,-3742.7061,-6405.5509,-6176.0467,-3369.3741,-390849.2382,-371008.7233,-368637.7115,-369594.1439,-377661.5677,-373372.8800,-369358.3318,-373175.6295,-20797707.7862,-20761090.4367,-20798276.8934,-20806567.7557,-373674.4446,-20800905.3052,-921.3788,4695.3796,5114.1758,2242.0307,-4553.6250,-1101.0218,-224.3065,-2705.5266,6165.0190,-1263.0132,3521.2936,-4954.1027,-734.5320,1333.9029,-5604.5137,-609.9344,4471.9360,-2464.4703,-1390.5688,-4963.3948,-51086.8915,-40989.4131,-40333.8007,-45639.6000,-51456.7821,-39336.6822,-46207.7544,-44461.1908,-217895675.3602,-217885101.0176,-217873213.4704,-217881893.5071,-43836.8839,-217879000.9056,5195.5346,3480.5647,-777.2184,-6489.2304,-3280.5969,-1508.5737,3539.7396,5034.7729,2667.2033,3464.6573,5369.2065,-4668.4473,4507.2084,5395.8815,-4090.9287,-3019.2872,-3539.1825,-561.6139,2953.3267,-2953.6766,84072.4333,83769.0232,82720.3299,84343.0545,86504.2532,80620.9213,74275.4124,83996.3519,-82636926.1378,-82650683.0762,-82641584.1238,-82618370.6751,82422.3289,-82625563.0833,
54000.000,6104.6741,-6086.0450,1776.8804,-5176.6180,66.8008,-3896.7598,-2922.7577,4350.2439,-3370.4021,3392.4514,-5770.1332,3264.4809,-6028.9509,3474.8671,3589.9644,6665.7001,-795.0102,6144.6633,4850.9491,4008.0774,-364699.4057,-344762.4182,-345103.9294,-346088.6848,-353944.6228,-350187.7326,-345965.5594,-351268.3508,36340300.6512,36376203.5395,36333097.0497,36339256.8195,-350707.8515,36337930.0812,-2341.5334,-3019.3325,-4831.9741,-2126.3200,4147.6438,2761.7645,2947.1561,-1977.9278,-3608.4030,-2321.1849,-335.2970,5939.4793,3280.0115,-5231.5826,3796.7333,538.4210,-5000.2266,-169.3811,-1791.4607,-33.8175,-147889.3360,-132319.1068,-133683.9740,-139535.4804,-143556.1259,-131121.1397,-138577.1892,-135150.2027,-215893657.8072,-215873655.2989,-215871039.8179,-215884659.0644,-135988.6811,-215877428.3989,-1990.8675,296.0519,4565.7753,4086.5127,5481.0432,4947.5960,-5524.6687,-4916.0655,-4600.3258,-5491.4336,-3488.7943,651.4453,-727.7102,-2775.1799,4551.1878,-1924.0529,4560.3174,-3108.7124,-4718.5745,5337.5978,84820.0434,84606.2077,82449.7327,87066.5601,86597.1122,78662.0722,76498.2065,81932.5346,-82619462.7551,-82634093.5077,-82621043.1184,-82598187.2386,83456.4405,-82607282.1445,
57600.000,-4970.6572,5594.8506,2520.9153,6489.3410,-4377.7341,-280.5825,-329.4301,-4212.1532,6238.6714,-688.1997,6295.9085,-4209.1957,4229.7110,-2033.4119,-6338.0705,-3911.7846,4808.8575,-3691.2245,-2887.9226,-3682.4661,-314920.1876,-297563.2531,-299670.9223,-300209.4107,-307981.9038,-304732.4143,-300322.8548,-304702.7764,91021960.1788,91054766.3367,91009364.0159,91029341.2855,-305406.0601,91020503.8205,3838.7350,-318.1579,3529.4286,2340.3396,-3458.9486,-4610.2598,-5633.2446,5245.5393,-58.1041,5762.6343,-1988.4919,-3718.7412,-4149.7047,6309.4052,-1657.0917,428.1782,4333.5121,3420.2233,5011.1447,4912.7683,-234642.4959,-214101.7765,-218613.0153,-223970.0390,-226369.4130,-214823.4577,-221954.2788,-220307.6521,-199160378.1976,-199131661.8490,-199141216.1056,-199149676.0547,-219430.9730,-199144062.8062,-2699.3960,-3857.5367,-5354.5333,734.1565,-4032.3592,-5107.8633,3975.4933,1298.3607,2554.5969,3642.4337,-1406.2839,3842.6834,-3544.9077,-1790.2632,-2280.6864,5730.4731,-2152.0767,4690.2476,3924.8954,-2647.1699,85546.2978,85176.9958,82441.4346,89054.5747,86391.3136,77640.2441,79363.2589,85838.2273,-82601176.7005,-82617325.5583,-82598615.7113,-82581148.4870,84483.0559,-82588967.3764,
61200.000,904.7227,-2959.8906,-6003.2172,-4523.9764,6467.4295,3520.0634,2414.0197,2291.5077,-5803.0313,-1259.7763,-2739.0163,4018.8155,-158.4299,-899.5824,6775.0852,71.2201,-6219.7438,589.8521,940.0246,1575.1179,-244949.5608,-232052.0138,-235136.1570,-234761.7593,-242907.7908,-239692.5222,-235763.3557,-241625.0594,139515127.6987,139542743.5809,139500645.0552,139527160.0995,-240667.5621,139514398.1213,-4095.5350,4260.4431,-2166.9421,-1079.9228,2347.3813,5618.8744,6470.2010,-5596.1765,2996.4934,-6696.8688,3496.4369,-985.5287,4136.1354,-4503.7393,-551.7821,-2972.5698,-2058.6461,-6089.7936,-6848.5079,-5956.2532,-305671.1476,-281200.8301,-289708.6318,-293836.6029,-294344.8044,-284608.1956,-291040.7124,-287884.6464,-168831630.4424,-168795556.1806,-168818080.1680,-168814581.9229,-288851.4010,-168814724.6208,5384.8979,4388.0197,2582.8666,-5147.7968,-139.2613,1843.3846,85.1638,3213.6929,1677.1812,745.6013,5068.6445,-5412.7999,5513.5510,5092.1080,-1386.6016,-6296.0705,-1896.0994,-3164.8861,-1045.2710,-2598.1650,86253.3597,85680.8870,82972.7048,90514.9340,85914.8721,77383.9712,82948.2362,84278.6017,-82582066.1121,-82600363.7101,-82574621.7518,-82566043.7488,85502.0901,-82570618.7768,
64800.000,3756.3104,-117.3477,6596.9295,1306.0436,-5448.3064,-4638.8386,-3447.2970,1539.2537,1869.0690,2826.0336,-2346.6294,-3349.3790,-4061.5547,4544.5938,-4701.4074,2390.3019,4846.3972,2038.3244,1099.2403,2430.2079,-159563.4887,-152336.6893,-155542.8989,-153980.5208,-162979.0400,-159201.8417,-157421.4437,-159452.1209,178508384.4687,178529203.3784,178496320.1798,178519355.0342,-160627.7202,178507968.6990,3931.4871,-6632.7240,603.0757,-2154.6120,-85.4662,-4348.2745,-4351.3115,3830.3099,-4688.6849,4195.9885,-4533.2731,5211.5801,-3939.6190,1602.2968,2880.8444,5667.8196,-1650.1258,6559.5462,6474.2661,3191.0508,-356401.3470,-329536.9435,-342364.3233,-344811.2041,-342447.5882,-335815.1405,-341524.4925,-340717.6876,-126971299.1139,-126929780.5162,-126962800.9819,-126946895.4086,-339834.2170,-126953457.4570,-4143.2449,-1503.2091,1875.5229,6452.5682,4193.4329,2628.4460,-4114.7994,-5474.4885,-4479.4099,-4632.3700,-4419.6003,2818.5286,-3956.1616,-4893.0670,4196.8633,3241.7603,4497.2758,-486.5976,-2427.4471,5335.4286,86943.7027,86167.5936,84174.1789,91556.3416,85390.2124,77784.1857,87208.3387,87480.6678,-82562180.3356,-82583190.6885,-82549912.4064,-82551922.3814,86513.4592,-82552236.3432,
68400.000,-6152.1453,2741.7484,-4240.8355,800.2043,2591.2535,4273.7493,4159.2565,-5429.5538,3065.1752,-4401.7386,5379.2080,1727.5742,6160.9417,-6697.2233,1289.9529,-2732.6759,-2065.5030,-3900.0928,-3329.8608,-5959.7783,-64540.1461,-63491.5947,-65968.0768,-63118.9113,-71491.5314,-68464.7035,-72221.8710,-71868.3270,205337128.4875,205350211.0215,205330463.2324,205341864.9312,-70394.4460,205336496.2716,-2971.0176,5668.4192,1826.4927,5666.9702,-3297.4191,586.5926,156.4528,-1624.1213,4942.9274,199.0273,4075.6295,-6300.6373,3107.8860,769.9983,-5130.4399,-6187.6559,5335.0740,-4211.1206,-4102.8119,431.2835,-383668.5558,-356223.8011,-373118.4206,-373737.5998,-366840.6302,-365094.9285,-369784.3824,-368398.6475,-76430935.7153,-76386284.4603,-76424465.7776,-76402282.9495,-369141.1003,-76412062.6381,-160.1747,-2574.0528,-5115.3770,-3925.9902,-5459.8476,-5368.3678,5503.1757,3843.7648,3406.5766,5243.7282,-38.9635,1915.2300,-169.4664,1288.9757,-4489.8322,1632.7668,-3716.7150,3794.4169,4567.6654,-3000.3807,87620.4236,86655.3150,85994.8261,92238.4291,86840.0160,78784.5584,89306.1806,86730.3133,-82541616.7283,-82565787.0440,-82525512.2571,-82537807.0983,87517.0802,-82533820.0731,
72000.000,5270.4386,-4655.4398,728.3874,-1232.1108,187.6330,-3485.0061,-4661.4819,6831.6776,-5866.9497,5280.4161,-4969.5506,1444.2332,-5437.5477,5608.8842,1906.7499,2265.9173,-795.1089,5134.6745,5457.8005,5648.7774,33743.5191,28827.2056,27801.3146,31915.0144,26063.6777,26630.3608,19776.2299,25905.4750,218165643.2571,218170844.8321,218164824.4825,218162238.9805,24277.9106,218164286.0599,396.0890,-1768.3694,-4721.8886,-6753.7652,6160.5152,3848.5077,3793.7040,-195.7724,-3274.2304,-3786.9752,-1028.3836,4155.2458,-819.4419,-2337.9209,6340.8787,3443.3554,-6771.3632,109.0201,964.2810,-2799.3060,-385928.0852,-359739.7122,-379939.3215,-378871.1570,-370828.6713,-370590.0200,-374634.4030,-375419.1074,-20655546.3314,-20610239.1385,-20647198.3918,-20629119.0164,-374916.7391,-20635821.3766,4321.6878,4621.9323,4952.3134,-979.7319,3052.4749,4511.1720,-3407.6978,483.7974,586.4737,-2191.5512,4436.1056,-5202.4233,4161.6136,3183.6010,2057.3694,-5609.7776,116.7127,-4591.7683,-4271.6618,-2226.9687,88287.7825,87152.2332,88215.6033,92594.1754,90434.3026,80366.3804,86710.5606,88971.2747,-82520514.3541,-82548130.6347,-82502143.7100,-82522220.1476,88512.8706,-82515369.9643,
75600.000,-2527.1767,5439.3531,1964.4804,1347.5202,-1976.9494,2458.2979,3975.5818,-4735.4162,5346.2393,-3997.6715,2628.6528,-5044.3431,3104.3902,-1725.6764,-3933.9956,-2587.1147,3208.7324,-5338.8553,-6553.5847,-1105.1972,128754.9034,118760.2016,119682.8557,124936.9585,120883.0179,119923.7204,112485.9306,115559.5313,216112706.8385,216110717.3376,216115868.5146,216105465.9216,117355.6298,216110271.1531,3449.0900,-2693.9528,6421.4038,4300.4092,-6443.6462,-6395.0594,-5580.6859,2094.7446,-472.5280,5017.5283,-3614.0750,-852.2687,-2798.1086,3770.1382,-5480.0188,1111.0360,4848.7439,3674.6335,1805.1757,3903.2156,-363355.2775,-340019.6181,-362400.6241,-360010.3512,-352171.8320,-352052.3232,-356306.7689,-356638.5384,36551191.4877,36594799.1226,36564564.8241,36569069.4440,-356806.1384,36571360.4463,-5334.6673,-3071.9363,-1534.4718,5265.3015,1377.9724,-666.3742,-880.8244,-4494.0471,-4090.7232,-2425.1479,-5062.2920,4485.4137,-5496.6704,-5475.1324,1598.7520,6353.2175,3556.8804,2316.4966,1652.0782,5300.9026,88952.2500,87662.5902,90508.1355,92640.6972,93111.2583,82543.0953,84705.7834,89238.5353,-82499044.9769,-82530195.9801,-82480097.7863,-82502480.9708,89500.7493,-82496886.0144,
79200.000,-120.5177,-4137.0150,-3320.1876,-2605.3998,3263.9804,-432.2264,-1293.8142,623.0075,-2611.0711,249.1815,-209.1050,6598.4972,-775.3306,-2553.7439,4883.1963,3777.9042,-5035.1144,3805.7224,5709.0085,-4093.5796,214258.6200,200620.9894,203751.1179,209859.5275,207427.3335,205411.5079,198299.8892,204673.3437,199312145.6317,199304416.0487,199316113.8176,199309559.9793,202910.2260,199308525.6621,-6388.0097,5323.3659,-5282.5630,147.1220,3557.2261,5825.4075,4993.1806,-4283.6176,4708.1688,-4314.1403,6611.1023,-1649.5392,6019.9842,-4983.8699,2397.1956,-4686.6590,-643.9896,-5540.8717,-3589.9863,-4102.2628,-317832.6772,-298454.6108,-321707.9089,-318522.2057,-310760.1578,-310881.9459,-315322.1208,-315841.5310,91286292.1534,91326267.7125,91306161.4208,91298921.5663,-315976.2462,91306375.5468,2416.1110,-896.1446,-2923.9741,-6430.2810,-4908.1667,-3647.0756,4584.5820,5302.6269,4053.8348,5313.4936,1330.9057,-351.9852,3278.0547,3961.6052,-4308.0042,-3499.1174,-4558.0861,1484.2096,1827.0865,-3335.3825,89624.7938,88188.8858,92522.6986,92388.1119,95052.2737,85361.5675,83637.4914,90373.2246,-82477401.9373,-82511953.4455,-82459375.8039,-82477160.8094,90480.6358,-82478368.2209,
82800.000,1931.8921,526.0515,3974.2158,4573.2856,-4494.1708,-2751.6503,-2768.3323,2897.8250,-547.2512,4206.1439,-1860.1969,-4470.9631,-918.1303,4895.6916,-5076.2198,-4155.0997,5527.9139,-368.2940,-2885.3024,5944.6532,284751.0266,269255.3241,274660.8784,280998.5858,280456.2019,277664.0654,271248.6271,273781.5638,168904166.2404,168892715.4479,168905567.4989,168905609.9985,275496.0659,168899531.6679,6151.8622,-5357.5369,1457.5636,-3635.2430,852.0624,-3065.0527,-3323.8570,5736.3416,-6701.6406,3033.2478,-5445.5363,3133.9422,-6761.0418,4802.9338,1697.0715,5406.0225,-3387.3921,5358.0527,4666.8834,2442.6224,-252835.7849,-237799.3539,-260575.3356,-257257.1993,-249113.3674,-250127.0619,-254083.4420,-255556.9970,139813729.0586,139848830.7999,139839710.4037,139831386.3882,-255040.5986,139833214.1519,2252.6148,4146.5282,5423.6868,3727.4584,5131.8015,5505.8511,-5388.5131,-2382.9962,-539.3522,-4489.2009,3512.8819,-4074.0978,1028.2984,270.9838,4401.4101,-1388.1932,2106.6749,-4314.4980,-4349.0465,-1842.3352,90326.7436,88732.8127,93981.9220,91864.4746,96465.1824,88899.4634,83334.2232,91744.2370,-82455787.6304,-82493368.2060,-82439849.2496,-82452567.8830,91452.4505,-82459816.5815,
86400.000,-3464.7318,3934.6395,-4450.0167,-5208.2452,5068.2103,5796.8328,6102.7546,-4394.2843,3251.5243,-6642.8630,3965.7544,-182.3947,2529.2366,-4870.5402,4488.0429,2138.1241,-3751.7470,-3729.9810,-901.4266,-3858.8885,335861.4669,320363.0293,327987.1082,333119.3502,335445.6059,332173.2687,326471.5454,331989.0400,126958015.9223,126945133.8732,126954155.3910,126956861.6941,330496.9490,126952767.4786,-2597.0696,3662.7432,2947.8594,4427.9929,-4233.3279,119.5682,1702.0877,-4756.5585,4796.6993,-1624.1145,990.7566,-4188.4754,4385.2299,-2146.3881,-4952.9198,-3757.0868,5358.8057,-3912.3573,-5260.4621,1506.4161,-173261.3951,-161994.1337,-182986.8517,-180231.9700,-171223.2057,-174679.1153,-176482.9074,-177175.7243,178819444.7075,178849303.7587,178849620.4573,178844121.3130,-177891.8629,178837969.7181,-5291.0108,-4170.2039,-4356.8564,1178.1585,-1939.8855,-3714.3398,2744.2072,-2248.8673,-3457.4357,489.3233,-5375.3589,5356.9196,-4696.2342,-4340.2716,-1854.6267,5444.7197,1922.3288,4255.8465,4509.6419,5234.2413,91108.8571,89295.7055,94755.1030,91292.3907,97458.6862,93111.8523,83686.9288,91755.8695,-82434400.3988,-82474398.9293,-82421351.8144,-82432132.3083,92416.1149,-82441231.0938,
