sl_20_86400_20240318 Coordinates.csv
2024/03/18 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:51 2024,
Start: 2024/03/18 07:47:00.00, Stop: 2024/03/19 07:47:00.00,
TIME_UNITS,STARLINK-5446 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-11140 [DTC] - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-4264 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-31649 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-5750 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-11140 [DTC] - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-4264 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-31649 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-11140 [DTC] - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-4264 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-31649 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-45.6465,102.3852,-764.3338,4032.0404,1791.6758,4294.0139,-5972.6219,-5456.5929,-4102.9121,-3841.4208,-2142.5180,4125.1935,-1645.8411,2427.1638,-5630.5715,2312.0340,-5039.4600,5634.1168,2522.0669,-5002.8588,-286684.8332,-256458.4789,-265291.4898,-266797.7063,-271560.6790,-266917.7944,-269400.8543,-269859.1972,49681956.6252,49682718.7330,49680788.6780,49662810.9925,-268870.4528,49662142.4595,-5721.7597,4790.8168,-6887.8189,1858.0739,-5016.8118,3345.6694,-1342.9339,3748.8922,-5171.8380,-2646.9835,5738.5105,-5425.8928,5772.1660,6178.0449,-436.6357,3718.8897,-1151.1286,1932.4385,4421.4499,-465.8717,226181.9834,240358.0798,230001.3316,218811.5978,226289.3470,225510.6747,222530.1778,224567.5781,-307242915.0399,-307236276.0954,-307254532.1828,-307251887.8765,225052.8587,-307247440.0916,-3903.9721,4983.3661,312.7492,-5313.1910,4249.5703,4285.6175,-2870.3023,1181.9343,-2083.6504,-5124.8095,3210.2578,-842.4814,3468.2719,1248.2872,3654.0752,5108.3131,-4618.6152,-3595.1381,-4721.6565,4679.6315,188496.9318,184647.0110,183138.7681,191045.1472,183290.8591,174216.9733,185338.2447,185195.8857,-75981202.2043,-75955158.4892,-75968892.1041,-75973017.3993,183796.5802,-75979127.7602,
36000.000,2010.5881,-2955.1737,2794.1122,-4299.9342,1502.3588,-6503.4006,3306.4574,1590.3496,5152.7805,6566.1022,722.4952,-886.9530,-709.6938,-3681.0557,2321.0296,-6088.5690,6790.7742,-6516.8384,-5614.4480,4841.8940,-334511.5795,-308071.1187,-312385.8553,-314819.4359,-314433.5992,-314866.7138,-317646.8617,-316399.2584,127554665.1452,127555723.0600,127558198.8299,127542992.3893,-316902.9109,127535625.0531,6623.6371,-6022.6431,5515.9199,2494.7964,6547.5457,-2354.8830,-2363.5071,-4174.7500,4014.3786,883.7170,-6801.3500,5487.2239,-6900.8981,-2623.9495,-3408.1205,-2475.7805,-935.0716,-2042.0246,-2000.1051,-3700.3087,146512.5974,168799.5954,154730.1479,145201.9687,152060.9417,150285.6443,153814.4347,151498.2134,-283889684.0947,-283876943.8020,-283895917.9193,-283893190.9539,150917.1308,-283895084.8086,-154.7193,-1703.1137,3140.8493,4806.6405,-1194.6313,-495.5271,5391.7158,-5030.6438,-2291.8624,2013.6833,1042.5527,4023.3222,-142.5397,-5022.9731,-5325.0251,-1484.8979,1002.1805,-1301.5610,3543.9148,-3184.1369,188130.6294,184184.2511,181804.7736,191117.5019,181778.1297,173940.7145,184628.8700,181829.7214,-75919326.1120,-75891398.9617,-75907510.0351,-75912707.8589,183473.9610,-75914257.8035,
39600.000,-3120.2460,4107.0113,-4601.6482,4112.6634,-3772.4734,5897.9939,25.9323,3676.4325,-4477.4396,-6497.6463,1347.3232,-3303.3679,2788.6354,4327.0414,1133.9133,5781.1329,-5691.5973,4296.5637,6929.2447,-3351.2101,-360520.9311,-340253.1203,-339705.3470,-343100.1496,-339499.4082,-342276.3961,-346492.0844,-345118.4534,196720414.3444,196719430.3518,196725831.5190,196705950.4210,-344930.4840,196702419.1524,-4623.5408,4896.2384,-2159.6204,-5404.0386,-4960.0525,479.4601,5838.3079,3527.7395,-687.3416,635.8299,4929.4640,-4068.1257,5437.1220,-2514.4911,6225.1628,96.8002,2304.7262,730.3794,-297.0895,5979.7949,57428.3314,86539.2184,69369.6894,61783.0603,67683.6652,65506.3315,71623.9926,66486.9812,-241167045.2946,-241147641.0927,-241166168.6050,-241165242.7285,67037.3668,-241172853.8947,4094.3516,-2657.9983,-4727.8229,-1342.5787,-2781.6182,-3617.5955,-3414.0919,4379.1068,5223.8799,2308.1324,-4668.8358,-4443.9931,-3289.5962,4525.8345,2287.8163,-3460.6104,3203.3811,5409.6586,-260.5134,-503.1917,187703.7570,183700.2621,180902.5807,190650.5739,183891.1574,174301.7034,180488.3327,184808.1898,-75857107.2705,-75827911.3223,-75846402.8712,-75854553.4056,183135.8053,-75849373.3322,
43200.000,4126.2269,-4180.1516,5799.2075,-2454.1905,4921.0005,-3348.5825,-2311.4264,-6396.5694,3322.2861,3724.9979,-4062.7876,6324.4448,-4632.2645,-3754.7999,-3106.8888,-2254.1910,2151.2306,-1031.5491,-5655.4451,297.0453,-363103.6068,-350888.5064,-345432.1571,-349772.6410,-344538.5207,-347518.1886,-353227.5771,-351295.5913,252460455.0352,252454875.3997,252464523.7906,252439785.9877,-351126.3350,252443508.8131,582.5725,-1320.1312,-1560.9155,5748.3383,809.0397,2501.2617,-6184.8841,-2074.0606,-3536.1679,-2588.8835,-1543.8461,1988.1976,-2061.8845,5611.9559,-5299.3162,3388.3768,-3664.9126,2466.8631,2442.4245,-5694.5344,-35176.0776,-1251.6614,-20601.9671,-26223.4483,-20421.5026,-23276.6284,-17057.0916,-21030.4331,-181991273.1264,-181965503.3140,-181982949.7475,-181990520.6851,-21288.1575,-181996949.5544,-5533.5530,5345.5719,3464.6400,-2976.4860,4643.0255,5523.2508,-1450.0278,153.5090,-4939.3292,-5238.9423,5375.4382,1781.2656,4725.2073,-219.0460,2744.2157,5357.6288,-5476.5084,-6422.4836,-3199.1334,3827.4936,187218.1776,183196.3357,180583.3997,189579.6596,185896.1673,175337.5131,177166.9803,180984.8720,-75794373.0729,-75764641.0434,-75785395.4424,-75793761.6163,182782.1628,-75784474.3714,
46800.000,-4942.6341,4040.6497,-5555.4624,-916.8961,-4949.8919,598.8029,3622.7614,4865.1118,-2183.4946,-4.8974,6191.4609,-6521.1157,5870.7934,859.8267,3991.7831,-1467.4086,1851.8829,-1013.3893,2425.6450,3580.4092,-342219.7833,-339216.5778,-329179.8392,-334345.4473,-328160.7671,-330533.3646,-337102.4348,-334760.2375,290972393.5139,290959757.0197,290972075.2236,290948121.9741,-335043.5657,290956232.7615,3293.7379,-3030.9450,4156.4171,-4182.1087,3590.8604,-5553.2176,2594.5542,-837.3764,6373.3401,4840.7716,-1395.7837,469.8605,-1603.8942,-5143.8886,698.1703,-6043.5978,5017.6671,-5790.6247,-4457.0034,3702.8337,-125220.1354,-89014.6864,-109395.3261,-113196.5248,-107103.7568,-110328.4254,-105168.7721,-108437.1974,-110401033.0665,-110370127.4564,-110386331.0872,-110405826.5382,-108465.2491,-110406106.4635,3549.9902,-4733.9292,-139.4109,5429.1784,-3030.4636,-4113.0525,5073.9654,-4570.5025,1576.6970,4945.8416,-2761.2862,2092.9447,-3338.0321,-4296.3833,-5379.3952,-2595.7481,4396.6200,3701.3875,4723.8977,-4555.8149,186675.1508,182673.7002,180838.0459,187784.0203,187398.6959,177130.4759,174733.4232,184153.3315,-75730983.3493,-75701544.3308,-75724343.5260,-75729931.1776,182413.0844,-75719560.9460,
50400.000,4548.7226,-3529.3346,3234.8066,4739.7297,3294.6478,1327.7045,-4430.0675,-986.0695,576.9273,-2740.1565,-6019.1814,3971.9883,-5559.9837,3550.0990,-4103.9323,3483.2169,-4354.6916,1364.9543,1181.0563,-6414.2542,-299384.2056,-305892.2358,-292004.6591,-297791.5507,-290961.6291,-292970.1346,-299098.9557,-297914.1167,309629540.3954,309607813.0507,309622542.4170,309606253.0613,-297647.4806,309613703.3527,-5185.4246,5835.3089,-5185.3178,2206.6574,-5908.2470,6801.7214,2487.4645,4493.0937,-6325.4124,-6147.1151,3021.5690,-3288.9611,4147.0110,2522.5247,4217.6073,5216.9025,-5350.8171,6724.1582,5916.0467,-1179.4303,-206848.1443,-171155.1483,-191325.7060,-193338.6594,-187130.1032,-190175.2637,-186537.0876,-189422.9786,-31281757.8224,-31247836.4516,-31262930.2036,-31292914.1981,-188957.6726,-31285949.8728,599.0391,1164.4923,-3289.3416,-4539.4396,-883.7144,197.7189,-4464.6664,4895.7726,2741.5486,-1646.0411,-1591.0691,-4540.4024,-73.6792,5152.8151,3259.5338,-2459.1469,-656.2848,1129.5404,-3436.4156,2159.8270,186075.4041,182133.5783,181499.4144,185041.9381,188389.2276,179807.4099,173054.6643,180280.4318,-75666839.4466,-75638585.4464,-75663123.3743,-75663564.6712,182028.6219,-75654633.0811,
54000.000,-2019.4434,1802.6085,603.5066,-6847.2463,165.4338,-2607.9367,3903.9148,-2240.4019,2064.5258,3903.9706,3058.7016,-289.3339,3171.1458,-6546.7507,2600.8220,-4023.2947,4849.7331,-1434.7193,-3783.3808,6537.8337,-237546.1916,-252956.6169,-236295.6385,-242483.5863,-235026.0962,-238734.5516,-241724.3852,-241208.9665,307160035.3618,307127927.8385,307145231.3660,307141561.8949,-241258.4334,307143983.2764,4951.6238,-5910.9680,5035.0595,-574.3333,5433.2096,-5164.1883,-5516.2341,-6281.6989,3836.0189,5055.0843,-3757.6217,5680.5074,-5130.3994,97.1042,-5966.2586,-751.7616,3495.7622,-4216.7390,-5815.6472,-1265.1729,-274819.4046,-242398.3348,-261197.4005,-260333.1077,-255539.1175,-258157.8576,-255687.7371,-256889.7813,49967715.4206,50001807.5796,49987647.4897,49952848.0903,-257638.4416,49964417.6060,-4402.3968,3106.4968,4726.1519,819.0770,4110.5777,3813.8497,89.7218,-880.5697,-5381.5226,-2685.7043,4931.6745,3838.1379,3420.4445,-1669.9237,1710.6122,5340.1783,-3507.0895,-5341.8143,73.2989,1692.9450,185419.1692,181577.2489,182287.2778,181122.1084,188877.4825,183171.2991,172049.1713,183220.8669,-75601890.6187,-75575734.7564,-75601623.6473,-75595201.1743,181628.8280,-75589690.8014,
57600.000,-2040.4279,1471.7232,-4382.8173,5941.3353,-4263.2087,3937.7852,-992.0035,3709.8971,-5051.8677,-4121.4380,1288.4683,-2751.0630,735.3259,5532.1376,1122.1445,3811.9939,-4174.0269,2598.6444,4937.1429,-3827.7087,-160873.9951,-183718.9385,-165577.5635,-170562.8664,-163702.2924,-172303.5463,-168785.6375,-169095.9043,283733539.9419,283690758.2810,283711191.9621,283720881.2622,-169408.5807,283716798.5140,-3702.3215,3981.4848,-4218.8298,-1040.6787,-3199.4204,1377.3773,5081.5017,3994.8156,-690.5815,-1511.2315,4351.4449,-6272.8855,5027.2855,-2115.6886,4136.8894,-4253.6205,347.8004,-160.1865,3570.3849,3633.5412,-324851.8609,-298128.8800,-314617.8859,-307650.7363,-308008.4898,-310872.9101,-308077.1603,-311110.3428,127803506.6140,127834481.8870,127821307.1090,127789965.5272,-310116.2558,127800847.1792,5474.6995,-5468.5053,-3344.2093,3386.5712,-4263.8548,-5541.8670,4337.7783,-3941.0606,4671.1595,5349.5551,-5227.0528,-503.3080,-4729.4896,-3250.6247,-5194.9021,-3577.5680,5511.1829,6437.0130,3313.7114,-4408.0294,184706.1873,181006.1189,182883.4006,179518.4898,188857.2008,182367.7665,171680.6206,179709.7155,-75536137.3146,-75512967.2920,-75539739.0636,-75525484.1117,181213.7564,-75524734.1321,
61200.000,5631.7248,-5058.3457,6409.8407,-2685.7388,6698.3849,-5157.2830,-3510.1342,-4045.1749,6649.1594,4180.9973,-4687.9982,4468.3238,-4475.4668,-1109.3812,-5254.1361,-2299.7546,3333.8184,-4530.4637,-5070.5795,-153.8641,-74459.3396,-102556.1529,-84268.2013,-87290.9673,-81374.7218,-91201.2367,-85101.6241,-87361.4500,240949591.9754,240896975.6359,240921330.7054,240939248.9698,-86621.3325,240931875.9113,2457.7511,-1639.9299,2653.2652,3211.9796,469.5070,2478.8665,-2630.4382,1184.9776,-1588.2869,-2808.3763,-4556.9891,4122.6694,-4231.8410,3895.1834,-965.4181,6189.5906,-4415.2880,3621.4013,291.3623,-5507.3101,-353896.5654,-334691.1671,-348232.0429,-337587.6533,-341163.6422,-344597.8785,-340355.3365,-342014.9428,196914930.0365,196939428.4669,196927754.5937,196908029.6192,-343016.3096,196912451.4934,-3196.9386,4419.4380,-61.5202,-5514.6186,1190.2110,3906.8546,-5148.3365,5230.3413,-1086.1562,-4760.0092,2258.2034,-3198.9991,3181.6519,5395.6138,4086.6834,-1335.3018,-4176.3771,-3842.4125,-4733.8027,4099.4256,183935.6880,180421.8205,183016.8400,181539.5944,188297.9482,178135.1467,171949.6341,182028.5055,-75469631.1511,-75450261.6762,-75477365.1793,-75455630.9122,180783.4619,-75459763.0981,
64800.000,-6753.8467,6888.8316,-6037.2621,-912.3224,-5858.2333,5169.4649,6557.9231,3522.8139,-5425.2174,-3825.2825,5669.5222,-5021.6795,6396.8719,-3419.5843,6527.3758,-1096.9257,-2298.1302,5230.3968,4507.0907,3413.5597,16036.9757,-14642.3573,2581.7062,977.8130,6802.4698,-2348.9960,3845.6490,3053.9259,181728418.5888,181667933.6916,181696970.7877,181712238.9446,1872.7803,181709706.6202,-1089.0212,-149.4102,-105.0937,-5409.0198,2133.3830,-4620.5929,129.6865,-5414.1480,2878.0681,5638.8520,3364.9562,45.4367,2674.3178,-4999.7777,-1529.9453,-4301.6521,6530.3516,-4467.8532,-4104.8146,5880.5849,-360325.4668,-349631.0139,-359888.9806,-347613.3795,-352822.8034,-356317.0346,-350580.4923,-355063.1714,252586811.4755,252601811.4709,252592767.8050,252587680.9420,-354197.5148,252583974.6611,-1072.1461,-645.4578,3410.5308,4211.7979,2758.2677,68.3760,1621.8726,-1881.8632,-3195.2971,1237.8910,2093.9463,4674.0273,261.2152,-2996.3191,599.0693,5056.8308,276.3483,-1005.3303,3305.0101,-1009.6979,183106.3414,179826.3517,182536.5723,183452.6422,187135.0223,174722.2154,172893.8000,179245.5743,-75402471.5714,-75387599.3101,-75414393.8936,-75388684.1162,180338.0002,-75394777.7243,
68400.000,5008.3658,-5692.7918,3953.4849,3184.9195,2228.0406,-2944.3943,-5619.2958,-1245.1730,1735.2655,2162.7546,-4603.2776,4625.9047,-5952.7725,5233.1059,-3463.1009,5051.0760,370.9817,-3114.5912,-3108.2035,-4983.2982,104774.0794,74375.4316,89559.4619,89075.0284,95194.4710,87178.6621,92309.5508,88948.5003,110111653.8048,110046231.4408,110080344.5841,110085543.3861,90466.0215,110092194.5135,-1046.3768,1698.4406,-3190.8238,6137.0075,-4471.9821,4819.8311,1883.9776,5803.0498,-3849.9379,-5843.3116,-214.1550,-4142.2926,-26.3283,3793.9165,3244.9445,845.2820,-5797.2426,3338.9959,6204.5949,-3828.9752,-344021.3776,-341862.2974,-348759.6795,-336015.2673,-342173.8296,-344965.0922,-338373.7206,-342378.4275,291021174.1284,291024383.5317,291019733.9270,291021279.8875,-342892.1411,291017499.5689,4656.7763,-3552.4187,-4730.8152,-319.7042,-4650.9021,-4025.6207,3243.8637,-3165.5120,5474.4331,3019.2839,-5165.1763,-2939.7678,-3567.4934,-1963.1101,-4778.7674,-4381.7393,3769.7163,5235.8046,86.3468,-2788.7272,182216.1934,179222.3019,181451.9821,184863.4962,185247.6816,172197.3709,174595.4673,180620.1977,-75334799.4067,-75324963.7466,-75350709.5372,-75328327.1551,179877.4278,-75329778.0356,
72000.000,-1809.6907,2175.1657,-1357.8596,-3988.7423,1987.6674,-1054.5441,1286.4494,-2741.0902,2422.7751,1140.3454,2853.6204,-2909.9367,3862.6128,-4249.1414,-1706.3720,-6470.4474,2688.1492,-1266.1718,503.6538,5034.4638,186129.0551,158734.8985,171183.0814,171672.2503,177909.9362,171114.1870,174725.5304,175259.4780,30986550.2691,30919785.8092,30958648.2860,30958969.6561,173528.3785,30966797.1921,3950.7685,-3543.4118,5999.7183,-4198.9645,5775.3468,-4035.2685,-3850.3099,-2961.1458,4781.8464,4126.4707,-3814.0564,6163.4987,-3305.0334,221.2095,-4463.7841,1865.2165,3187.1888,-2216.4345,-6004.8409,-196.0441,-306366.2275,-311746.5939,-315411.1177,-303080.8298,-309884.1416,-311220.4131,-305076.3083,-309831.7606,309596349.6701,309586516.3844,309588521.2830,309588545.3926,-309758.7480,309591543.3036,-5394.6204,5522.6478,3199.3268,-3793.4463,3026.6493,5529.8612,-5409.4774,5370.4799,-4381.9205,-5449.5187,5010.2266,-843.0017,4710.9889,5236.3760,4731.6787,-144.9186,-5537.8618,-6471.5641,-3445.9574,4665.1463,181262.6162,178613.2387,179930.3622,185762.6801,182414.2026,170427.6294,177181.4620,178843.1191,-75266787.7572,-75262340.1991,-75286185.8296,-75270023.0688,179401.8025,-75264764.0569,
75600.000,-1005.4576,1581.7936,-963.0888,4140.0256,-4668.6315,4923.1303,3185.1135,6099.7716,-4953.5386,-4841.3704,-1331.7705,-270.8302,-1331.9330,2227.4521,5152.1570,3659.9043,-5693.6720,5280.7404,2914.6883,-4139.5223,255080.1244,232926.8935,242226.1756,243639.2098,248464.1309,243816.3562,246273.5031,244054.8931,-50247506.1474,-50311752.1157,-50269496.7195,-50268807.2215,245765.0730,-50267013.1277,-6250.9126,5361.1272,-6868.0424,142.1308,-4898.0798,3174.8963,5134.6440,-387.4867,-4800.2739,-1990.5648,6559.2651,-5551.6532,6096.1412,-4889.2615,4299.5962,-3384.3717,-439.8519,2191.6828,4154.1051,4330.5442,-250131.7406,-261078.8816,-261821.7800,-250621.4436,-258058.5462,-257318.8231,-254319.7094,-257294.2228,307045834.7159,307022926.7396,307034032.1751,307032659.1281,-256844.7440,307039865.0260,2794.5837,-4083.8034,235.0044,5535.6557,855.6783,-3714.1085,3019.8850,-2813.2185,554.7648,4527.8932,-1761.1024,4023.6104,-3040.0410,-4099.7959,-540.7976,4521.6395,3915.9405,3945.1705,4723.4883,-3374.9277,180242.4251,178004.4329,178252.0951,186159.9247,178403.4649,169331.4763,180454.4603,179059.7248,-75198630.7836,-75199715.1482,-75220684.8823,-75209058.3679,178911.1827,-75199735.8132,
79200.000,2617.4825,-3848.7680,3008.1944,-4168.6148,5252.9564,-6611.9747,-5053.9597,-5774.5169,5178.3600,6867.9287,-262.8591,4075.7405,-982.8481,-171.3361,-5106.7670,1541.4030,6780.5982,-6461.9352,-5901.6669,2312.9358,307558.7293,292051.6011,298067.8356,300421.9493,300092.2859,300512.0104,303323.3200,304110.9156,-128047430.9437,-128105471.5048,-128062400.5424,-128060568.4889,302553.9685,-128066206.8383,6229.5417,-5749.5106,5151.3880,3948.1264,1434.5751,-2054.1844,-4073.1270,2593.7905,2848.3446,310.6159,-6406.5736,3294.2162,-6850.4844,6730.9000,-1437.9273,4285.5975,-1426.3489,-2430.8559,-1789.7376,-6468.0172,-179286.2810,-192977.0908,-191309.5849,-181763.3188,-188625.3792,-186846.2434,-190353.2014,-186536.4164,283544683.6204,283509909.1647,283532266.1548,283531921.4337,-187460.6302,283537789.9650,1505.3469,88.8726,-3547.9348,-3869.4963,-4115.2445,-366.8176,1882.4469,-2272.5078,3593.7626,-855.1478,-2605.2835,-4443.7856,-476.8145,-529.4746,-4148.5371,-4968.5528,73.4802,832.1005,-3188.8374,-236.1096,179152.8467,177404.3695,176735.5269,186048.9758,176710.9262,168872.6028,179558.7389,178443.7033,-75130531.1340,-75137076.0198,-75154061.3879,-75145061.8874,178405.6278,-75134693.3293,
82800.000,-3549.5496,4376.6167,-4802.0586,3476.9306,-4300.5171,5508.6614,4291.0752,1487.6055,-4040.8890,-5922.7537,2485.8825,-6599.4411,3024.5680,-2150.3106,2822.3981,-5283.9328,-4931.5750,4512.0622,6916.5931,564.7166,340782.8421,332141.6259,335035.1383,338366.4168,334815.2486,337573.5750,341842.8934,339085.9236,-197104687.3588,-197153422.2632,-197113323.9837,-197112207.3134,340241.3850,-197122428.9245,-3371.1625,3627.0071,-1663.1566,-5980.3161,3130.8117,-25.9528,53.6898,-3835.1547,984.3892,1268.2241,3632.9191,-633.0197,5033.2398,-4352.9471,-3251.8921,-4039.8090,2719.5119,1165.1716,-481.7038,5780.0391,-98747.3790,-111675.8435,-108347.4968,-100734.7749,-106666.5573,-104465.2444,-110546.6906,-107253.2566,240697534.5014,240653199.6861,240688038.6214,240689937.2806,-105973.5949,240690164.4552,-4900.6645,3938.6408,4714.4824,-214.2216,4259.1759,4202.5168,-5226.9433,5311.0616,-5535.4466,-3365.3707,5330.0901,1780.7390,3686.2966,4687.0777,5164.9187,1052.7098,-4040.6923,-5162.9815,-273.6100,3666.6588,177997.2287,176828.3691,175651.6669,185399.4022,178642.1113,169051.6447,175236.0405,177421.2227,-75062686.8220,-75074410.9142,-75086179.3739,-75078537.1906,177885.1983,-75069636.6302,
86400.000,4401.0780,-4120.9546,5916.0887,-1217.8990,2431.7593,-2780.4408,-2489.7014,3580.0429,2707.8078,2628.4464,-5022.8188,6281.6188,-4881.9877,4651.1622,-352.1274,5379.9191,1044.0529,-1409.2060,-5350.7143,-4002.8171,353761.1459,350443.3269,350688.7192,354981.6765,349797.0477,352751.5511,358515.1386,357119.2663,-252707531.8144,-252744774.0868,-252712334.9265,-252714363.4902,356377.3822,-252724196.7775,-900.6213,498.8804,-1941.6213,5403.1698,-6257.7712,3149.2884,4693.9690,4382.7031,-4923.4183,-3270.0134,-86.7230,-1812.4147,-1509.3459,-210.4040,6516.5968,1491.1106,-4037.8490,2060.9158,2617.4390,-3161.6217,-14143.8597,-22218.3018,-18264.9290,-12609.2797,-18456.5425,-15576.0515,-21745.6862,-16019.7393,181429077.2765,181378306.1912,181425225.6828,181428344.1825,-17533.2783,181421769.4069,5259.8867,-5540.0812,-3069.0798,4142.2755,-1217.6179,-5519.6884,4168.4181,-3640.1604,4032.1860,5502.9004,-4762.3552,2093.4946,-4697.9714,-4898.7889,-1657.8083,3761.1727,5524.6130,6479.2292,3552.0612,-4611.9822,176830.4357,176309.2873,175151.5746,184146.5028,180465.2351,169906.2048,171733.5685,177980.2272,-74995278.4043,-75011708.3712,-75016956.8205,-75010022.4469,177349.9555,-75004565.7407,
