sl_20_5400_20240806 Coordinates.csv
2024/08/06 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:28 2024,
Start: 2024/08/06 07:47:00.00, Stop: 2024/08/06 09:17:00.00,
TIME_UNITS,STARLINK-3233 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-2409 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-5989.6878,1678.9994,6264.5850,-934.6863,-4364.5335,-3937.5480,475.9831,2860.9599,-3984.7857,4828.6470,5356.8873,1096.0183,-311.5828,-4859.7968,-3795.5128,2852.5830,3088.8706,-1478.8683,6772.3817,2204.6507,-116795.3402,-91321.9609,-97691.0641,-103669.1918,-95073.4382,-98862.6224,-100237.9755,-100863.8435,-212357533.8857,-212349856.3173,-212352203.0677,-212386127.1213,-100968.5191,-212376004.7344,-369.0212,5799.6146,892.0613,-5110.2694,2450.7565,2565.7034,-4327.8273,4004.8811,5130.4723,4409.7717,1625.5971,6819.6264,-4153.9291,3781.9608,-3396.9930,-3212.8803,4369.6898,-4179.2405,144.9046,4704.4213,378956.8386,397486.1059,375077.1433,375867.8374,376328.5107,375686.0169,383983.9085,380650.0051,-51494862.8021,-51480059.8963,-51493745.6536,-51492413.3802,380045.4926,-51493914.1816,-3449.8818,-3385.1283,2832.6703,4413.4270,4783.2787,-5093.9604,5369.1244,4869.1256,-2389.1979,-1638.7370,4059.2354,649.0054,-5529.4169,-2940.2670,4700.3184,5184.0039,-4401.6149,5202.1075,-816.5793,-4587.7251,87650.7905,83994.7151,81764.1566,88719.0730,88124.1439,77725.4325,75800.1950,81570.0261,86574370.2786,86553946.2797,86587916.9981,86575821.8053,83281.6783,86583048.3220,
3000.000,-4986.0226,3155.5478,5660.9130,-2845.8717,-2548.3562,-2090.6659,-1498.8228,4660.0370,-2395.3155,5733.4372,6390.7982,2541.2321,-2421.2016,-4032.1611,-5147.9982,788.0398,4772.4813,-3489.0967,6640.7975,3270.6185,-124877.4234,-99685.6849,-105831.3613,-111742.8377,-103087.3908,-106842.1027,-108316.9487,-109281.7487,-211179893.3026,-211172627.1413,-211174351.0856,-211208563.2918,-109013.3079,-211198278.0623,1132.1945,5895.4878,-882.0922,-4095.7444,3465.6634,3628.5410,-4896.8455,3477.9611,5210.3228,3538.4682,351.6739,6394.5738,-3653.0836,5270.8625,-1768.2258,-3978.0679,3964.8890,-3945.9154,-1371.5504,2966.4004,376333.2535,395482.5183,372799.9234,373727.8211,374160.4222,373477.2240,381713.5052,378133.1437,-56118326.8051,-56103136.2772,-56116605.0633,-56116459.3758,377852.3615,-56117402.2209,-4666.5471,-1784.6511,3901.5146,4646.5466,5423.8709,-5522.4081,4645.0908,3760.9769,-3877.1967,182.4180,2622.9114,-895.4571,-5358.7261,-1585.1957,4292.1710,5374.3493,-3082.6536,4357.8694,741.2472,-5342.4976,87537.6591,83857.3610,81715.5021,88445.8879,88134.1894,77810.5903,75532.5290,81388.5203,86574619.9990,86554295.3597,86588036.6320,86576598.2340,83156.7388,86583481.5071,
3300.000,-3515.3454,4303.1225,4532.3568,-4492.3101,-499.1868,-62.0455,-3298.0914,5992.3468,-543.3253,6021.1571,6796.7382,3749.0474,-4301.6263,-2808.0642,-6028.3123,-1342.1546,5973.5564,-5131.3386,5831.2029,4071.8034,-132899.0950,-108006.0368,-113925.0055,-119769.3980,-111056.2229,-114774.9348,-116345.0689,-117617.3484,-209901612.7622,-209894764.3078,-209895881.2041,-209930318.6374,-117010.5213,-209919910.9495,2566.9607,5418.6578,-2600.4678,-2702.2058,4196.3650,4391.4301,-5024.8238,2649.0691,4809.8077,2283.7353,-928.3696,5349.1662,-2850.7716,6216.7014,-0.6154,-4375.2231,3201.1404,-3355.9988,-2755.4462,954.6321,373537.3990,393302.0027,370355.3677,371419.0121,371824.1072,371103.9227,379270.4827,375409.8160,-60714917.5838,-60699351.4972,-60712582.2867,-60713636.0340,375488.8909,-60714013.2338,-5382.5704,7.8628,4553.0516,4357.8101,5483.2659,-5361.1847,3420.9032,2249.3958,-4948.8504,1982.2922,903.9705,-2344.2816,-4613.7421,-52.1246,3425.2040,4939.2693,-1433.2750,3028.2333,2215.7290,-5526.7416,87424.0538,83719.9222,81669.5460,88166.5103,88140.7051,77901.9148,75270.1540,81337.5992,86574873.5259,86554645.8258,86588154.8524,86577388.3259,83031.7537,86583914.4917,
3600.000,-1728.8611,5022.9180,2993.0105,-5703.8105,1578.9085,1947.9996,-4749.0921,6727.5258,1393.4890,5672.5232,6529.2073,4616.7457,-5763.8033,-1297.9852,-6345.3023,-3308.8655,6577.7693,-6238.2452,4425.2953,4530.9081,-140856.7007,-116279.2540,-121968.3846,-127745.1346,-118976.2998,-122657.9630,-124318.6136,-125840.5623,-208523304.2345,-208516879.4794,-208517405.6859,-208552004.1975,-124956.5514,-208541515.5305,3799.7945,4402.9127,-4101.1277,-1069.7617,4570.8921,4776.8767,-4686.3194,1583.1138,3979.9523,763.2754,-2106.0586,3782.2721,-1817.8628,6528.2790,1740.8544,-4356.1232,2135.6275,-2454.7883,-3880.1053,-1130.7671,370570.7014,390945.4888,367744.5821,368942.6539,369320.4087,368567.3898,376656.1125,372509.6697,-65282444.8057,-65266515.3321,-65279487.8254,-65281750.3679,372956.1116,-65281556.8705,-5521.6880,1799.5061,4717.7939,3579.5969,4955.1777,-4627.3140,1828.1740,496.4326,-5489.7938,3551.1213,-912.3818,-3542.9626,-3373.7312,1486.7866,2191.9989,3929.2039,369.9398,1361.1240,3441.0713,-5120.8857,87309.9790,83582.3997,81626.1377,87880.7806,88143.7033,77999.4934,75013.0080,81413.6483,86575130.9403,86554997.6954,86588271.7532,86578191.7550,82906.7229,86584347.2758,
3900.000,194.7208,5259.3990,1193.6938,-6351.9587,3481.2949,3743.5310,-5716.4819,6795.8422,3225.8027,4736.5181,5610.7358,5072.4959,-6659.0773,357.8643,-6060.5683,-4902.8702,6531.4200,-6699.2574,2566.5880,4597.6313,-148746.6204,-124501.5936,-129957.9106,-135666.3172,-126844.0086,-130488.0891,-132233.8954,-133926.4470,-207045627.3531,-207039631.9801,-207039584.4266,-207074278.7900,-132847.8127,-207063751.6039,4709.4198,2936.8330,-5239.5014,641.3582,4546.0355,4738.2997,-3899.2092,366.0472,2809.0311,-873.6426,-3084.5396,1843.9639,-642.5494,6179.9997,3296.7386,-3910.9247,854.4420,-1316.1517,-4642.9827,-3084.6365,367434.6636,388413.9867,364968.7452,366300.0932,366650.2539,365868.9863,373871.7388,369464.8732,-69818732.0468,-69802451.4595,-69815146.0980,-69818623.1828,370255.1307,-69817856.6973,-5069.0633,3397.2009,4378.2308,2399.1875,3896.0306,-3398.6213,38.4323,-1309.8113,-5442.4435,4706.2270,-2630.5356,-4364.0295,-1771.1632,2858.5001,724.3748,2461.4514,2133.3868,-457.6982,4279.5797,-4167.8756,87195.4392,83444.7943,81585.1221,87588.5319,88143.1959,78103.4122,74761.0317,81603.3549,86575392.3214,86555350.9863,86588387.4270,86579008.1575,82781.6466,86584779.8594,
4200.000,2066.8723,5004.1852,-692.9284,-6364.0620,5022.9892,5151.9873,-6115.2349,6195.0329,4770.9279,3323.2929,4129.8917,5080.7432,-6894.8505,2002.5247,-5193.2999,-5957.4330,5846.4309,-6472.0787,445.3504,4254.2839,-156565.2693,-132669.3342,-137890.0209,-143529.2224,-134655.7593,-138262.2776,-140087.2640,-141857.1321,-205469289.0997,-205463728.4800,-205463124.6392,-205497848.7046,-140680.7437,-205487326.3167,5200.4954,1156.0950,-5902.2983,2266.4335,4112.4530,4265.8164,-2724.8302,-901.6682,1413.0501,-2460.9512,-3786.1858,-279.2031,576.6739,5213.8194,4527.7934,-3070.9546,-533.9398,-37.0095,-4974.7167,-4716.7335,364130.8646,385708.5863,362029.1066,363492.7823,363814.6528,363010.1586,370918.7781,366307.5111,-74321617.8291,-74304998.4970,-74317396.4762,-74322090.1134,367387.1316,-74320751.2336,-4072.7824,4628.8857,3570.6236,949.1316,2419.1236,-1805.9252,-1755.4722,-2975.6738,-4811.7803,5313.3981,-4065.8897,-4720.4049,22.0263,3908.8243,-820.7129,706.8373,3667.5705,-2225.5738,4637.1404,-2768.9249,87080.4386,83307.1068,81546.3390,87289.5892,88139.1944,78213.7551,74514.1688,81884.1328,86575657.7469,86555705.7168,86588501.9647,86579837.1258,82656.5248,86585212.2424,
4500.000,3707.4681,4294.9989,-2488.9074,-5731.6834,6056.9333,6041.0313,-5918.0997,4989.8314,5870.8139,1590.6734,2232.2109,4644.4384,-6444.8414,3477.2041,-3819.3928,-6366.2717,4598.2301,-5586.4760,-1721.1651,3519.0917,-164309.1001,-140778.7779,-145761.1803,-151330.1322,-142407.9867,-145977.5610,-147875.1066,-149623.2736,-203795043.4658,-203789922.6571,-203788780.5161,-203823467.3745,-148451.8081,-203812993.8258,5213.7078,-769.3810,-6018.9223,3652.1099,3297.1510,3389.1350,-1263.6158,-2113.0784,-75.5726,-3832.6450,-4158.1361,-2382.2274,1738.8521,3733.9257,5327.4666,-1907.5345,-1907.6835,1270.6116,-4845.0931,-5870.3492,360660.9582,382830.4569,358926.9872,360522.2823,360814.6976,359992.4400,367798.7190,363066.6427,-78788956.6506,-78772011.0312,-78784094.3135,-78790002.6526,364353.3728,-78788094.9813,-2639.0720,5362.1953,2381.2126,-607.6024,682.7239,-19.5213,-3360.4932,-4323.0122,-3664.8765,5302.2377,-5064.7902,-4574.3400,1812.8181,4519.8638,-2278.1312,-1130.1647,4807.8196,-3745.9321,4473.6422,-1073.2410,86964.9814,83169.3380,81509.6242,86983.7704,88131.7100,78330.6017,74272.3656,82225.4181,86575927.2920,86556061.9050,86588615.4558,86580678.2031,82531.3576,86585644.4250,
4800.000,4962.1062,3210.1804,-4027.8315,-4512.4950,6488.4265,6331.4484,-5156.7524,3304.4148,6408.3414,-273.7440,105.3560,3804.2167,-5352.3837,4636.5534,-2064.7523,-6094.5608,2916.9624,-4140.0017,-3711.0703,2446.4839,-171974.6044,-148826.2516,-153567.8818,-159065.3326,-150097.1518,-153631.0464,-155593.8495,-157224.7707,-202023691.0927,-202019014.8370,-202017352.8683,-202051935.0264,-156157.4971,-202041554.9374,4733.2016,-2651.9132,-5569.2633,4670.9036,2162.7279,2176.7958,353.4651,-3163.4672,-1520.2544,-4840.0295,-4175.4536,-4261.2866,2748.6227,1895.0598,5630.9245,-526.4839,-3142.2062,2489.1742,-4265.6152,-6437.7923,357026.6723,379780.8470,355663.7778,357390.2662,357651.5617,356817.4520,364513.1212,359765.3343,-83218620.0070,-83201360.6404,-83213111.9666,-83220229.1737,361155.1878,-83217759.4478,-921.4588,5518.5245,937.1316,-2096.1132,-1126.9156,1768.9553,-4604.4314,-5208.2800,-2124.1763,4674.0412,-5520.7047,-3941.2404,3408.1804,4623.1551,-3492.4172,-2835.6275,5432.0405,-4850.3585,3807.3747,737.6005,86849.0716,83031.4887,81474.8094,86670.8860,88120.7532,78454.0252,74035.5710,82590.8877,86576201.0305,86556419.5696,86588727.9886,86581530.8763,82406.1451,86586076.4070,
5100.000,5716.9294,1859.7639,-5170.3752,-2824.9874,6283.9896,6004.4700,-3916.8054,1309.0178,6320.3024,-2072.8899,-2039.6330,2634.7449,-3726.1326,5362.8666,-93.5032,-5181.4652,973.3933,-2286.5344,-5320.6253,1123.8698,-179558.3137,-156808.1088,-161306.6484,-166731.1103,-157719.7430,-161219.9227,-163239.9590,-164670.5371,-200156078.8884,-200151851.6104,-200149688.7426,-200184098.3098,-163794.3304,-200173856.7238,3790.2321,-4304.4234,-4586.8597,5232.7935,803.0855,731.3982,1976.7134,-3959.0114,-2792.5564,-5367.8345,-3841.9820,-5733.3147,3523.7209,-113.9488,5419.7823,941.3335,-4121.3332,3505.8846,-3288.5878,-6370.9186,353229.8083,376561.0833,352240.9387,354098.5237,354326.4988,353486.9071,361063.6151,356418.0723,-87608497.4063,-87590936.9085,-87602339.8087,-87610655.9442,357793.9845,-87607634.1598,895.4012,5081.1873,-607.1715,-3349.4597,-2815.8259,3367.3715,-5354.3368,-5537.4902,-354.8757,3501.6510,-5385.1134,-2888.1346,4636.2546,4207.1669,-4334.4013,-4211.5084,5473.5809,-5417.0332,2713.0479,2469.1997,86732.7131,82893.5598,81441.7225,86350.7399,88106.3337,78584.0894,73803.7367,82941.4868,86576479.0337,86556778.7294,86588839.6498,86582394.5682,82280.8874,86586508.1885,
5400.000,5909.2800,374.2392,-5817.0063,-836.6199,5473.5751,5102.5669,-2327.7061,-797.5052,5605.3705,-3621.0227,-3989.0931,1238.4646,-1728.7460,5577.9990,1907.5429,-3734.1148,-1038.7068,-219.4377,-6385.3351,-335.1048,-187056.8017,-164720.7313,-168974.0340,-174323.7495,-165272.2779,-168741.4682,-170809.9428,-171977.2481,-198193099.6231,-198189325.4280,-198186681.0170,-198220849.9057,-171358.8582,-198210792.1185,2462.1419,-5559.0201,-3156.7976,5292.7125,-664.1511,-818.9176,3451.4716,-4424.7471,-3783.5389,-5347.6855,-3189.2023,-6653.9155,4001.2415,-2089.6327,4722.3388,2352.3528,-4748.0735,4222.7017,-2002.7225,-5685.2956,349272.2397,373172.5705,348659.9990,350648.9653,350840.8420,350002.6108,357451.9015,353028.9891,-91956497.3745,-91938648.4305,-91949687.2335,-91959188.1328,354271.2445,-91955627.6687,2615.7028,4097.1062,-2086.6105,-4227.4699,-4203.4394,4604.1117,-5530.3165,-5275.7411,1452.6412,1921.2992,-4672.3726,-1526.8690,5365.0180,3318.5384,-4714.7566,-5098.7130,4928.0872,-5383.6539,1313.5798,3935.5692,86615.9099,82755.5521,81410.1881,86023.1308,88088.4609,78720.8446,73576.8167,83238.9667,86576761.3714,86557139.4035,86588950.5251,86583268.6296,82155.5844,86586939.7696,
